protocolVersion,userAgent,Height,Latitude,Longitude,ASN,Continent,organizationName
70015,Satoshi:0.18.0,658416,35.69,139.69,AS2907,Asia,"Research Organization of Information and Systems, National Institute of Informatics"
70015,Satoshi:0.20.0,658416,37.751,-97.822,AS7819,North America,GLOBAL-IP-NETWORKS
70015,Satoshi:0.18.1,658415,40.8364,-74.1403,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.0,658416,38.881,-77.1362,AS701,North America,UUNET
70015,Satoshi:0.18.0,658416,37.3388,-121.8914,AS16509,North America,AMAZON
70015,Satoshi:0.19.1,658415,51.2993,9.491,AS25486,Europe,'Lightup Network Solutions GmbH & Co. KG
70015,Satoshi:0.20.1,658416,47.4919,19.05,AS62292,Europe,EZIT Kft.
70015,Satoshi:0.20.0,658416,45.4512,-75.6033,AS812,North America,ROGERS-COMMUNICATIONS
70015,Satoshi:0.19.1,658416,37.9842,23.7353,AS3329,Europe,Vodafone-panafon Hellenic Telecommunications Company SA
70015,Satoshi:0.19.1,658416,55.7522,37.6156,AS39709,Europe,Extreme Ltd
70016,Satoshi:1.3.4,454935,37.5625,-122.0004,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.20.1,658415,-37.8104,144.9544,AS38195,Australia,Superloop
70015,Satoshi:0.20.1,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.20.0,658416,35.6731,139.4003,AS4713,Asia,NTT Communications Corporation
70015,Satoshi:0.18.0,658416,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Satoshi:0.18.0,658416,40.793,-74.0247,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.17.1,658416,-33.4513,-70.6653,AS22047,South America,VTR BANDA ANCHA S.A.
70015,Satoshi:0.19.1,658415,-38.7167,-62.2833,AS27833,South America,BVNET S.A.
70015,Satoshi:0.20.1,658416,52.5378,5.6966,AS50673,Europe,Serverius Holding B.V.
70015,Satoshi:0.20.1,658416,40.793,-74.0247,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,35.685,139.7514,AS15169,Asia,GOOGLE
70015,Others,658416,51.4964,-0.1224,AS8560,Europe,1&1 Ionos Se
70012,Others,658416,59.3247,18.055999999999997,AS50066,Europe,Serious Tubes Networks
70015,Others,658416,59.3667,18.1333,AS3301,Europe,Telia Company AB
70015,Others,658416,55.7386,37.6068,AS49505,Europe,OOO Network of data-centers Selectel
70015,Others,658415,42.6058,-87.8762,AS10796,North America,TWC-10796-MIDWEST
70015,Satoshi:0.20.1,658416,55.3333,86.0833,AS203493,Europe,Egor Timoshenko
70012,Others,658416,52.352,4.9392,AS14061,Europe,DIGITALOCEAN-ASN
70016,Satoshi:1.3.4,454935,-33.8591,151.2002,AS63949,Australia,"Linode, LLC"
70016,Satoshi:1.3.4,454935,50.1188,8.6843,AS63949,Europe,"Linode, LLC"
70015,Satoshi:0.20.0,658416,49.4195,26.9959,AS25229,Europe,Volia
70015,Satoshi:0.20.1,658415,40.8943,-73.9801,AS12271,North America,TWC-12271-NYC
70015,Satoshi:0.20.1,658415,26.0333,50.55,AS16509,Asia,AMAZON
70015,Satoshi:0.20.1,658416,10.8142,106.6438,AS45899,Asia,VNPT Corp
70015,Satoshi:0.20.0,658416,45.3042,-66.0766,AS855,North America,CANET-ASN-4
70015,Satoshi:0.20.1,658416,55.7386,37.6068,AS203226,Europe,Internet-Hosting Ltd
70015,Others,658416,54.6816,25.3225,AS5479,Europe,Kauno Technologijos Universitetas
70015,Satoshi:0.16.3,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.19.0.1,658416,55.7522,37.6156,AS35598,Europe,Inetcom LLC
70015,Satoshi:0.20.1,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,35.0,33.0,AS58209,Asia,KPT Network B.V.
70015,Satoshi:0.20.1,658415,41.2619,-95.8608,AS15169,North America,GOOGLE
70015,Satoshi:0.19.0.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658416,50.0848,14.4112,AS44489,Europe,"STARNET, s.r.o."
70015,Satoshi:0.20.1,658415,-33.9258,18.4232,AS16509,Africa,AMAZON
70015,Satoshi:0.18.0,658416,40.5511,-74.4606,AS20473,North America,AS-CHOOPA
70015,Satoshi:0.20.0,658416,47.3667,8.55,AS8758,Europe,Iway AG
88888,Others,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,39.2092,-76.6681,AS701,North America,UUNET
70015,Satoshi:0.17.1,658416,48.1084,11.6102,AS51167,Europe,Contabo GmbH
70016,Satoshi:1.3.4,454934,-33.8591,151.2002,AS63949,Australia,"Linode, LLC"
70015,Satoshi:0.20.1,658415,1.2929,103.8547,AS15169,Asia,GOOGLE
70015,Satoshi:0.20.1,658415,37.4562,126.7288,AS16509,Asia,AMAZON
70015,Satoshi:0.20.0,658416,23.4815,120.4498,AS3462,Asia,Data Communication Business Group
70015,Satoshi:0.20.1,658416,42.6833,23.3167,AS44901,Europe,Belcloud LTD
70015,Others,658416,1.2929,103.8547,AS16509,Asia,AMAZON
70015,Satoshi:0.20.1,658416,60.2797,15.9886,AS3301,Europe,Telia Company AB
70016,Satoshi:1.3.4,454934,35.685,139.7514,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.20.0,658416,37.6736,-122.0944,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.1,658416,37.751,-97.822,AS45102,North America,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.20.0,658416,54.9523,-1.3663,AS13285,Europe,TalkTalk
70015,Satoshi:0.18.0,658416,37.751,-97.822,AS64249,North America,ENDOFFICE
70015,Satoshi:0.20.1,658416,50.1418,8.9174,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.20.0,658416,39.1642,-84.2356,AS6181,North America,FUSE-NET
70015,Satoshi:0.18.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,37.751,-97.822,AS19969,North America,JOESDATACENTER
70015,Satoshi:0.20.0,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Others,658416,1.314,103.6839,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658415,52.352,4.9392,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658415,59.3333,18.05,AS16509,Europe,AMAZON
70015,Satoshi:0.18.0,658416,-22.9201,-43.3307,AS18881,South America,TELEFONICA BRASIL S.A
70015,Satoshi:0.20.1,658416,52.1263,11.6011,AS43341,Europe,MDlink online service center GmbH
70015,Satoshi:0.18.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.17.1,658416,37.3417,-121.9753,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,45.4643,9.1895,AS12874,Europe,Fastweb
70015,Satoshi:0.20.1,658415,-23.5475,-46.6361,AS16509,South America,AMAZON
70015,Satoshi:0.20.1,658415,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.18.1,658416,50.0646,14.4399,AS28725,Europe,CETIN a.s.
70015,Satoshi:0.19.0.1,658416,55.0408,9.4186,AS39642,Europe,Telia Stofa A/S
70015,Others,658416,51.4506,5.3978,AS9150,Europe,ML Consultancy
70015,Others,658416,49.3048,10.5931,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.0.1,658415,53.0654,8.8029,AS3209,Europe,Vodafone GmbH
70015,Others,658416,48.8582,2.3387,AS12876,Europe,Online S.a.s.
70016,Others,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.20.1,658416,55.7522,37.6156,AS12714,Europe,Net By Net Holding LLC
70016,Satoshi:1.3.4,454935,33.7485,-84.3871,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.19.0.1,658416,40.4165,-3.7026,AS3352,Europe,Telefonica De Espana
70015,Satoshi:0.20.1,658416,52.3795,4.8777,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.20.1,658415,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,47.5036,7.8594,AS199662,Europe,Exion Networks SA
70015,Satoshi:0.19.0.1,658416,53.4344,-2.2664,AS6871,Europe,British Telecommunications PLC
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS6724,Europe,Strato AG
70015,Satoshi:0.20.1,658415,50.1188,8.6843,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.18.0,658416,48.4583,-123.3325,AS16276,North America,OVH SAS
70015,Satoshi:0.20.1,658416,35.685,139.7514,AS15169,Asia,GOOGLE
70015,Satoshi:0.20.1,658416,39.1181,-76.8396,AS701,North America,UUNET
70016,Satoshi:1.3.4,454934,1.2929,103.8547,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.20.1,658416,52.3976,-2.1143,AS25310,Europe,Vodafone Enterprise U.K.
70015,Satoshi:0.20.0,658416,50.4333,30.5167,AS39608,Europe,Lanet Network Ltd
70016,Others,658416,46.5269,6.9008,AS3303,Europe,Bluewin
70015,Satoshi:0.20.1,658416,51.4831,-0.1646,AS6871,Europe,British Telecommunications PLC
70015,Satoshi:0.20.1,658415,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Satoshi:0.20.0,658416,50.4522,30.5287,AS30860,Europe,Virtual Systems LLC
70015,Satoshi:0.19.0.1,658416,34.0485,-118.2529,AS8100,North America,ASN-QUADRANET-GLOBAL
70016,Satoshi:1.3.4,454935,-33.8591,151.2002,AS63949,Australia,"Linode, LLC"
70015,Satoshi:0.20.1,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.0,658415,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.20.1,658416,51.0803,6.3118,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.1,658416,36.1685,-115.1164,AS53667,North America,PONYNET
70015,Satoshi:0.20.0,658416,37.6538,-122.4257,AS11404,North America,AS-WAVE-1
70015,Satoshi:0.19.1,658416,56.9496,24.0978,AS12578,Europe,SIA Tet
70015,Satoshi:0.20.1,658416,46.7522,7.6336,AS13030,Europe,Init7 (Switzerland) Ltd.
70015,Satoshi:0.20.1,658416,-35.2828,149.1283,AS7545,Australia,TPG Telecom Limited
70015,Satoshi:0.19.0.1,658416,50.4333,30.5167,AS12998,Europe,BGNet LLC
70012,Others,658416,37.751,-97.822,AS16509,North America,AMAZON
70015,Satoshi:0.20.0,658416,48.8582,2.3387,AS12876,Europe,Online S.a.s.
70015,Satoshi:0.20.1,658416,51.816,4.664,AS50266,Europe,T-Mobile Thuis BV
70015,Satoshi:0.18.0,658416,52.3824,4.8995,AS204196,Europe,Abelohost BV
70016,Others,658415,35.69,139.69,AS54415,Asia,WIZ K.K.
70015,Satoshi:0.20.0,658416,53.4778,-3.0333,AS2856,Europe,British Telecommunications PLC
70015,Satoshi:0.20.1,658415,19.0748,72.8856,AS16509,Asia,AMAZON
70016,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,-34.7667,-58.25,AS22927,South America,Telefonica de Argentina
70015,Satoshi:0.20.0,658416,42.869,74.5939,AS41750,Asia,Mega-Line Ltd.
70015,Others,658416,56.5,84.9667,AS31036,Europe,JSC ER-Telecom Holding
70015,Satoshi:0.19.0.1,658416,49.282,-123.1103,AS6327,North America,SHAW
70015,Satoshi:0.20.1,658415,35.685,139.7514,AS16509,Asia,AMAZON
70015,Satoshi:0.19.0.1,658416,37.751,-97.822,AS45102,North America,"Alibaba (US) Technology Co., Ltd."
70015,Satoshi:0.19.1,658416,37.751,-97.822,AS14618,North America,AMAZON
70012,Others,658414,37.5112,126.9741,AS38700,Asia,SMILESERV
70015,Satoshi:0.20.0,658416,47.6026,7.4965,AS24904,Europe,K-NET SARL
70015,Satoshi:0.20.1,658415,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70016,Satoshi:1.3.4,454937,37.5625,-122.0004,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.20.0,658415,61.1498,-149.8257,AS8047,North America,GCI
70015,Satoshi:0.20.0,658416,55.7386,37.6068,AS51783,Europe,The Center of Dedicated Servers LLC
70015,Satoshi:0.20.1,658416,35.685,139.7514,AS15169,Asia,GOOGLE
70015,Satoshi:0.19.0.1,658416,44.1872,45.3028,AS132203,Europe,"Tencent Building, Kejizhongyi Avenue"
70015,Satoshi:0.19.0.1,658416,48.1084,11.6102,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.18.0,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.1,658416,52.3824,4.8995,AS43350,Europe,NForce Entertainment B.V.
70015,Satoshi:0.20.0,658416,33.7189,-86.8225,AS20115,North America,CHARTER-20115
70015,Satoshi:0.18.0,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.0,658416,-27.4732,153.0215,AS7545,Australia,TPG Telecom Limited
70015,Satoshi:0.20.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Others,139670,56.0,24.0,AS16125,Europe,UAB Cherry Servers
70015,Satoshi:0.20.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658415,45.8491,-119.7143,AS16509,North America,AMAZON
70015,Satoshi:0.18.1,658416,50.1188,8.6843,AS16509,Europe,AMAZON
70015,Satoshi:0.18.0,658416,46.8306,29.4711,AS202425,Europe,IP Volume inc
70015,Satoshi:0.20.1,658416,54.9,23.9,AS8764,Europe,"Telia Lietuva, AB"
70015,Satoshi:0.18.0,658416,39.0481,-77.4728,AS14618,North America,AMAZON
70015,Satoshi:0.18.0,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.16.3,658416,37.751,-97.822,AS23470,North America,RELIABLESITE
70015,Satoshi:0.19.0.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70002,Others,658416,40.2176,-85.3824,AS7922,North America,COMCAST-7922
70016,Satoshi:1.3.4,454934,40.8229,-74.4592,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.20.0,658416,37.751,-97.822,AS209,North America,CENTURYLINK-US-LEGACY-QWEST
70015,Others,658416,56.0,24.0,AS16125,Europe,UAB Cherry Servers
70015,Satoshi:0.20.1,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658415,47.3667,8.55,AS15169,Europe,GOOGLE
70015,Satoshi:0.20.1,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,50.1188,8.6843,AS16509,Europe,AMAZON
70015,Others,504047,1.314,103.6839,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658416,37.751,-97.822,AS54600,North America,PEGTECHINC
70015,Satoshi:0.20.1,658415,37.5985,126.9783,AS139070,Asia,GOOGLE
70001,Others,372409,39.7388,-104.9868,AS209,North America,CENTURYLINK-US-LEGACY-QWEST
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
99999,Others,391683,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.17.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.18.1,658416,16.0,106.0,AS18403,Asia,The Corporation for Financing & Promoting Technology
70015,Satoshi:0.17.1,658416,0.0,0.0,,TOR,Unknown Organization
70016,Satoshi:1.3.4,454935,35.685,139.7514,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.20.1,658416,59.8457,10.7823,AS41164,Europe,Telia Norge AS
70015,Satoshi:0.18.1,658416,37.751,-97.822,AS6939,North America,HURRICANE
70015,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Others,658416,56.0,24.0,AS16125,Europe,UAB Cherry Servers
70016,Satoshi:1.3.4,454935,37.5625,-122.0004,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.19.1,658416,37.751,-97.822,AS36351,North America,SOFTLAYER
70015,Others,658416,8.0,-66.0,AS263771,South America,"IP NET, C.A."
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Others,658416,39.018,-77.539,AS39572,North America,DataWeb Global Group B.V.
70016,Satoshi:1.3.4,454934,1.2929,103.8547,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.20.1,658416,37.6196,-122.4816,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.1,658416,40.75,-111.9209,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.0,658416,36.2158,-115.066,AS209,North America,CENTURYLINK-US-LEGACY-QWEST
70015,Satoshi:0.20.0,658415,49.0756,33.4279,AS29013,Europe,Telecommunication company Link Telecom LTD
70015,Satoshi:0.20.1,658415,-33.8591,151.2002,AS15169,Australia,GOOGLE
70015,Satoshi:0.19.0.1,658416,45.8491,-119.7143,AS16509,North America,AMAZON
70012,Others,658416,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.1,658415,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,48.7667,9.1833,AS6805,Europe,Telefonica Germany
70015,Satoshi:0.18.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70016,Satoshi:1.3.4,454935,50.1188,8.6843,AS63949,Europe,"Linode, LLC"
70015,Satoshi:0.20.1,658416,37.6196,-122.4816,AS7018,North America,ATT-INTERNET4
70015,Satoshi:0.20.1,658416,62.4598,6.3185,AS41164,Europe,Telia Norge AS
70015,Satoshi:0.20.1,658415,45.4643,9.1895,AS16509,Europe,AMAZON
70016,Satoshi:1.3.4,454934,50.1188,8.6843,AS63949,Europe,"Linode, LLC"
70015,Satoshi:0.20.0,658416,13.7442,100.4608,AS135556,Asia,Metrabyte One Company Limited
70015,Satoshi:0.20.1,658416,58.0,56.25,AS12768,Europe,JSC ER-Telecom Holding
70015,Satoshi:0.17.1,658415,35.6334,139.7958,AS199524,Asia,G-Core Labs S.A.
70015,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70016,Satoshi:1.3.4,454936,43.6644,-79.4195,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.19.1,658416,58.0,56.25,AS12768,Europe,JSC ER-Telecom Holding
70015,Satoshi:0.19.1,658415,46.2022,6.1457,AS15796,Europe,Salt Mobile SA
70015,Satoshi:0.19.0.1,658416,54.6816,25.3225,AS39845,Europe,2 Cloud Ltd.
70015,Others,658416,50.9475,6.9288,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.18.0,658416,38.5281,-76.9842,AS701,North America,UUNET
70015,Satoshi:0.20.1,658415,55.7386,37.6068,AS39741,Europe,data-centr ekaterinburg OOO
70015,Satoshi:0.18.0,658416,48.1535,16.3855,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.16.3,658416,51.5177,-0.6215,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658415,45.4995,-73.5848,AS16509,North America,AMAZON
70015,Satoshi:0.20.1,658415,53.2157,6.5765,AS15169,Europe,GOOGLE
70015,Satoshi:0.20.1,658416,57.7072,11.9668,AS35706,Europe,Net at Once Sweden AB
70015,Satoshi:0.19.1,658416,51.4767,-2.5572,AS5089,Europe,Virgin Media Limited
70015,Satoshi:0.20.1,658416,44.7601,-93.2748,AS7922,North America,COMCAST-7922
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS206264,Europe,Amarutu Technology Ltd
70015,Satoshi:0.16.3,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.0,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.18.0,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.0,658416,50.4333,30.5167,AS35530,Europe,Proline TM Ltd.
70015,Satoshi:0.20.0,658416,59.428000000000004,17.9509,AS2119,Europe,Telenor Norge AS
70015,Satoshi:0.18.0,658416,51.2993,9.491,AS47447,Europe,23media GmbH
70015,Satoshi:0.20.1,658416,25.2633,55.3087,AS5384,Asia,Emirates Telecommunications Corporation
70016,Satoshi:1.3.4,454934,37.5625,-122.0004,AS63949,North America,"Linode, LLC"
70016,Satoshi:1.3.4,454934,19.0748,72.8856,AS63949,Asia,"Linode, LLC"
70015,Satoshi:0.20.1,658416,33.7697,-84.3754,AS16591,North America,GOOGLE
70015,Satoshi:0.20.0,658416,1.314,103.6839,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.20.1,658415,-33.8591,151.2002,AS16509,Australia,AMAZON
70015,Satoshi:0.20.1,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.20.0,658416,-37.8104,144.9544,AS1221,Australia,Telstra Corporation Ltd
70015,Satoshi:0.20.1,658416,45.68899999999999,-73.8671,AS577,North America,BACOM
70015,Satoshi:0.18.0,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.19.1,658416,50.5787,11.8102,AS3320,Europe,Deutsche Telekom AG
70015,Satoshi:0.20.1,658416,48.7764,-1.5579,AS12322,Europe,Free SAS
70015,Satoshi:0.20.1,658416,44.3167,23.8,AS8708,Europe,RCS & RDS
70015,Satoshi:0.20.1,658416,43.5067,-81.1582,AS11287,North America,AS-MSEA
70015,Satoshi:0.20.0,526413,0.0,0.0,,TOR,Unknown Organization
70015,Satoshi:0.20.0,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.18.0,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.19.1,658416,60.1719,24.9347,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658416,39.867,-75.5928,AS701,North America,UUNET
70015,Satoshi:0.20.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,49.405,11.1617,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.17.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658415,0.0,0.0,TOR,TOR,Tor network
70015,Satoshi:0.18.0,658416,51.2705,6.8144,AS24961,Europe,myLoc managed IT AG
70015,Satoshi:0.18.1,658416,44.49,26.1734,AS48161,Europe,Nextgen Communications Srl
70016,Others,658416,44.4333,26.1,AS60117,Europe,Host Sailor Ltd.
70015,Satoshi:0.18.1,658416,1.2929,103.8547,AS16509,Asia,AMAZON
70015,Satoshi:0.19.1,658416,52.0874,5.1168,AS33915,Europe,Vodafone Libertel B.V.
70015,Satoshi:0.20.1,658415,26.0333,50.55,AS16509,Asia,AMAZON
70015,Satoshi:0.19.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.20.1,658416,50.0765,14.5104,AS6830,Europe,Liberty Global B.V.
70015,Satoshi:0.19.0.1,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Others,658416,2.8352,102.2086,AS45839,Asia,Shinjiru Technology Sdn Bhd
70015,Satoshi:0.20.0,658416,56.0,24.0,AS16125,Europe,UAB Cherry Servers
70015,Satoshi:0.20.1,658415,34.0544,-118.244,AS15169,North America,GOOGLE
70015,Satoshi:0.16.3,658416,1.314,103.6839,AS14061,Asia,DIGITALOCEAN-ASN
70015,Satoshi:0.17.1,658416,10.5048,-66.9208,AS8048,South America,"CANTV Servicios, Venezuela"
70015,Satoshi:0.20.1,658415,61.0681,28.1733,AS15169,Europe,GOOGLE
70015,Satoshi:0.20.1,658415,45.4995,-73.5848,AS15169,North America,GOOGLE
70015,Satoshi:0.20.1,658415,52.352,4.9392,AS14061,Europe,DIGITALOCEAN-ASN
70015,Others,658416,48.1084,11.6102,AS51167,Europe,Contabo GmbH
70015,Satoshi:0.18.1,658415,43.4631,11.8783,AS31034,Europe,Aruba S.p.A.
70016,Satoshi:1.3.4,454937,43.6644,-79.4195,AS63949,North America,"Linode, LLC"
70015,Satoshi:0.20.1,658416,50.7773,3.8826,AS6848,Europe,Telenet BVBA
70015,Satoshi:0.20.1,658416,-35.2744,149.1246,AS7545,Australia,TPG Telecom Limited
70015,Satoshi:0.20.1,658416,37.3931,-121.962,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.20.0,658416,43.9982,-79.4625,AS577,North America,BACOM
70015,Satoshi:0.20.1,658415,50.1188,8.6843,AS15169,Europe,GOOGLE
70015,Satoshi:0.19.1,658416,37.5537,-77.4602,AS701,North America,UUNET
70015,Satoshi:0.19.0.1,658416,1.2929,103.8547,AS20473,Asia,AS-CHOOPA
70015,Others,658415,55.7522,37.6156,AS3175,Europe,Filanco LLC
70015,Satoshi:0.17.1,658416,59.8944,30.2642,AS39598,Europe,Tiera Centr Ltd
70015,Satoshi:0.20.1,658416,22.2795,114.146,AS16509,Asia,AMAZON
70015,Satoshi:0.20.0,658416,50.137,8.4502,AS8881,Europe,1&1 Versatel Deutschland GmbH
70015,Satoshi:0.18.1,658416,37.751,-97.822,AS133115,North America,HK Kwaifong Group Limited
70015,Others,658416,49.4937,10.6527,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.1,658415,53.2157,6.5765,AS15169,Europe,GOOGLE
70015,Satoshi:0.18.1,658416,45.5326,9.0413,AS12874,Europe,Fastweb
70015,Satoshi:0.20.1,658416,57.0,25.0,AS5538,Europe,Institute of Mathematics and Computer Science of University of Latvia
70015,Satoshi:0.18.0,658416,50.1188,8.6843,AS14061,Europe,DIGITALOCEAN-ASN
70015,Satoshi:0.16.3,658416,47.1449,8.1551,AS559,Europe,SWITCH
70015,Satoshi:0.20.0,658416,52.2571,4.5559,AS33915,Europe,Vodafone Libertel B.V.
70015,Satoshi:0.18.0,658416,51.2993,9.491,AS8560,Europe,1&1 Ionos Se
70015,Satoshi:0.20.0,658416,34.7725,113.7266,AS37963,Asia,Hangzhou Alibaba
70015,Satoshi:0.20.1,658415,37.751,-97.822,AS174,North America,COGENT-174
70015,Satoshi:0.20.0,658416,55.9409,-3.2939,AS25310,Europe,Vodafone Enterprise U.K.
70015,Others,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.20.0,658416,47.3667,8.55,AS57370,Europe,Bluewin
70015,Satoshi:0.20.1,658416,35.1369,-106.5199,AS7922,North America,COMCAST-7922
70015,Satoshi:0.19.1,658416,38.5848,-90.2996,AS20115,North America,CHARTER-20115
70015,Satoshi:0.20.1,658416,46.9528,7.5133,AS3303,Europe,Bluewin
70015,Satoshi:0.20.1,658416,60.1717,24.9349,AS202053,Europe,UpCloud Ltd
70015,Satoshi:0.18.0,658416,37.3417,-121.9753,AS14061,North America,DIGITALOCEAN-ASN
70015,Satoshi:0.19.1,658416,0.0,0.0,TOR,TOR,Tor network
70016,Satoshi:1.3.4,454934,-33.8591,151.2002,AS63949,Australia,"Linode, LLC"
70015,Others,658416,48.8582,2.3387,AS16276,Europe,OVH SAS
70015,Satoshi:0.18.0,658416,45.3161,-73.8736,AS16276,North America,OVH SAS
70015,Satoshi:0.20.1,658416,51.2993,9.491,AS24940,Europe,Hetzner Online GmbH
70015,Satoshi:0.19.1,658416,47.0056,28.8575,AS60602,Europe,Inovare-Prim SRL
70015,Satoshi:0.20.1,658415,12.9719,77.5937,AS14061,Asia,DIGITALOCEAN-ASN
