,date,reviewId,userName,reviewCreatedVersion,content,thumbsUpCount,score,repliedAt,developerResponse,content_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
18,2017-12-03 12:34:48,gp:AOqpTOGLi1s2z8opQyfN1iOMchGuQ-110g7Pam2P-dgLP9MBumn-sRRfXAwqGwttLWiBDuh7lr17E1FE3IOTlrg,Foujul Islam Jisan,1.13.6,The app takes too much time to open and load and crashes a lot. And no velocity option in the app. If these issues are fixed then it will become an awesome app,0,1,2017-12-07 13:59:53,"We're sorry to hear you had this experience and thank you for letting us know. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience. Claiming points and rewards aren't yet available, but there are more features planned for 2018.",The app take much time open load crash lot And velocity option app If issue fixed become awesome app,mixed,0.54,0.14,0.32,"velocity option, awesome app, time, issues"
19,2017-12-03 18:51:11,gp:AOqpTOHacyN8dOKp2WI4-SUuspSwmnYgP19MX5A6K0JrFNc8KA2mEGS786svh26xhXR43uFlRfkxoyQY8KyjCOQ,Huy Nguyen,1.13.6,Far from polished . Slow to register I've finished filling up. Five minute delay where you are wondering if the payment was successful and you have to wait around for the confirmation email.,0,1,2017-12-07 13:55:54,"Hi Huy, Thanks for your feedback. Could you please email us on aucustcare@bp.com with more details such as the location and date and approximate time this happened so we can look into it further.",Far polished Slow register Ive finished filling Five minute delay wondering payment successful wait around confirmation email,negative,0.94,0.04,0.02,"Five minute delay, confirmation email, payment"
20,2017-12-04 04:26:41,gp:AOqpTOGP8UgKo5ojD_xy78bpBacVA50wHifhl5ylQ0zQxrz0p-17aKzy9_F7OuwBlNB8SwU5mwT4VNl-5s4OCDE,A Google user,,Can't even get past security question to set it up and it locks up. Uninstalled,0,1,2017-12-07 13:53:50,We're sorry to hear you had this experience and thank you for letting us know. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience and we will pass this on to the developers.,Cant even get past security question set lock Uninstalled,negative,0.81,0.03,0.16,security question
21,2017-12-04 15:41:41,gp:AOqpTOEm_OpHb--GDXIo0IPPK7o1FU56dEbTpaZd0z9tuqHQG5_eO8vKBjM_2dkEdAoK4k6dCfmANXzFn6KqpPs,A Google user,1.13.7,Please add the ability to add virgin velocity card.,6,4,2017-12-18 09:28:52,"Hi Ronak,
For our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice.",Please add ability add virgin velocity card,neutral,0.0,0.99,0.01,"virgin velocity card, ability"
22,2017-12-05 07:40:53,gp:AOqpTOETSk0jhGPCikS65TUmd41AuViNtyVpjaXN9WIV2lkf1i22uz-JhsJZf_QW-S8PEhZnIuR-qRtlyb7Wqjg,Tim Nicholls,1.13.7,"Slow to load/crashes on S7 edge, be good if it connected to android auto.",1,4,2017-12-10 08:45:58,"Hi Tim,
Please give the latest update a try and if that doesn’t speed things up let us know at aucustcare@bp.com so we can figure out what’s going on for you. Thanks for your suggestion re Android auto, we've passed this onto the developer team.",Slow loadcrashes S edge good connected android auto,negative,0.76,0.0,0.24,"S7 edge, crashes, auto"
23,2017-12-06 07:05:48,gp:AOqpTOHIWV8ZG7wm96-awzESJeQ0sBI-jYRtEoGG1Y1PN621ZBe91sADFAa0KmpQuoYppZkRsouXlGVFhoP6_qU,Jas C,1.13.7,where to input my virgin velocity card number?,1,4,2017-12-07 13:48:13,"""Hi Jason, for launch, we're focusing on giving back time that our customers seek through simple and quick fuel payment from the comfort of their cars. 

Claiming points and rewards aren't yet available, but this is just the beginning for BPme; there are more exciting features, offers and rewards planned for  2018. Watch this space!  """,input virgin velocity card number,neutral,0.01,0.98,0.01,virgin velocity card number
24,2017-12-06 08:27:21,gp:AOqpTOGfs7Ppjc2g1pKLzTtsTLv6m3vbB3IsHwPyPKdKP3vjfU_TLqhnYdivWK8WM9ZuQb9l2olHpBQUQEjcCGU,Kaoru,1.13.7,"Used it for the 1st time with amex. Payment failed but went into the store and the guy told me the payment went through ok, then received email from BPMe that payment was declined. Spoke to amex multiple times and they assure its off from fraudulent transaction list but BPMe app keep trying to post $1 only each time I try to pay by following the link provided in the email.  Not Happy",5,1,2017-12-10 08:35:43,"Hi Kaoru,
sorry to hear you had some transaction troubles.  Please contact us at aucustcare@bp.com and we will help sort this out. Thanks",Used st time amex Payment failed went store guy told payment went ok received email BPMe payment declined Spoke amex multiple time assure fraudulent transaction list BPMe app keep trying post time I try pay following link provided email Not Happy,negative,1.0,0.0,0.0,"fraudulent transaction list, 1st time, BPMe app, amex, Payment, store, guy, ok, email, link"
25,2017-12-07 07:10:03,gp:AOqpTOGnoKwGpzZlQxDTWVkIaxvsg-omt3-sGMNRl-Q_J2GsmAmqe40-Q13UZwhqTLNRoLI4PQZK-fpnCsit6u8,Abdullah R,1.13.7,Poor execution. Failed to use after multiple tries,1,1,2017-12-07 13:49:21,Hi Abudullah R. We're sorry to hear you had this experience and thank you for letting us know. We are looking into this further to understand what caused this.,Poor execution Failed use multiple try,negative,1.0,0.0,0.0,"Poor execution, multiple tries"
26,2017-12-07 08:54:14,gp:AOqpTOE0Zzzy_UKHkvWLijbThROb92iTonzX5_spCe1yS5sX84D5Gu8t5iCevMxLeq_UGLssg34QnDAMk9grxpY,Samantha Marsh,1.13.7,Great app convenient and works perfectly,0,5,2018-01-09 06:40:03,"Hi Samantha,
We thank you for your feedback and are pleased that you are happy with our offering.",Great app convenient work perfectly,positive,0.0,0.0,1.0,Great app
27,2017-12-07 16:07:20,gp:AOqpTOG61kjORUdRmeb7FE-_XHnXCnN-sW6QClIkyELT8dcwLLEQ4qA0aaMRwM66YwbP7rqABoQmtiExZr6jQ0k,Elilvannan N,1.13.7,Couldn't connect to the pump - waste of time,1,1,2017-12-10 07:41:53,"Hi Elilvannan,
We’ve just launched so an occasional issue may pop up at one of our stores – if you could pass along details about what your experience was and what store you were at to aucustcare@bp.com we will sort it out! Thanks",Couldnt connect pump waste time,negative,1.0,0.0,0.0,"pump, waste, time"
28,2017-12-07 19:30:42,gp:AOqpTOHNSPWfPktx8B9APsp3N9GIMJbCwvMMShzICySMYhmQkmoc2yoTe49OLL4o2wMCo138SonErOgYh-gcdnU,ROBERT Forsythe,1.13.7,Crashes on oppo R11,1,1,2017-12-10 08:18:41,"Hey Robert,
Our latest update has a crash fix in it, so give it a go and if you still run into trouble please let us know at aucustcare@bp.com so we can troubleshoot further. Thanks!",Crashes oppo R,negative,0.99,0.01,0.0,"oppo R11, Crashes"
29,2017-12-08 05:17:50,gp:AOqpTOEDnoxVv7JElbtFbeXCg3VCotWfTumkLfbApXo0C9_sMXscOau988_0h_XHTU50FQFzh9tNSmRYSfZoH_k,Kenny San,1.13.7,Worked well. Just need to add velocity points option and it'll be perfect,3,4,2017-12-10 08:22:06,"Hi Kenny,
Thanks, good to hear it worked well. 
Claiming points and rewards aren't yet available, but this is just the beginning for BPme; there are more exciting features and rewards planned for 2018. Watch this space!",Worked well Just need add velocity point option itll perfect,positive,0.0,0.0,1.0,velocity points option
30,2017-12-08 07:01:48,gp:AOqpTOGfAWbXbszoBX3hRRQ061B8Xa9hYLuGIZg7fbd0oXdz4QUHP53ryX44M0raHJeUAJiwxOBvLGJfpPcl3CQ,Aaron Wang,1.13.7,random crashes and technique issue everytime when trying to pay! useless app,0,1,2017-12-10 08:03:11,"Hi Aaron,
We identified a crash issue on our side that’s now fixed in an update released Friday. Could you give it a try, and if you’re still having issues please reach out at aucustcare@bp.com so we can look into it further? Thanks!",random crash technique issue everytime trying pay useless app,negative,1.0,0.0,0.0,"random crashes, technique issue, useless app"
31,2017-12-08 07:25:57,gp:AOqpTOGWu9TlbMzwe3T8hHGqxyZTlZpCSCoW3LOf53oNBpWgNtTsxc2JbRETOiizglR7kkTuNKRixF80tla3wjU,Kai Lian,1.13.7,"Got it because of the Amex offer. Was expecting cool stuff come up. And it turns out slow, unresponsive, unclear procedure.   Stop rely on the GPS location add search by postcode, it'll reduce your server pressure and our time. If you concerns people cant find right pump just add big QR code for them. There are ways to do the perfect job and you've chosen the hard one!",2,1,2017-12-10 08:04:40,"Hi Kai,
We appreciate your candid feedback, we’ve just launched so rest assured this is just the beginning for BPme. Thanks for sharing your valuable experience!",Got Amex offer Was expecting cool stuff come And turn slow unresponsive unclear procedure Stop rely GPS location add search postcode itll reduce server pressure time If concern people cant find right pump add big QR code There way perfect job youve chosen hard one,mixed,0.5,0.01,0.49,"big QR code, Amex offer, cool stuff, unclear procedure, GPS location, server pressure, right pump, perfect job, unresponsive, search, postcode, time, concerns, people, ways, hard"
32,2017-12-08 07:57:13,gp:AOqpTOGb7hPu7BZTiMiECfRGsL9nUY2zzzLgFapujErsYaK9NkXh4NBKK1Vi5fwbeyUZtY_Ugi1tWYOsXh04IAE,Scott Steer,1.13.7,should be able to link your virgin velocity points card as well,0,1,2017-12-10 08:17:31,"Hi Scott,
For launch, we're focusing on giving back time to our customers through simple and quick fuel payment from the comfort of their car. Claiming points and rewards aren't yet available, but this is just the beginning for BPme; there are more exciting features, offers and rewards planned for 2018. Watch this space!",able link virgin velocity point card well,neutral,0.01,0.99,0.0,virgin velocity points card
33,2017-12-08 08:32:20,gp:AOqpTOFw2J8hdUqrLkNOfl_Bp42wcxdDiImEz8k_0itHoImQs5wnIWhzHnNmMxvAzvj412dd4buQ-U4KRiIVarc,Kevin Zhou,1.13.7,Not working!,0,1,2017-12-10 07:59:02,"Hi Kevin,
We really want it to work for you! If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted.",Not working,negative,0.98,0.02,0.0,
34,2017-12-08 16:40:14,gp:AOqpTOEJmYzMvZR8pNEvrLdW2rF5MUJNovs5_PQixUTiAXyrqzsEgutu0QZC-hMXxUopH_w0ISyOYo8io_Mz-UE,Nicholas Soars,1.13.6,Fantastic app!,1,5,2018-01-09 06:39:39,"Hi Nicholas,
We thank you for your feedback and are pleased that you are happy with our offering.",Fantastic app,positive,0.0,0.0,1.0,Fantastic app
35,2017-12-09 11:59:02,gp:AOqpTOH6zqrN9cLEkJ_t0s-qQiSwhZX6zdLtvLqQ_Daf8IJyMQPsV-a5P6HoQxOenF1y7Q_kbp4Vnf-F4NjS9CQ,Daniel Ahmadi,1.13.7,Horrible experience as others said,2,1,2017-12-10 08:14:27,"Hi Amirreza, 
We’re working hard to address a couple of issues that have cropped up and released an update on Friday – if you have specific feedback on problems, or ideas for improvements we’d love to hear them via aucustcare@bp.com.",Horrible experience others said,negative,1.0,0.0,0.0,"Horrible experience, others"
36,2017-12-10 06:26:45,gp:AOqpTOGp_ITKfvniCAqyE4ErKgfdaHNSFj6TVyv7tPkDLajsKPPysoH1Y9hzensaadAw3w_YFBVq7fv_AcajiPI,Greg Dick,1.14.0,Worked a treat brilliant app that does what it says it does.,2,5,2018-01-09 06:39:21,"Hi Greg,
We thank you for your feedback and are pleased that you are happy with our offering.",Worked treat brilliant app say,positive,0.0,0.0,1.0,"brilliant app, treat"
37,2017-12-10 09:18:40,gp:AOqpTOHQZlt-P4lKC6i2bnf9JV5xwk6mkQ4XnyyR5rAUYNiNkETfmo6UChHWNOSOcAimZyi_IIQ_HT0uexx9UFE,Irwan Hendra,,"Long winded registration, only paypal allowed, slow and does not work  Update 10/12/2017: the golden rule of UX usability is through ease of use, not explanation, sorry but already uninstalled",0,1,2017-12-10 08:00:48,"Hi Irwan, 
If you navigate to the menu and go to Account then click on your payment details, you should see the plus sign to add a payment tender, we welcome PayPal as well as Visa, Mastercard and AMEX. Please give that a try and keep us updated!",Long winded registration paypal allowed slow work Update golden rule UX usability ease use explanation sorry already uninstalled,negative,0.61,0.13,0.26,"winded registration, golden rule, UX usability, paypal, Update, ease, use, explanation"
38,2017-12-10 10:12:49,gp:AOqpTOF_ru1i3SISydOJdoh4CwN5ptpOv_QNLOh5pQaw7VopoR4q8ktYP7N6Uq5_c7Bgx8y2hT6NV1E69hwYGS8,Lisa & Jamie Mahon,1.14.0,Can't link a BP petrol card to it. Why would you create an app that doesn't accept your own payment card.,3,1,2017-12-10 12:49:23,"Hi Lisa,
There is a separate BPme app for the BP Plus Fuel card. It’s called 'BP Plus Fuel Card- BPme' and it lets BP Plus card holders pay for fuel from their vehicle.",Cant link BP petrol card Why would create app doesnt accept payment card,negative,0.68,0.31,0.01,"BP petrol card, payment card, app"
39,2017-12-10 12:05:33,gp:AOqpTOFa0MidpxCm4Oa3AL0lF7y5QmY-Cnf_FN3btvN-kV0uH5YZqIlHR2vjmengnZJIhyLIBhTK_46QLHLiRw0,Troy Freeman,1.14.0,Can't seem to figure out how to get velocity frequent flyer points?,5,3,2017-12-10 13:26:23,"Hi Troy,
Claiming points and rewards aren't yet available, but this is just the beginning for BPme. We have more exciting features, offers and rewards planned for the coming year. Watch this space!",Cant seem figure get velocity frequent flyer point,negative,0.73,0.24,0.03,velocity frequent flyer points
40,2017-12-10 14:17:23,gp:AOqpTOGrew9XpG7vvBvfCo6jcvVtKT1AE3CBHFSFYmaac_2PLr6vrx2HtWlJcJGECyr1IRqT6kimtdF0V_0RlEU,James Elliott,1.14.0,Seems like it will be quicker to go to counter and pay. Get a printed receipt as well and no data changing.,5,2,2017-12-21 06:52:53,"Hi James, 

BPme allows users to pay for fuel from their smartphones, without having to wait in a potential queue. It also stores your transaction history and receipts.",Seems like quicker go counter pay Get printed receipt well data changing,negative,0.54,0.45,0.01,"printed, receipt, data"
41,2017-12-10 15:36:47,gp:AOqpTOH1qhyB3m7QU2IGuBrJWC_aPcXzLF4vNhGJqiPiP7Ih4MNkQi9iXJZ2I_iqpDTa4n65aUL2jvwVGUzgDiY,A Google user,1.14.0,"Really tried to set this up and gave it more of a chance than most users would, but it is a really poor app. Easier to just pay at the counter.",5,1,2017-12-11 14:13:28,"Hi,
We really want the app to work for you! If you have specific feedback on problems, or ideas for improvements we’d love to hear them via aucustcare@bp.com. Thanks!",Really tried set gave chance user would really poor app Easier pay counter,mixed,0.5,0.03,0.47,"most users, poor app, chance, counter"
42,2017-12-10 15:39:58,gp:AOqpTOHBoBEoSfxmr7iRV06ZRFmADxX9XUQO1lt6FDU6C92wmuGgZyNSI10LLvKptD9v6gV-3jdlAi3dKBiJlCo,Matt Oliver,,App doesn't even load once installed. Did it three times. Dumb,0,1,2017-12-11 14:18:40,"Hi Matt,

We definitely expect the app to load! Please let us know at aucustcare@bp.com what issues you encountered so we can figure out what’s going on for you. Thanks",App doesnt even load installed Did three time Dumb,negative,1.0,0.0,0.0,"App, Dumb"
43,2017-12-10 15:57:51,gp:AOqpTOGf1vgkpv1dUzoELqRfgMHm9KZV9RTSzawxOJW14QnkLxLK3MXPX7rVUegoEXpaNclcO7ztmoKJDeZ43jo,DTTM 08,1.14.0,"No Velocity, No point. Why hurry an incomplete app to market?  Installed, now deleting till service is complete. I go to BP because of Velocity, not for prices.",17,1,2017-12-12 12:59:00,"Hi,
For the initial BPme launch, we have introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier, watch this space. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.",No Velocity No point Why hurry incomplete app market Installed deleting till service complete I go BP Velocity price,negative,0.69,0.21,0.1,"incomplete app, No, Velocity, point, market, service, BP, prices"
44,2017-12-10 19:04:13,gp:AOqpTOHtYOv7tyApoc2hA6FTR_czJfBXxAonOHZOv2fIkys1bNYigUskE_acuq4E-u8ZDzSGCDq-yGuhiGP5sy8,Francois Tawadrous,1.14.0,Without the enablement of earning Velocity points this app is a tad useless. Off to the counter I go.,4,3,2017-12-15 07:40:07,"Hi Francois,
For the initial BPme launch, we have introduced the fuel payment function to help customers save time. We are committed to evolving and improving our unique new offer over time. New features and functionality for BPme will be made available in the future.",Without enablement earning Velocity point app tad useless Off counter I go,negative,1.0,0.0,0.0,"Velocity points, enablement, app, counter"
45,2017-12-10 19:10:07,gp:AOqpTOFMZF4PS949xbP1TWA1tDY05TtkRwEksJq6-hp2rT-sFIK4NiuTucQGcHBI9OUSsY6IbKSYoBvRto3z540,Graham Apolony,1.14.0,Great concept. Unfortunately this is only half the answer. Without Velocity points it cancels out the reason I go there. After coming up with such a good marketing plan as Velocity points why would you bring out an app that stops you getting them? Big disappointment.  Uninstalling.,44,2,2017-12-14 11:47:50,"Hi Graham, 

For the initial BPme launch, we have introduced the fuel payment function to help customers save time. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.",Great concept Unfortunately half answer Without Velocity point cancel reason I go After coming good marketing plan Velocity point would bring app stop getting Big disappointment Uninstalling,mixed,0.65,0.03,0.32,"good marketing plan, Great concept, Big disappointment, Velocity points, half, answer, reason"
46,2017-12-10 21:04:45,gp:AOqpTOEFaqxSiYzXNYvrGxATOTtszk88_js7DP7-Vz5RdSCqhI6vh2CLmv0nEjNfbPhhNzuq2WxZLMh8Gni1LRk,Samson Kong,1.14.0,It was a hassle and long process to set up - you'll need your details ready. Also note that servo workers may not be adequately trained to allow this app to work at the pump.. Wasted time and effort in trying to get this service going. You'd think they would be kind enough to provide fuel prices too. Very poor experience overall.,12,1,2017-12-14 11:27:03,"Hi Samson,

We are sorry to hear you've not had a great experience. We need to ensure your personal details are safe and correct, which is why there are a few steps to registering. The price per litre is shown on the price board at the front of the servo and on the pump, at this stage we have no plans to integrate fuel pricing into the app.",It hassle long process set youll need detail ready Also note servo worker may adequately trained allow app work pump Wasted time effort trying get service going Youd think would kind enough provide fuel price Very poor experience overall,negative,1.0,0.0,0.0,"Very poor experience, long process, servo workers, fuel prices, hassle, details, ready, app, pump, time, effort, service"
47,2017-12-11 06:58:05,gp:AOqpTOFaHVcEMd1Gp_QMMgALOzsG9B5eySBP6kJ-TvQTojNoZfWXNj4WLkYrFcdY0nTXypBJaNprR9nEuQxtozM,A Google user,1.14.0,Means I don't have to leave the poor dogs alone in the car. Fantastic.,1,5,2018-01-09 06:39:07,"Hi Tamzyn,
We thank you for your feedback and are pleased that you are happy with our offering.",Means I dont leave poor dog alone car Fantastic,mixed,0.5,0.0,0.5,"poor dogs, Means, car"
48,2017-12-11 08:35:38,gp:AOqpTOFT6Mal4Yu0lyOkdLou5EBlL9q4UsneFcwKbkaD33K11HV-tUGaNF-m01KU4GMlVNQOtU1WxQiAUoGX84I,Destin Sparks,1.14.0,"Still (after latest update) painfully slow to open, load etc. Over the top security sign up. No velocity.",2,1,2017-12-10 13:21:48,"Hi Destin,
Please give the latest update a try and if that doesn’t improve the speed let us know at aucustcare@bp.com so we can check it out further.
Claiming points and rewards aren't available yet;  there are more exciting features, offers and rewards planned for 2018.",Still latest update painfully slow open load etc Over top security sign No velocity,mixed,0.51,0.08,0.41,"latest update, top security, No velocity"
49,2017-12-11 08:43:19,gp:AOqpTOHw3FS7_c7WAnauRDPwGIj7-Ru04cuJFHzPlRjXuVVBdmcopGJ7lebYG44_LxRziHCFv726WUskHYMWVVE,Jol T,1.14.0,Great for people with kids or anything in the car you can't leave alone.  TOP effort BP Australia...,3,5,2018-01-09 06:38:53,"Hi Jol,
We thank you for your feedback and are pleased that you are happy with our offering.",Great people kid anything car cant leave alone TOP effort BP Australia,positive,0.0,0.0,1.0,"TOP effort BP Australia, people, kids, car"
