,date,userName,isEdited,title,review,rating,developerResponse,review_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
10,2018-03-18 08:19:46,Dan-81,False,"Great Idea, but useless in practice","Saw this app advertised at my local BP and thought it was a great idea. After going through the rigmarole of setting up an account, verifying my email, adding a payment card, adding my nectar card I was all set. Turns out the app doesn’t remember you or use touch/faceid. I was sat in my car looking at the log in screen. As I value my security I take advantage of my phone’s ability to create long unbreakable passwords, and they are all different from each other. A consequence of this is I don’t, from memory, know all my passwords. The app hasn’t been written to integrate into apples keychain (some do) so I would have had to exit the app, go into settings copy the password and go back into the app to log in. Every single time!. Ridiculous oversight- who does your UX sign off!?",2,"{'id': 2933391, 'body': 'Hi there Dan-81, sorry to hear you are having problems getting TouchID and FaceID working on BPme. If for some reason the app doesn\'t prompt you to enable these features during the registration then you can always enable them via the settings menu which can be found in the ""Account"" section of the BPme app. Thanks from the BPme team', 'modified': '2018-03-26T11:20:10Z'}",Saw app advertised local BP thought great idea After going rigmarole setting account verifying email adding payment card adding nectar card I set Turns app doesnt remember use touchfaceid I sat car looking log screen As I value security I take advantage phone ability create long unbreakable password different A consequence I dont memory know password The app hasnt written integrate apple keychain I would exit app go setting copy password go back app log Every single time Ridiculous oversight UX sign,mixed,0.6,0.11,0.29,"long unbreakable passwords, local BP, great idea, payment card, nectar card, Ridiculous oversight, app, rigmarole, account, email, touch/faceid, log, screen, security, advantage, phone, ability, consequence, memory, keychain, settings, UX"
11,2018-03-27 09:48:44,Triton1000,True,Doesn’t work. Feedback submission doesn’t work either. How embarrassing,"Doesn’t work. Said there was a problem with my card. Called my bank. Card was fine and my details were correct. Unable to leave feedback on the app. So so bad. What an embarrassment. Developers and drawing boards spring to mind. Deleted app. RESPONSE TO DEVELOPER REPLY:. The card was added fine. There was no problem there. It was when I then tried to use the app that it kept saying there was an issue with the card even though it had been successfully added and verified. I don’t have time to email to find out why your app isn’t working, and get involved in all this rigmarole. I will use a different petrol station.",1,"{'id': 2933451, 'body': 'Hello Triton1000, we are sorry to hear you are having trouble adding your card to BPme. If you can contact us on bpmeuk@bp.com with confirmation of the email address you used to register we can look into what is causing the issue here. We are also aware of an issue that stopped users from leaving in-app feedback for a few days recently. I am pleased to say this is now resolved. Thanks from the BPme team', 'modified': '2018-03-26T11:24:20Z'}",Doesnt work Said problem card Called bank Card fine detail correct Unable leave feedback app So bad What embarrassment Developers drawing board spring mind Deleted app RESPONSE TO DEVELOPER REPLY The card added fine There problem It I tried use app kept saying issue card even though successfully added verified I dont time email find app isnt working get involved rigmarole I use different petrol station,mixed,0.68,0.04,0.28,"different petrol station, drawing boards, problem, card, bank, details, feedback, app, embarrassment, Developers, mind, RESPONSE, issue, time, rigmarole"
12,2018-04-03 18:55:00,Gordo2908,False,Nectar Card,"Used card for first time today. Easy to use, only problem is that I can’t input my nectar card details as app keeps saying that there is a technical problem. Can you help?",5,"{'id': 3075503, 'body': 'Hello Gordo2908. Thanks for your review. Really great to hear that you have found BPme nice and easy to use. If you can get in touch with our support team on bpmeuk@bp.com the team will look into what is causing the issues with your Nectar card. Thanks from the BPme team', 'modified': '2018-04-09T12:31:39Z'}",Used card first time today Easy use problem I cant input nectar card detail app keep saying technical problem Can help,mixed,0.32,0.11,0.57,"nectar card details, first time, app keeps, technical problem"
13,2018-04-08 07:30:55,akeel1519,False,Totally useless unless you like a green screen,This app is completely useless and I will not using BP again after all this Shell app is brilliant works every time without any problems. This app has wasted my time on 5 different occasions and the attendants telling me that I have to pay inside as this method hasn’t worked since it came out . BP your a load of crap. Why release a useless app that’s as useful as pig In a dairy farm?. Avoid this like the plague t,1,,This app completely useless I using BP Shell app brilliant work every time without problem This app wasted time different occasion attendant telling I pay inside method hasnt worked since came BP load crap Why release useless app thats useful pig In dairy farm Avoid like plague,negative,0.91,0.0,0.09,"5 different occasions, dairy farm, Shell app, useless app, BP, problems, time, attendants, method, load, crap, pig, plague"
14,2018-04-11 16:07:34,F1 Chump,False,Overcharged - beware!,"So I downloaded and setup this App a fresh with my Monzo card. No real issues, sign up is a bit clunky but it’s a one-time thing so hey. I used the App for the first time the other day. I chose the “fill my tank option” and straight away saw a £100 charge to my Monzo card. Bit odd I thought but figured this was a pre-charge that would get amended once I’d filled. Instead, however, a day later I was then charged £53 pounds! I got straight in touch with Monzo and explained the situation and they (to their credit) refunded me the £100 given it was still in a pending state. When I enquired with Monzo as to what had happened they explained that BP do one of two things;. 1. Charge £100 then amend that amount a day later (whilst it’s still pending). 2. Charge £100 then a day later charge the actual amount (in addition) before refunding the £100 7 DAYS LATER!. Needles to say the latter was my experience. So if you’re fine with being overcharged £100 each time you use this App then go for it. However, that’s scandalous in my books, shame on you BP!",1,"{'id': 3128376, 'body': 'Hello F1 Chump. Thanks for your review. Our development team are in direct contact with Monzo bank to understand why the pre-authorisations are not being released at the time the final sale amount is processed. We are aware of a number of Monzo customers who are experiencing unacceptable delays in releasing pre-authorised funds and we are working with the bank to understand why this is happening and to collectively resolve the situation as soon as possible. Thanks from the BPme team', 'modified': '2018-04-13T20:12:05Z'}",So I downloaded setup App fresh Monzo card No real issue sign bit clunky onetime thing hey I used App first time day I chose fill tank option straight away saw charge Monzo card Bit odd I thought figured precharge would get amended Id filled Instead however day later I charged pound I got straight touch Monzo explained situation credit refunded given still pending state When I enquired Monzo happened explained BP one two thing Charge amend amount day later whilst still pending Charge day later charge actual amount addition refunding DAYS LATER Needles say latter experience So youre fine overcharged time use App go However thats scandalous book shame BP,mixed,0.74,0.1,0.16,"real issues, one-time thing, first time, tank option, pending state, two things, £100 7 DAYS LATER, Monzo card, actual amount, App, £100 charge, pre, touch, situation, credit, BP, addition, Needles, experience, books"
15,2018-04-11 19:26:32,Soori1809,False,Utter rubbish terms and conditions,"You have to preauthorise the payment and you have to pay for the amount you filled. The company technically charges customer twice and issue refund which will take 7-10 working days to credit back to your account, leaving people with insufficient fund in bank. I’ve used esso and Asda’s pay at the pump and they work absolutely fine. Why would BP release such an app knowing their customers are being charged twice.",1,,You preauthorise payment pay amount filled The company technically charge customer twice issue refund take working day credit back account leaving people insufficient fund bank Ive used esso Asdas pay pump work absolutely fine Why would BP release app knowing customer charged twice,mixed,0.49,0.02,0.49,"7-10 working days, insufficient fund, payment, amount, company, customer, refund, account, people, bank, esso, Asda, pump, BP, app"
16,2018-04-13 20:51:19,peterc1654,False,Similar to other fill and go apps.,Similar to the shell app but does “unlock” the pump quicker which is good. Only annoying this is I chose the full tank option which now means although I’ve only spent £34 I’ve had £100 “pre authorised” from my account so will effectively be missing £66 from my bank account for the whole weekend until the system tells my bank how much was actually taken....,3,,Similar shell app unlock pump quicker good Only annoying I chose full tank option mean although Ive spent Ive pre authorised account effectively missing bank account whole weekend system tell bank much actually taken,mixed,0.5,0.0,0.5,"full tank option, shell app, bank account, pump, weekend, system"
17,2018-04-14 14:41:10,Fluffynutty,False,Disappointed on first attempt,"So got the app all set up, payment details set up, Nectar card set up but it all failed in the first attempt.  There I am sitting like a lemon at pump 6 and yet my app says “hmmm you don’t seem to be near a petrol station” 🤦🏻‍♀️   Despite logging out and logging back in again I was still unable to be found (despite having 4G connection) and as the bloke in the Range Rover behind had started up his engine and looked decidedly crabby, I had no option but to grab my bag and pay inside - totally the opposite of what the app intended.  In fact it took longer today than had I not bothered downloading it.  Really disappointed and not sure whether I’ll risk it again as the angry stares of other customers were too much.  Otherwise the idea is great - just needs to actually work!",1,,So got app set payment detail set Nectar card set failed first attempt There I sitting like lemon pump yet app say hmmm dont seem near petrol station Despite logging logging back I still unable found despite G connection bloke Range Rover behind started engine looked decidedly crabby I option grab bag pay inside totally opposite app intended In fact took longer today I bothered downloading Really disappointed sure whether Ill risk angry stare customer much Otherwise idea great need actually work,mixed,0.72,0.05,0.23,"payment details, Nectar card, first attempt, petrol station, 4G connection, Range Rover, angry stares, other customers, app, lemon, pump, bloke, engine, option, bag, fact, idea"
18,2018-04-17 16:50:41,Genuine_Dan_1979,False,"So far, so good.","I’ve used the app twice so far, at different BP filling stations. Everything worked as expected, and it just makes life that little bit easier, especially when there’s a long queue. I’ve had a few funny looks from people as I just fill up and drive away. Their loss...... The only minor criticism I have is the loading time. I appreciate the various steps the app has to take before I can fill up, but the time it takes is *just* on the frustrating side. Hopefully this will be refined in future updates.",5,,Ive used app twice far different BP filling station Everything worked expected make life little bit easier especially there long queue Ive funny look people I fill drive away Their loss The minor criticism I loading time I appreciate various step app take I fill time take frustrating side Hopefully refined future update,mixed,0.48,0.05,0.47,"different BP filling stations, long queue, funny looks, minor criticism, various steps, frustrating side, future updates, loading time, app, Everything, life, people, loss"
19,2018-04-24 11:07:53,Puggy Pete,False,Invoice Improvement.,"Decent app. Does what it says. Paying made easy. Only issue is the invoice. You get an email all nicely laid out for expenses, but not as a pdf attachment. Means printing off the email to claim expenses where a pdf can be attached. Old fashioned. Far better and faster to forward and store a pdf. Business users across the board want this. Non business use doesn’t claim.",3,,Decent app Does say Paying made easy Only issue invoice You get email nicely laid expense pdf attachment Means printing email claim expense pdf attached Old fashioned Far better faster forward store pdf Business user across board want Non business use doesnt claim,mixed,0.14,0.06,0.8,"Non business use, Business users, Decent app, Old fashioned, pdf attachment, Paying, issue, invoice, email, expenses, Means, board"
20,2018-04-30 11:38:08,Scotdevil,False,Serious warning - avoid using!,"So having used the Shell app for some time I was excited to try the BP particularly as it links my nectar. Massive mistake that has cost me considerably, as others state it takes around 5 mins to load the app which is pointless at the pump, quicker going in.  My costly mistake was selecting the full tank option which freezes your bank account to the value of £100 (discretely explained in the QA section online) purchased fuel on the 25th, £49 come off 27th and today as I type the £100 is still in pending transactions, in essence BP have taken £149!!! Several direct debits have now bounced due to lack of funds and no where on the app to get it resolved. My advice unless you want £100 frozen out your account for a week (explained again in QA) then do not download!! Shell all the way regardless. Update 29/4 - Barclays have responded stating BP have placed a hold on the funds for 7 days and they are unable to release them as the transaction is guaranteed with a debit card, BP are blaming the bank and despite their own T&Cs stating the hold will be lifted once the transaction goes through I still have no money",1,"{'id': 3758828, 'body': ""Hi there. Sorry you experienced a long delay with your funds. We're continuing to work with banks to speed this process up. Thanks ^AW"", 'modified': '2018-06-07T15:59:10Z'}",So used Shell app time I excited try BP particularly link nectar Massive mistake cost considerably others state take around min load app pointless pump quicker going My costly mistake selecting full tank option freeze bank account value discretely explained QA section online purchased fuel th come th today I type still pending transaction essence BP taken Several direct debit bounced due lack fund app get resolved My advice unless want frozen account week explained QA download Shell way regardless Update Barclays responded stating BP placed hold fund day unable release transaction guaranteed debit card BP blaming bank despite TCs stating hold lifted transaction go I still money,mixed,0.78,0.09,0.13,"full tank option, Several direct debits, Massive mistake, costly mistake, pending transactions, debit card, T&Cs, QA section, bank account, Shell app, time, BP, nectar, others, state, 5 mins, pump, value, fuel, 25th, essence, lack, funds, advice, week, Update, Barclays, hold, 7 days, money"
21,2018-05-01 10:10:34,TheGuyT,False,Won’t be using this app again,"I saw the app advertised at my local garage, thought it seemed a good idea, downloaded it and used it - no problems, easy to use. However, even though the money’s been correctly taken from my account, a week later BP are still holding £100 as a “pending transaction” against my debit card.  Reading previous reviews suggests this is a known problem which BP have neither responded to nor fixed. I won’t be using the app again unless this issue is corrected, which is a shame because everything else about the app works well.",1,"{'id': 3841651, 'body': ""Hi there. Hopefully your issue has been cleared up now. We are working hard with banks to reduce the time it takes for reserved funds to be removed from accounts. You are also able to select an exact amount, so the reserve figure is lower, e.g. £20 or £30 as opposed to £100 when you choose to 'fill your tank'. Thanks ^AW"", 'modified': '2018-06-14T13:17:34Z'}",I saw app advertised local garage thought seemed good idea downloaded used problem easy use However even though money correctly taken account week later BP still holding pending transaction debit card Reading previous review suggests known problem BP neither responded fixed I wont using app unless issue corrected shame everything else app work well,mixed,0.79,0.0,0.21,"local garage, good idea, pending transaction, debit card, previous reviews, app, problems, money, account, BP, issue, shame, everything"
22,2018-05-11 10:30:06,dan_delaney95,False,Holds money too long,"The app is a brilliant idea. With my local BP being paired with an M&S I have spent way too long queuing for someone to get their shopping scanned. However, with the two options you have to fill up either fuel tank (authorises £100) or your chosen amount it holds the money way too long after you’ve paid for the fuel. My last transaction had £50 missing from my account for 7+ days, wasn’t an issue for myself but could be for others. That is the biggest flaw in this app, if you are thinking of using it account for double the amount you put in or more missing from your account.",1,"{'id': 3970586, 'body': ""Hi. Sorry you had some delay with the funds being returned. Once the fuel transaction goes through, the app notifies your bank to remove the reserve. This is usually done straight away, but some banks take a little while longer to process it. We're constantly working with banks to speed this process up and improve the experience for customers. Thanks ^AW"", 'modified': '2018-06-25T14:26:55Z'}",The app brilliant idea With local BP paired MS I spent way long queuing someone get shopping scanned However two option fill either fuel tank authorises chosen amount hold money way long youve paid fuel My last transaction missing account day wasnt issue could others That biggest flaw app thinking using account double amount put missing account,mixed,0.42,0.08,0.5,"brilliant idea, local BP, M&S, two options, last transaction, 7+ days, biggest flaw, fuel tank, app, someone, shopping, authorises, amount, money, account, issue, others, double"
23,2018-05-16 07:51:57,polothesamoyed,False,Works!!,"I’m sorry but I don’t get all the negativity about this app, downloaded it for the first time yesterday registered set up payment, drove to pump followed instructions and it worked like a dream! Will definitely be using this every time I fill up saves queuing to pay for fuel at a very busy garage.",5,"{'id': 3971048, 'body': ""Thank you for the great feedback! Glad you like the app and it's helping you save time. ^AW"", 'modified': '2018-06-25T15:03:04Z'}",Im sorry I dont get negativity app downloaded first time yesterday registered set payment drove pump followed instruction worked like dream Will definitely using every time I fill save queuing pay fuel busy garage,mixed,0.45,0.0,0.55,"first time, busy garage, negativity, app, payment, instructions, dream, saves, fuel"
24,2018-05-17 10:17:28,CaptainBlack7,False,It’s not all so bad!,"Reading the reviews here, people are being a bit harsh. Lovely interface, simple to use and it does work. Most definitely a novelty as by the time you mess about on your phone, you could be in and out of the shop but if your filling station is constantly busy you’ll save time. Only thing I don’t like is the £100 pre authorisation which sticks on your account as a pending transaction for longer than I’d like, however in future I’ll just pre select however much I want to spend.",4,"{'id': 3971281, 'body': ""Thank you for your feedback, we're glad you like the app. We're constantly working to improve usability as well as working closely with banks to speed up the process of removing the reserve amount. Hope you're enjoying the future of filling up! Thanks ^AW"", 'modified': '2018-06-25T15:22:57Z'}",Reading review people bit harsh Lovely interface simple use work Most definitely novelty time mess phone could shop filling station constantly busy youll save time Only thing I dont like pre authorisation stick account pending transaction longer Id like however future Ill pre select however much I want spend,mixed,0.41,0.0,0.59,"filling station, £100 pre authorisation, pending transaction, reviews, people, interface, novelty, time, phone, shop, thing, account, future"
25,2018-05-21 11:28:26,Androidrulezz,False,This is pointless,"App only allows you to purchase £5, £10, £15 etc up to £100. Does not allow you to purchase £8 or £23 etc so moped or motorcycle users don’t bother. This app also has a 50p buffer which only allows you to put £4.50 of fuel if you want £5.00. The full fiver leaves your account for it to come back within a period of time which the app lacks to tell you. The app is also pointless. It’s only been useful to get the 500 extra points on my nectar card for a one time use. Also the nectar points don’t refresh like the nectar app does. Useless app that doesn’t add any substance towards the entire process of purchasing petrol. Maybe a few pence off per litre for long term users would have been a good idea. But BP don’t give me the impression their really fussed about the app. So why should I be?",1,"{'id': 3972016, 'body': ""Hi there, \n\nWe're sorry you had a few issues. Hopefully we can help explain.\n\nWhen you fill up you are only charged for the amount you spend, the app just has to reserve an amount to cover the cost of the fuel. For example of you need £8, select £10 and just fill up to £8, you'll only be charged for what you use. The buffer is in place to make sure that you don't go over the amount you want to spend. However, please note that you can only use the app on your phone from inside a closed stationary vehicle, not out in the open on the forecourt. \n\nWe've been working hard to improve the app and have recently released an update that solves some issues people having been having, so if you'd like to give it another go, please make sure you have the latest version installed.\n\nThanks,\n\n^AW"", 'modified': '2018-06-25T16:33:27Z'}",App allows purchase etc Does allow purchase etc moped motorcycle user dont bother This app also p buffer allows put fuel want The full fiver leaf account come back within period time app lack tell The app also pointless Its useful get extra point nectar card one time use Also nectar point dont refresh like nectar app Useless app doesnt add substance towards entire process purchasing petrol Maybe penny per litre long term user would good idea But BP dont give impression really fussed app So I,negative,0.92,0.05,0.03,"long term users, one time use, motorcycle users, 50p buffer, full fiver, 500 extra points, nectar card, nectar points, entire process, good idea, nectar app, Useless app, fuel, account, period, substance, petrol, pence, litre, BP, impression"
26,2018-05-22 19:59:49,LondonTownBaby,False,Awful. App error had store put me as a drive off & accused me of not paying,"I used the BPme app to fill up fuel in my car. I followed the app instructions and got the confirmation it was ready to fuel and good to go. It stated my email confirmation will be emailed. However, I shortly got accused an hour later, around the corner, that I had driven off without paying for fuel. When I advised the member of staff I had paid via the app and took it out to show him, I was presented an error message that stated an error occurred and I should ‘try again’ or ‘call us’. At no point in your FAQ’s or instructions of how the app works, does it state I should go into the app after fuelling to ensure the transaction has gone through. If there is an error, the app should not unlock the pump and advise I am ready to go and will receive an email later. The error message should come through as a notification to my phone, nor should I be allowed to proceed if there is this risk. It is extremely unacceptable to be accused of theft and to be told I would have been reported to the police as a drive off, due to your app’s incompetence. If your app is not robust to complete transactions accurately or notify an individual timely of errors then it should not be in use. This experience has been completely unsettling and I want to ensure everyone is made aware to steer clear of this app.",1,"{'id': 4060011, 'body': ""Hi there. We're extremely sorry this happened to you and can assure you it is a rare occurrence. Hopefully this was all resolved and we've taken into account your feedback. If you need to speak to anyone about it, please contact our BPme Team at bpmeuk@bp.com Thanks ^AW"", 'modified': '2018-07-02T15:18:47Z'}",I used BPme app fill fuel car I followed app instruction got confirmation ready fuel good go It stated email confirmation emailed However I shortly got accused hour later around corner I driven without paying fuel When I advised member staff I paid via app took show I presented error message stated error occurred I try call u At point FAQs instruction app work state I go app fuelling ensure transaction gone If error app unlock pump advise I ready go receive email later The error message come notification phone I allowed proceed risk It extremely unacceptable accused theft told I would reported police drive due apps incompetence If app robust complete transaction accurately notify individual timely error use This experience completely unsettling I want ensure everyone made aware steer clear app,negative,1.0,0.0,0.0,"individual timely, error message, BPme app, email confirmation, app instructions, fuel, car, corner, member, staff, point, FAQ, transaction, pump, notification, phone, risk, theft, police, drive, incompetence, errors, use, experience, everyone"
27,2018-05-23 09:00:19,MihayG,False,Please fix the face id for iphone x,"Everything went perfect until in settings i press for the touch id,in idea that will work also with face id on iPhone x,but since then i can’t open the app anymore,please fix the issue,i love the app.",5,"{'id': 3758035, 'body': ""Hi there. Sorry you've been having problems with the app. We've released an update today that should have fixed the iPhone X problems you've experienced. Please update the app to version 1.25.1 and give it a try. Thanks ^AW"", 'modified': '2018-06-07T14:42:02Z'}",Everything went perfect setting press touch idin idea work also face id iPhone xbut since cant open app anymoreplease fix issuei love app,positive,0.0,0.0,1.0,"touch id, face id, Everything, settings, idea, iPhone, app, issue"
