,date,userName,isEdited,title,review,rating,developerResponse,review_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
10,2019-06-04 21:10:38,AngerpodJ,False,Pretty good,The app is a great concept that is executed pretty well. The only reason I don’t give it five stars is the fact that occasionally he can’t seem to find my location. I’ll be in the parking lot of the gas station ready to pump gas and it tells me something to the effect of “can not find station” And then he will tell me that the closest station is the station where I’m currently parked. I don’t know if that’s the app or my phone or my network. Are usually turn my phone off and turn it back on and it works. That’s only happened a couple times so overall I’m very happy with the app,4,"{'id': 9095061, 'body': 'Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases.', 'modified': '2019-06-10T14:22:16Z'}",The app great concept executed pretty well The reason I dont give five star fact occasionally cant seem find location Ill parking lot gas station ready pump gas tell something effect find station And tell closest station station Im currently parked I dont know thats app phone network Are usually turn phone turn back work Thats happened couple time overall Im happy app,mixed,0.18,0.15,0.67,"great concept, five stars, parking lot, closest station, gas station, app, reason, fact, location, something, effect, phone, network"
11,2019-06-05 11:09:18,Lajacobs,False,Works really well,"Overall, I love using this app because I don’t have to swipe a card at the pump and worry about checking for skimmers on the card reader. When I travel, I occasionally end up “losing” my reward because of paying the credit price at a station that charges different rates based on how you pay, which irritates me. The one problem I’ve had with the app itself is accidentally using the wrong card due to it defaulting to the last one you used. I don’t always use the same card, and it doesn’t prompt you to choose a card for the current transaction. I’ve done this twice, so I just try to be more mindful to check it. It would be better for me if it prompted you to select the card like it prompts you to select the pump number. Not sure if that’s an issue for anyone else.",4,"{'id': 9095196, 'body': 'Unfortunately, the BPme app doesn’t accept debit as a form of payment quite yet. If you add a debit card into the app today it will process as credit. We are working to make enhancements to the app and this is one of them. Thank you for your feedback!', 'modified': '2019-06-10T14:26:56Z'}",Overall I love using app I dont swipe card pump worry checking skimmer card reader When I travel I occasionally end losing reward paying credit price station charge different rate based pay irritates The one problem Ive app accidentally using wrong card due defaulting last one used I dont always use card doesnt prompt choose card current transaction Ive done twice I try mindful check It would better prompted select card like prompt select pump number Not sure thats issue anyone else,mixed,0.51,0.01,0.48,"credit price, different rates, one problem, last one, current transaction, pump number, wrong card, same card, app, skimmers, reader, reward, station, issue"
12,2019-06-05 11:23:56,Shay63,False,Nice concept...,"I like the app and the ability to receive rewards. However, I received a fraud alert message on the BPMe app 5 months AFTER I had been using it at one particular gas station in St. Louis. First of all, why on earth did it take soooo long to notify me of a “potential” fraud? Secondly, after customer support “fixed” the issue and updated my home address and with my bank, I relocated to a different state. I was still receiving the fraud alert message forcing me to manually use my debit card, thus not being able to take advantage of the rewards program. I’m STILL not able to use my debit card, I’ve had to link my PayPal account to the app in order to use it. Very frustrating! 🤦🏾‍♀️",3,"{'id': 9093491, 'body': 'Hi Shay63, we are sorry you are having an issue with your card.  If you wish to speak to someone, please get in touch at https://www.mybpstation.com/contact-us or call 1-877-852-3025.  Let’s see if we can get this resolved and get you back to fueling with BPme.  Thanks, The BPme Team', 'modified': '2019-06-10T13:00:43Z'}",I like app ability receive reward However I received fraud alert message BPMe app month AFTER I using one particular gas station St Louis First earth take soooo long notify potential fraud Secondly customer support fixed issue updated home address bank I relocated different state I still receiving fraud alert message forcing manually use debit card thus able take advantage reward program Im STILL able use debit card Ive link PayPal account app order use Very frustrating,mixed,0.8,0.0,0.2,"one particular gas station, fraud alert message, potential” fraud, St. Louis, customer support, home address, different state, debit card, PayPal account, rewards program, BPMe app, ability, earth, issue, bank, advantage, order"
13,2019-06-28 02:09:13,7Keemie18,False,Loyal customer but I had it up to here,"When this first came out I gave it the benefit of the doubt. Downloaded it put my new card which came right around the same time this dropped, everything was cool until I got to the gas station and sitting in the car for almost an half hour bc it wasn’t signing in  and then when it did it wasn’t picking up the pump I was at so I deleted it that’s when everything else went crazy. Signed in went to put the card back in now it saying unable to add my payment method. I called them up explained the situation to be told to call my financial institution. Just to be told it might be there app. I don’t want to link my other credit card bc I get rewards with the card I’m tryna link I just hope they do an update so I’m can change my review until then this gets a 1 star",1,"{'id': 9484669, 'body': ""Hello 7Keemie18, thanks for your review. We're so sorry we weren't able to solve the payment issue you're experiencing. We are aware of an issue that is impacting some users and are working hard to rectify this. We will update you here when this is resolved. In the meantime, we apologize for the inconvenience. - The BPme team"", 'modified': '2019-07-03T16:23:19Z'}",When first came I gave benefit doubt Downloaded put new card came right around time dropped everything cool I got gas station sitting car almost half hour bc wasnt signing wasnt picking pump I I deleted thats everything else went crazy Signed went put card back saying unable add payment method I called explained situation told call financial institution Just told might app I dont want link credit card bc I get reward card Im tryna link I hope update Im change review get star,mixed,0.68,0.05,0.27,"other credit card bc, half hour bc, new card, same time, gas station, payment method, financial institution, benefit, doubt, everything, pump, Signed, situation, app, rewards, update, review, 1 star"
14,2019-07-17 18:09:02,cpsoyke,False,Concept good,"Overall like the design, process, and capabilities.   Beware that if you don’t use the BP card, the app submits the transaction to your card company as a manual transaction that for me at least is frequently blocked as fraud.  The process fails but does not tell you why. I figure it out when I get the fraud card services calling me.   This occurs with one card at least 30 percent of the time which is causing me to not make the effort to seek out a BP station.  Please BP, update the technology to leverage Apple/Android pay  I think it would be a cheaper transaction than manual as well.",4,"{'id': 9806768, 'body': ""Hi cpsoyke, we're sorry about the issues you're experiencing with your card. Thank you for taking time to leave feedback.  We are continually reviewing user suggestions and will evaluate them for future app releases. -The BPme Team"", 'modified': '2019-07-23T13:14:49Z'}",Overall like design process capability Beware dont use BP card app submits transaction card company manual transaction least frequently blocked fraud The process fails tell I figure I get fraud card service calling This occurs one card least percent time causing make effort seek BP station Please BP update technology leverage AppleAndroid pay I think would cheaper transaction manual well,mixed,0.72,0.17,0.11,"fraud card services, card company, one card, Apple/Android pay, BP card, BP station, cheaper transaction, manual transaction, design, process, capabilities, 30 percent, time, effort, technology"
15,2019-10-02 01:16:16,TKresila,True,New BP app and rewards! Home run!,"Was really pumped (pun intended) for the new rewards program. I have to admit I was a little nervous about what changes they’d make but the perpetual $0.05 off/gallon is awesome. I’ll end up with more savings compared to the old program. Right on!. I was totally surprised (in a good way) by the new app too. They really nailed every part of it. Even the new icon looks great on my home screen. Love how everything has been redesigned and it looks very modern and clean. Set up was super smooth and it’s very easy to navigate and use. No problems updating settings, adding payment, checking rewards and history etc.",5,"{'id': 10402876, 'body': ""Hi TKresila, thanks so much for taking the time to leave a review! We're so glad you're loving the app and are working on a fix for some of the issues reported here. Thanks again! BPme Team"", 'modified': '2019-08-28T19:47:50Z'}",Was really pumped pun intended new reward program I admit I little nervous change theyd make perpetual offgallon awesome Ill end saving compared old program Right I totally surprised good way new app They really nailed every part Even new icon look great home screen Love everything redesigned look modern clean Set super smooth easy navigate use No problem updating setting adding payment checking reward history etc,positive,0.02,0.04,0.94,"new rewards program, old program, new app, new icon, good way, home screen, changes, perpetual, gallon, savings, part, everything, problems, settings, payment, history"
16,2019-10-13 21:35:32,Applebottom Shoppizzilla,False,So far not too happy with this app,"When I signed in with my finger ID on iPhone it told me that I could not use the app because I needed to be connected to Wi-Fi, I turned on my Wi-Fi it still did not work I turn my Wi-Fi off it still did not work and then it told me that my credit card was not set up which it was because I got a dollar hold on my account and my credit card showed me that a dollar was charged to my account right away as it did in the past when I use BP gasoline. Then the pump kept asking me for my reward I press no it didn’t work I press cancel it cancel my transaction I went on the inside to talk with a representative they told me to come back out and do it again and press the enter button when Rewards popped up it still didn’t work I wound up going to another gas station which is very frustrating. Once I get to the next gas station the same thing happened it said see attendant I wound up having to pay on the inside which defeats the purpose of having the app however it’ was $.20 off which lets me know that my card is connected to the app but it’s not working at the pump when I fill up  if the same thing happens I’m just going to delete the app and switch gas stations I guess I’ll try shell gas. Sorry for the long rant and no punctuation, I’m using talk to text for this review.",1,"{'id': 11268896, 'body': 'Thanks for bringing this to our attention. It sounds like you are experiencing a technical issue. Please contact our help desk by calling 1-800-333-3991 M-F 6am-7pm CST, or via email at bpconsumer@bp.com at anytime. We appreciate your loyalty and patience in getting this resolved. - Team BPme', 'modified': '2019-10-15T19:29:07Z'}",When I signed finger ID iPhone told I could use app I needed connected WiFi I turned WiFi still work I turn WiFi still work told credit card set I got dollar hold account credit card showed dollar charged account right away past I use BP gasoline Then pump kept asking reward I press didnt work I press cancel cancel transaction I went inside talk representative told come back press enter button Rewards popped still didnt work I wound going another gas station frustrating Once I get next gas station thing happened said see attendant I wound pay inside defeat purpose app however let know card connected app working pump I fill thing happens Im going delete app switch gas station I guess Ill try shell gas Sorry long rant punctuation Im using talk text review,negative,0.95,0.05,0.0,"next gas station, gas stations, shell gas, finger ID, BP gasoline, same thing, long rant, credit card, dollar hold, iPhone, app, Wi-Fi, account, past, pump, reward, transaction, inside, representative, button, attendant, defeats, purpose, punctuation, talk, text, review"
17,2019-10-13 23:53:01,kmslaughter,False,Can’t use it.,I downloaded the app right as the rewards quit. I used the normal rewards every week with my job causing me to travel a lot. Now I go to use this new app and get it all set up. I went to a local bp station and went to log in. I had no issues logging in. Once I logged in and proceeded to pay it told me I wasn’t at a bp station. The bp station was 100 yards down the road. So I got out and paid for the gas. Thru the reader and didn’t get a discount. Then out of curiosity I went down the road to the “gas station” location and found it to be a rev park with no gas station. The gas station was put in the system in the wrong area. So now it wants me to pay for my gas down the road from the gas station pick a pump and hope it’s open. Or let someone steal my gas. My company request we use Exxon since we get a discount with them but with the rewards I could get one with bp but now the gas card that I use doesn’t have 16 digits and it won’t let me load it I have to go to Exxon. I also know this has effected others in our company as well. Also I would get over 5 cent off every fill up when it was rewards but now I can only get 5 percent off. Go back to the old way it was more efficient and convenient.,1,"{'id': 11384611, 'body': 'Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take you feedback seriously and will continue to look for ways to improve the experience for our best consumers.', 'modified': '2019-10-21T23:01:51Z'}",I downloaded app right reward quit I used normal reward every week job causing travel lot Now I go use new app get set I went local bp station went log I issue logging Once I logged proceeded pay told I wasnt bp station The bp station yard road So I got paid gas Thru reader didnt get discount Then curiosity I went road gas station location found rev park gas station The gas station put system wrong area So want pay gas road gas station pick pump hope open Or let someone steal gas My company request use Exxon since get discount reward I could get one bp gas card I use doesnt digit wont let load I go Exxon I also know effected others company well Also I would get cent every fill reward I get percent Go back old way efficient convenient,mixed,0.36,0.12,0.52,"local bp station, gas station” location, rev park, wrong area, old way, gas card, new app, normal rewards, job, lot, issues, road, reader, discount, curiosity, system, pump, someone, company, Exxon, 16 digits, others, fill"
18,2019-10-22 20:35:20,MartinMOwen,False,"I was skeptical, but it works well.",Our local BP station is pretty basic. I use it because I want gas with a better detergent than the Raceway gas. I’d used the previous BP rewards program and it never worked as the stations didn’t recognize my Amex card and as I don’t intend to carry around a separate reward card I only used it for my ‘play’ car which only gets gas once a month. However this app works really well recognizing the station and the pump right away. It unlocked the pump and processed the payment accurately and fast then sent an email receipt. I think I’ll be using it for all our gas locally. Going on a couple of road trips soon so will see if it continues to impress. Fingers crossed!,5,"{'id': 11696230, 'body': 'Hi there! Thank you for taking the time to share your experience and leave a review. We appreciate your feedback. Thanks, BP', 'modified': '2019-11-06T18:44:33Z'}",Our local BP station pretty basic I use I want gas better detergent Raceway gas Id used previous BP reward program never worked station didnt recognize Amex card I dont intend carry around separate reward card I used play car get gas month However app work really well recognizing station pump right away It unlocked pump processed payment accurately fast sent email receipt I think Ill using gas locally Going couple road trip soon see continues impress Fingers crossed,mixed,0.14,0.04,0.82,"previous BP rewards program, local BP station, separate reward card, Amex card, play’ car, email receipt, road trips, Raceway gas, detergent, stations, app, pump, payment, couple, Fingers"
19,2019-10-25 16:45:12,the balanced approach,False,New BP rewards program registration,"Tried multiple times to re-register for the widely anticipated NEW and IMPROVED app without success. It is a circular firing squad, poorly designed and explained directions. New app and old app look the same. You are given several options on the first screen, register, register with PayPal, or already have an account? Well are we to register for the new app or are we already an account holder? I tried all 3 options (including PayPal).  The PayPal option bounced back and forth between the two apps, not letting me confirm at BP.  The already an account holder option wouldn’t confirm either but would pop an error message saying not connected to internet, try later. Not true.  When this app was originally released I had multiple issues also and finally gave up trying to use the new conveniences from BP. Thanks for nothing.",1,"{'id': 11477415, 'body': 'Thank you for your comments. We are eager to continue to evolve our BPme Rewards program to help meet the demands of important consumers like you. We’re sorry we didn’t meet the mark thus far and we hope that we can continue to earn your business. If you are looking for another way to save money on fuel, we have a couple of additional non-app options that are just as rewarding! Join BP’s text program by texting the word “REWARDS” to the phone number 38831 and receive a $0.05 discount on a weekly basis. Alternatively, we have a rewarding credit card program that can save you up to $0.30 right now on every gallon of fuel. Learn more at https://www.mybpstation.com/cards. Thanks, BPme Team', 'modified': '2019-10-25T23:35:59Z'}",Tried multiple time reregister widely anticipated NEW IMPROVED app without success It circular firing squad poorly designed explained direction New app old app look You given several option first screen register register PayPal already account Well register new app already account holder I tried option including PayPal The PayPal option bounced back forth two apps letting confirm BP The already account holder option wouldnt confirm either would pop error message saying connected internet try later Not true When app originally released I multiple issue also finally gave trying use new convenience BP Thanks nothing,mixed,0.75,0.08,0.17,"circular firing squad, account holder option, first screen, two apps, error message, multiple issues, PayPal option, IMPROVED app, old app, new conveniences, New app, several options, 3 options, success, directions, BP, internet"
20,2019-10-30 17:29:15,xpxp2002,True,"[Update: support can fix] The app simply doesn’t work, no support","Update: after a fifth attempt to reach someone at the 800 number, I finally got through. Someone answered surprisingly quickly. The solution for this was that they had to delete the account from their side, I then reinstalled the app and registered a new account. My promotional rewards were not lost doing this. Everything seems to be working now. Original review/issue: I’ve been trying to use this app since the beginning of October, but it doesn’t work. Every time I choose to log in to my account, it simply goes back to the same page where you can choose login or create account again. I’ve called BP’s support number 4 times and waited on hold for over 45 minutes each time, never reaching an actual human being. The automated message on the support line has continued to say that they’re aware of an issue for weeks. I don’t know how an obscure gas app could possibly have such long hold times or take this long to fix.",4,"{'id': 11471970, 'body': ""Hi xpxp2002, we apologize for your experience and frustration in receiving assistance. We have had a higher than normal call volume due to the launch of the new BPme Rewards program. Please be assured that we strive every day to continually improve our consumers' experience and that we appreciate your feedback. It sounds like you're experiencing a known login issue that is affecting a small amount of users. We are working hard on a resolution. If you'd like, you can also email us at bpconsumer@bp.com. Thanks, BPme Team"", 'modified': '2019-10-25T14:01:02Z'}",Update fifth attempt reach someone number I finally got Someone answered surprisingly quickly The solution delete account side I reinstalled app registered new account My promotional reward lost Everything seems working Original reviewissue Ive trying use app since beginning October doesnt work Every time I choose log account simply go back page choose login create account Ive called BPs support number time waited hold minute time never reaching actual human The automated message support line continued say theyre aware issue week I dont know obscure gas app could possibly long hold time take long fix,mixed,0.42,0.09,0.49,"actual human being, obscure gas app, fifth attempt, promotional rewards, Original review/issue, same page, automated message, support line, long hold, new account, Update, someone, 800 number, solution, side, Everything, beginning, October, login, BP, 45 minutes, weeks, times"
21,2019-11-06 02:34:52,Elvite,False,BP Fleet Cards and Cash Not Accepted,"They won’t even accept their own BP fleet cards? Unacceptable since linking a card is now a requirement. The previous rewards system was much better as it could be used independent of a linked credit card. This one is virtually unusable for me now unless I’m driving my wife’s car, since my day to day vehicle is a company car. At the very least the app should allow one to choose to pay at the pump so the customer can swipe whatever card they want (like a fleet card) or even pay cash if they want. The previous reward program often had me willing to go out of my way a little to fill up at a BP (probably 3 out of 4 times). This new rewards has made me not care at all if I go to a BP or not. Maybe it’s time to switch to another fleet card that offers rewards for using theirs at their stations? I’ll wait a couple more months to see if BP gets their act together and stops penalizing fleet card users or people who prefer to pay with cash.",1,"{'id': 11694579, 'body': ""Hi Elvite - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers. BP continues to review support for additional payment options and will continue to work towards expanding payment options through BPme.\n\nIf you'd like to send us a private message (consumer@bp.com), we will do our best to assist you further. \n\nThank you, BP"", 'modified': '2019-11-06T16:30:00Z'}",They wont even accept BP fleet card Unacceptable since linking card requirement The previous reward system much better could used independent linked credit card This one virtually unusable unless Im driving wife car since day day vehicle company car At least app allow one choose pay pump customer swipe whatever card want like fleet card even pay cash want The previous reward program often willing go way little fill BP probably time This new reward made care I go BP Maybe time switch another fleet card offer reward using station Ill wait couple month see BP get act together stop penalizing fleet card user people prefer pay cash,mixed,0.54,0.08,0.38,"previous reward program, previous rewards system, linked credit card, fleet card users, BP fleet cards, new rewards, day vehicle, company car, requirement, one, wife, app, pump, customer, cash, way, 4 times, theirs, stations, months, act, people"
