,date,reviewId,userName,reviewCreatedVersion,content,thumbsUpCount,score,repliedAt,developerResponse,content_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
10,2018-04-29 02:53:57,gp:AOqpTOFEdBX4Ihg26IlDQL0MYPKq3Jvg1br7BxCQ3apK9DfExCtYqRtr7PDBGV0bcCMTfLsDcpPJhrO3YgVrLg,Rebecca A. Corvello,3.4.0,"I was all excited when your Mobile App said it would not only link my BP. card for rewards but also keep my credit card so I could pay through the. app - which is what Cumberland Farms has been able to do for years. Since I. now live several miles from a Cumberland Farms, but only half a mile from. BP, I figured I could finally stop having to use two cards every time I. need gas and actually get done in a reasonable amount of time. But no. I. downloaded the app, linked my cards and found my usual station... Only to. go thru the whole process and be told they don't accept mobile payments!. Perhaps that should have been made clear at the onset! The nearest BP that. does take mobile payments is over 11 miles away -- meanwhile there's at. least a dozen BP stations in between me and that station. If I'm not. driving 3 miles to go to Cumberland Farms, why would I go 11? Very. disappointed in this app. If you're going to offer this, then either. preface it with ""in select locations only"" or don't offer it at all. That. was way more hassle than gassing up needs!",4,1,2019-10-26 00:37:45,"Hi Rebecca - We're eager to continue evolving our BPme Rewards program to help meet the demands of important consumers like you. We’re sorry we didn’t meet the mark thus far and we hope that we can continue to earn your business. If you are looking for another way to save money on fuel, text REWARDS to 38831, and reply Y to be signed up for offers.",I excited Mobile App said would link BP card reward also keep credit card I could pay app Cumberland Farms able year Since I live several mile Cumberland Farms half mile BP I figured I could finally stop use two card every time I need gas actually get done reasonable amount time But I downloaded app linked card found usual station Only go thru whole process told dont accept mobile payment Perhaps made clear onset The nearest BP take mobile payment mile away meanwhile there least dozen BP station station If Im driving mile go Cumberland Farms would I go Very disappointed app If youre going offer either preface select location dont offer That way hassle gassing need,mixed,0.54,0.03,0.43,"a dozen BP stations, BP. card, nearest BP, credit card, Cumberland Farms, reasonable amount, mobile payments, two cards, usual station, Mobile App, rewards, years, I., gas, time, process, onset, select, locations, hassle, needs"
11,2018-05-21 02:08:03,gp:AOqpTOFbQxuMkR9oLSjA1UTRbnbyRS0oCl4TrxINKgg3QGBSWRI8KkKmZz6xWjfYmowFT_UYlFRNuBUqVu1y4g,Terry Wood,3.4.0,"I am uninstalling, app won't let me sign in. Waste of time!",1,1,2019-10-26 00:38:56,"Hi Terry - We're sorry for your experience. Recently, we updated our rewards program and app. To participate, download the BPme app and create an account. If you'd like to receive fuel discounts without joining the rewards program, you can join our SMS offerings. To join, text REWARDS to 38831, and reply Y to be signed up for offers.",I uninstalling app wont let sign Waste time,negative,0.81,0.18,0.01,"app, Waste, time"
12,2018-05-22 01:40:52,gp:AOqpTOHdcPc5OleP3D9TRBfnm0oYTn6gDW5u7l9M3pJnDGFYMjgHDa8i5q8aHLFP3aESIyZEpW5F6EsYqWrPgA,Brennon.,3.4.0,Only thing missing is the ability to check and pay my card's balance!,1,4,,,Only thing missing ability check pay card balance,neutral,0.2,0.65,0.15,"thing, ability, card, balance"
13,2018-05-27 20:44:50,gp:AOqpTOGWReUiZurHN_bElU7lH11BZfjX53qM3PAOTQ7EnIoKtIiuP7IT5mdlSFH0t7STw5Lds9JfxlSUwS3Aew,Stuart Arthur,,Dumbest idea ever. Pay at pump beats this hands down. Wake up BP!,0,1,2019-10-26 00:40:08,Hi Stuart - Thank you for your comments. We're eager to continue evolving our BPme Rewards program to help meet the demands of important consumers like you. We’re sorry we didn’t meet the mark thus far and we hope that we can continue to earn your business.,Dumbest idea ever Pay pump beat hand Wake BP,negative,0.99,0.01,0.0,"Dumbest idea, Pay, pump, hands, BP"
14,2018-06-03 01:44:07,gp:AOqpTOGJAInP2uNudeMh9IqXrinB2m9mRFZqNwtQ5a2uYsrnVBvNcs2s9IDmFX2fa3QbBEkSL6kpEOtwOXBYPA,A Google user,,Horrible app please fix,1,5,,,Horrible app please fix,negative,1.0,0.0,0.0,Horrible app
15,2018-06-07 23:56:36,gp:AOqpTOHKg3dphcYVgt_4oJxUCZu8Hit6L8XonXTLgW_d8_8Wyve3niCsuf50M2j7n1IS0LM6xcdj9BWZJCMTjg,NWOP,3.4.0,"Junk! Tried signing up...evidently I don't have a unique email...so I go. back and sign up with my business email...now it says my phone number is. linked to another account. Well, looks like I'll just sick to using. Marathon!!",5,1,2019-10-26 00:48:11,Hi NWOP - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Junk Tried signing upevidently I dont unique emailso I go back sign business emailnow say phone number linked another account Well look like Ill sick using Marathon,negative,0.92,0.06,0.02,"phone number, unique email, business, account, Marathon"
16,2018-06-08 10:11:19,gp:AOqpTOGfED9TYCipSUEianCLyjZ5nfNqyBatgWYKOoGlGh1zV3ZxdwAC0um6m3UBCUVGW3MAeXFDTs40rl3wfw,Benjamin Taylor,3.4.0,Took me to a BP that wasn't there. Then ended up finding a BP that wasn't. in the app. Worthless.,2,1,2019-10-26 00:48:50,Hi Benjamin - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Took BP wasnt Then ended finding BP wasnt app Worthless,negative,1.0,0.0,0.0,"BP, app"
17,2018-06-19 08:10:58,gp:AOqpTOGn-QBrFLCD4tAeyogMgWjfI610EwuU5ulT9VVX7vkbpkN58YQK0RIBezMjcZXmYIgXvPCi9flEKOw1iA,A Google user,,This thing is beyond worthless!,0,1,2019-10-26 00:49:16,Hi - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,This thing beyond worthless,negative,1.0,0.0,0.0,thing
18,2018-06-21 22:32:50,gp:AOqpTOFcY-0nju2TyeovboCdT-knv6ovL0qCoRIPHy9cmkbD5vvqBOIzEaykl6v5XUxPrK5L7svGF2sYdv-xYg,Kasuda Yama,3.4.1,Literally the worst app. I'm sitting at a location that says it accepts. bp.me but it says unable to locate the gas station info.. so useless,2,1,2019-10-26 00:49:52,Hi Kasuda - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Literally worst app Im sitting location say accepts bpme say unable locate gas station info useless,negative,1.0,0.0,0.0,"worst app, bp.me, gas station, location, info"
19,2018-06-23 01:25:48,gp:AOqpTOGek_MSIP923e0axQFnUNZ3yvU56hUhIb0bc3HE29Q1jSwqyEt6pcT0aDjJtuQb82iqrArtWR7QxcoXWQ,Jonathan López,3.4.1,"This app is useless. Can't put at the location it says accepts this form of. payment and can't locate me either. Don't dare blame my carrier either,. it's your BP App absolutely sucks!",6,1,2019-10-26 00:50:41,Hi Jonathan - Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,This app useless Cant put location say accepts form payment cant locate either Dont dare blame carrier either BP App absolutely suck,mixed,0.69,0.07,0.24,"BP App, location, form, payment, carrier"
20,2018-06-23 03:35:07,gp:AOqpTOGVmAbg9XDVcDT6vTDSDQyieGbBxKlvHTAyPP70tA3i2PwkLPWsMAe5X_RshIQtfbhQfTjvyJeSQqtucQ,A Google user,,App doesn't work unless you're in Los Angeles or Chicago. I called support. and wasted tons of time for nothing.,1,1,2019-10-26 00:52:08,Hi - We're sorry for your experience. Thank you for providing feedback on BPme Rewards. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,App doesnt work unless youre Los Angeles Chicago I called support wasted ton time nothing,negative,0.95,0.05,0.0,"Los Angeles, App, Chicago, support, tons, time"
21,2018-06-30 21:51:02,gp:AOqpTOFEM5PTdVK7IzDLq4khbR2_VftUgzFSl2rqUAHQiuCCLx7XGPx7gakVX0JUoyAipLrqyXI6up_cXrRZMg,James Farrell,3.4.1,"Unfortunately I must agree with most of the comments. I just downloaded the. app and it will not let me sign in, with time out server errors or login. errors. BP gasoline may be the best, however this app is absolutely the. opposite. If you can't sign in, the app is useless.",4,1,2019-10-26 00:53:04,Hi James - Thank you for providing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Unfortunately I must agree comment I downloaded app let sign time server error login error BP gasoline may best however app absolutely opposite If cant sign app useless,mixed,0.8,0.0,0.2,"BP gasoline, server errors, comments, app, time, login"
22,2018-07-05 07:38:12,gp:AOqpTOHMoK0EjTlBKyjIACYqvby2d4dXXwOO6xEtQV8LfTgwdke5rDsNbI6szAVoPImjAPyxSbxvowv2aBaP-w,Richard L Williams 2,3.4.1,Richard L Williams Properties Directors zone power of directors thanks. again for helping us keep it together,1,5,,,Richard L Williams Properties Directors zone power director thanks helping u keep together,positive,0.0,0.09,0.91,"Richard L Williams Properties Directors zone, power"
23,2018-07-14 23:23:40,gp:AOqpTOHErlFrN95hYjtyEY0RbKT9NkDzYaxGUguqRjdfftnzkbCl2NpkKqM3W1285Sg9WyOOQn5-NUXNNt5tFQ,Deon Taitte,3.4.1,App is useless.... Only 2 bp stations by me use this and they are way out. of the way,0,1,2019-10-26 00:55:01,Hi Deon - Thank you for providing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,App useless Only bp station use way way,negative,1.0,0.0,0.0,"2 bp stations, App, way"
24,2018-07-15 01:35:38,gp:AOqpTOG3U7_z5ALUSIyfkNaM-l3-seEhKWedJL1P100f_Mu3zHPaJcn-cuKKZ4pRM_U6JfRNCaQtINjCXCwIJQ,Michael Price,3.4.1,It won't let you sign in this app needs to be reinvented until then I'm. going to Exxon,2,1,2019-10-26 00:55:24,Hi Mike - Thank you for providing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,It wont let sign app need reinvented Im going Exxon,neutral,0.19,0.67,0.14,"app, Exxon"
25,2018-07-15 19:55:31,gp:AOqpTOH5n_CnHgG_8xHO0yL6vrcfIZ0k9PS7eKZ9a4tqPr9nfZQa18TtmrnYBGSjTsHfuKNBuu1RLbGhlpCp8A,Robert Goodman,3.4.1,Does not work.,0,1,2019-10-26 00:55:49,Hi Robert - Thank you for providing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Does work,negative,0.99,0.01,0.0,
26,2018-07-16 06:28:18,gp:AOqpTOFt9ixMfKiCdjAKhVJGVpTsrj38SK8bNoEiLtKb0gYy1aFqcFO8RH_bIFvOIRuIdKaGkF3r_iYjaFzoeg,Kevin Vondell,,App is TOTALLY useless. Can't login.,1,1,2019-10-26 00:56:10,Hi Kevin - Thank you for providing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,App TOTALLY useless Cant login,negative,0.92,0.07,0.01,App
27,2018-07-24 08:39:50,gp:AOqpTOFsqkaEanHN2iKYQuX3WwmB_4nJE7Q1b2uU98NSIh99RynIOQJRuCaZrvE_fVGG89pahbE9dHkXLtwyVw,Michael Scanniello,3.4.1,Most stations dont accept the app,2,2,2019-10-30 01:30:58,"Hi Michael - The Driver Rewards program ended on 10/1 when we launched a new rewards program. If you want to join, give it a shot as you can start saving 5 cents off per gallon on every fuel purchase made through next month. To sign up, download the BPme mobile app from Apple or Google Play to get started. Thank you, BP",Most station dont accept app,neutral,0.44,0.54,0.02,"Most stations, app"
28,2018-07-26 06:54:54,gp:AOqpTOEd7qxCcvvPucIaD6TzOtN5GBe7ubnO2lAEiKzqVAEiD_Y93E7DFd3lVdxyeUfkv2xt4OC_mvFZrxi38w,Axel santiago,3.4.1,Will not let me sign in.,0,1,2019-10-26 00:56:35,Hi Axel - Thank you for providing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Will let sign,negative,0.49,0.41,0.1,
29,2018-07-31 11:20:27,gp:AOqpTOGbM1GRGc5odjclSDBqObkzw8QG6uC7ZW1KEhxd6m3biu0sVmZ37yJe9NXkjs76ZU7rUdAI2dSIh7gt8A,FranklinG Diaz,3.4.1,"The app was working very well, I added my debit card and was able to pay. through the app. But in the last few days it won't let me sign in. Please. fix it, it is very useful.",0,4,,,The app working well I added debit card able pay app But last day wont let sign Please fix useful,positive,0.0,0.0,1.0,"debit card, app, last, days"
30,2018-08-01 22:03:16,gp:AOqpTOHezgOZpsrnBNKA3vCj0QkCOZikNz1InpBJVgNHb6NOe_IEISFsWIOgsVkHsKa2UfVoVDkLm7862u6m2w,Michael,3.4.1,The app doesn't work. Developers should pull from the the market or update.,0,1,2019-10-26 01:07:40,"Hi Michael - Thank you for sharing feedback on the BPme app. Recently, we updated our rewards program and app. To participate, download the BPme app and create an account. If you'd like to receive fuel discounts without joining the program, you can join our SMS offerings. To join, text REWARDS to 38831, and reply Y to be signed up for offers.",The app doesnt work Developers pull market update,negative,0.93,0.07,0.0,"app, Developers, market, update"
31,2018-08-10 03:58:23,gp:AOqpTOFCNeIZgconzDO1Uh-chq5DLtmh0fLSq4h8raDBMZnvsZhkPHuGi8QEZbgIxTUW_tlXaPQaEzFAHv6odw,Lindsay Brooks,3.4.1,Everytime I try to use it the app suddenly doesn't work. Giving rewards is. useless if you can't use the app to get the rewards.,1,1,2019-10-26 01:08:26,"Hi Lindsay - Thank you for sharing feedback on the BPme app. Recently, we updated our rewards program and app. To participate, download the BPme app and create an account. If you'd like to receive fuel discounts without joining the program, you can join our SMS offerings. To join, text REWARDS to 38831, and reply Y to be signed up for offers.",Everytime I try use app suddenly doesnt work Giving reward useless cant use app get reward,mixed,0.66,0.07,0.27,"Giving rewards, app"
32,2018-08-21 19:38:33,gp:AOqpTOHG6nHUo70HJnw4K2pG3IEFdrFtyPTEhhGDbz7rPw1dI6CBim_BYnQdNMbvbwsKW-e2wWSTEXToli-PQQ,M. Davis,3.4.0,"This app doesn't work at any of the stations in my City. It's a waste of. time! When I asked one of the employees about this app, he said he never. heard of it, WOW!! Exxon/Mobil app works EVERYWHERE!",12,1,2019-10-26 01:09:36,Hi M. Davis - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,This app doesnt work station City Its waste time When I asked one employee app said never heard WOW ExxonMobil app work EVERYWHERE,mixed,0.47,0.15,0.38,"Exxon/Mobil app, stations, City, waste, time, employees"
33,2018-08-22 03:49:04,gp:AOqpTOE5SF_J8AvtkXxJtujolMVFld2hlZRDFdVBw1Tm7NEGwylwwSG2De8T2EJRyCLu9zBf3ODW1J0X9_-kBw,A Google user,,Awesome thanks!,1,5,,,Awesome thanks,positive,0.0,0.0,1.0,
34,2018-08-23 22:04:46,gp:AOqpTOENCbQlJFOVJCARQ17rHSzx2FAL394tE4GvARd-NSUzg78WznWZrUOnE5bXQB9JvmVqx3c5e_mlvIB5yQ,A Google user,3.4.1,Same as most other users. App says Error Can't Login. Will be uninstalling. Pointless if you cannot login.,0,1,2019-10-26 01:10:06,Hi - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Same user App say Error Cant Login Will uninstalling Pointless cannot login,negative,0.94,0.05,0.01,"most other users, Same, App, Error"
35,2018-08-28 20:21:29,gp:AOqpTOFGzmkkLPw7kzPUCS3Fuuh8vQ5RF0ZsgmhGzsmIprA2ujN5NtCBcQCpfPSlc3ban9BWb44hCxUNRGtCRQ,Jack Slonaker,3.4.1,I added my card to it now it will not open just loads,0,1,2019-10-26 01:10:46,Hi Jack - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,I added card open load,neutral,0.15,0.78,0.07,"card, loads"
36,2018-08-31 14:09:36,gp:AOqpTOHGFJi4I0QnTPM-J-sIurrjADyeF7cgq9J3ZPCa3nBAqMNeGs13_y0FKCG0r7PvtduKw9hkGFXPekHRog,A Google user,3.5.0,I can't see the info of my reward card. I think this app is totally useless.,2,3,,,I cant see info reward card I think app totally useless,negative,0.92,0.0,0.08,"reward card, info, app"
37,2018-09-01 00:57:14,gp:AOqpTOF577rAnm10-RucFsHVQTLBuSAmUnLSCdxXIk7YparBZcsR5cu_D6SinoePq47p_YUwHYTQTAk7Fq4qtg,THMOB Inc.,3.5.0,"I'm not sure why this app is here, besides to waist your time. 👎👎👎👎👎",2,1,2019-10-26 01:11:15,Hi THMOB Inc. - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Im sure app besides waist time,negative,0.54,0.44,0.02,"app, time"
38,2018-09-05 11:54:20,gp:AOqpTOHDC6Gfy7l3dKwmx_QRnqsqeFdPmGyk_EdurpXNYDaQkDDGk68nAgLfCJoSA-LePVlM3gL2kG3qCGZptg,Donald Borazanian,3.5.0,"Impossible to sign in. Tried to open an account. No, my email is already tied to an account. Tried to reset my password. No, too many rules about about upper and lower case. I found a password that would work. No, already used that password before. Forget it.",3,1,2019-10-26 01:11:43,Hi Donald - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Impossible sign Tried open account No email already tied account Tried reset password No many rule upper lower case I found password would work No already used password Forget,negative,0.76,0.22,0.02,"many rules, lower case, account, email, password, upper"
39,2018-09-08 00:57:48,gp:AOqpTOGSAYgU3dTtTC0Hiv83yOqdMjgyolc7hGEjtRQtvMZv1SwqoaRCDx90Bolx_ksg1ddd639VtTz44ZUXsg,Alton Branch,3.5.0,Junk. Doesn't allow log in.,1,1,2019-10-26 01:11:55,Hi Alton - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Junk Doesnt allow log,negative,0.94,0.05,0.01,Junk
40,2018-09-10 04:06:49,gp:AOqpTOG-hFYm6k-Bb0yycdWqH0mQMnuUXPcxOjeRuN3xVMLlFJkdehdgs3beNKm3MKMsTeacHVxKLS-HbXNIOQ,Green 48,,Good place,1,5,,,Good place,positive,0.0,0.0,1.0,Good place
41,2018-09-10 20:44:58,gp:AOqpTOH_1UCt0fmFCBewgaJnRDB7mSkA5lKS8eIwT1pFeQRWdBbpqdOa6ZUJ33varyAjucuj0D_3tAKUaC59uQ,Rebecca Cappello,3.5.0,Can never sign in. Sit at pump waiting waiting. Useless,1,1,2019-10-26 01:12:10,Hi Rebecca - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Can never sign Sit pump waiting waiting Useless,negative,1.0,0.0,0.0,"pump, Useless"
42,2018-09-25 03:44:24,gp:AOqpTOGbzZVdlq14n8fc0q3ttHgVa0Y2ww9cGEn8PAYwRkKKDIPMLWgsJHGGtUwuoxX-OyoseFfL6jgOfr3NMw,Alan Burke,,Horrible app.,0,1,2019-10-26 01:12:25,Hi Alan - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Horrible app,negative,1.0,0.0,0.0,Horrible app
43,2018-09-28 04:26:36,gp:AOqpTOGuhxmjV020I2iX33q2fD2fy45BxthDA8HB62pIsehwqrmrTOqGw64vMhlPLZ5pPPUJ2u1a5hOEh0GBeQ,Richard Gossett,3.5.0,This app is a joke!!! Sitting in BP right next to the closet and tells me station not found go to next station so I go to the station it tells me to and it tells me he station not found go to next station I did there's three different times before I realized this app is a joke it don't it would be better off deleted from the internet,1,1,2019-10-26 01:13:25,Hi Richard - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,This app joke Sitting BP right next closet tell station found go next station I go station tell tell station found go next station I there three different time I realized app joke dont would better deleted internet,negative,0.93,0.06,0.01,"next station, app, joke, BP, closet, internet"
44,2018-09-28 05:06:26,gp:AOqpTOGTLSJtfLkoWSrT1-A7JQmLDQu2hbYT09j8ybGzj1rl7fj6kCuwFH4t7p5XDehKNdvW9jtMYaOJt_qsuQ,Dave F,3.5.0,"Unable to sign in. Repeatedly tells me I am locked out due to ""suspicious"" activity. I am able to login to my account successfully without any issue via the website.",3,1,2019-10-26 01:13:40,Hi Dave - Thank you for sharing feedback on the BPme app. We very much value your business and hope to keep you as a loyal consumer. We are sorry that you are unhappy with the new BPme Rewards program. We take your feedback seriously and will continue to look for ways to improve the experience for our best consumers.,Unable sign Repeatedly tell I locked due suspicious activity I able login account successfully without issue via website,negative,0.89,0.08,0.03,"suspicious"" activity, account, issue, website"
