,date,reviewId,userName,reviewCreatedVersion,content,thumbsUpCount,score,repliedAt,developerResponse,content_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score,Key Phrases
10,2017-12-31 04:03:50,gp:AOqpTOGEAtBkZD_ht_LXJMnkuyvczviS9eQrC8_iWyzAVs90zObArTsxrCeFymoBWg_ka1ALvCFPJqFE8AxV,Mohammad Yasir Alvi,1.14.0,The app is not working it says technical error,0,3,2018-06-22 20:54:38,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",The app working say technical error,negative,1.0,0.0,0.0,"technical error, app"
11,2018-01-06 22:14:17,gp:AOqpTOGalNDsnxqLL19OP1PjKdEdqplaxjPyFja046dQvcUCcqQqA_EdmiC9td7fHUGnwNysdy8-4gC_nAur,Dvi Zirafos Plius,1.14.0,"Well, it is not possible to add nectar card as it keeps on saying that pasword or card number is incorrect :( but it is not true, I can easily log in on homes pc or my mobile device. You need to sort it out  this bug!!!",1,1,2018-01-10 18:33:42,Thanks for your review. If you are able to contact us at bpmeuk@bp.com with a few more details one of our technical team would be happy to look into your account in a bit more detail to see what is causing the issue with your Nectar card. Thanks from the BPme team.,Well possible add nectar card keep saying pasword card number incorrect true I easily log home pc mobile device You need sort bug,negative,0.97,0.0,0.03,"nectar card, card number, homes pc, mobile device, pasword, bug"
12,2018-01-21 03:20:31,gp:AOqpTOFJOYlgse-s7Fgq47Y1hgUxVZqDc2j9wtWL9_A34eF5B8FOxyzUnYOMgzE6unJHwPHvp_IpI_fZJY76,Stuart Moffat,1.14.0,"Worked great!  Signed up online, added nectar card and credit card, went my to local BP Connect today, selected my pump, filled the tank and drove away - Easy and very convenient!",3,5,,,Worked great Signed online added nectar card credit card went local BP Connect today selected pump filled tank drove away Easy convenient,positive,0.0,0.0,1.0,"local BP Connect, nectar card, credit card, pump, tank"
13,2018-01-25 04:16:36,gp:AOqpTOFrkZ2mWwvg9JgH1L5mXhXAvMw-glOyOl2JgjvgUrURrHVfI-dytEYvYTLx9Oz5VqFMNVMHjYHZnSun,Pratheepan Somasundaram,1.14.0,I tried to fuel a fix amount but it stopped before reach that amount,0,3,2018-02-02 20:06:15,Thanks for the review. Currently we are stopping BPme transactions on some sites a small amount (typically &lt;£0.50) short of the requested amount of fuel while we make sure that as many of our pumps as possible can stop on exactly the right amount. We are working to remove this buffer over the coming months. Thanks from the BPme team,I tried fuel fix amount stopped reach amount,negative,0.65,0.1,0.25,fix amount
14,2018-01-26 17:07:23,gp:AOqpTOHinvy5cACes8ikZrcrz5Zt3dGFfOXl08DVyt15__kckOBkxCOAGXiAyVsadQRUFL8cAY--1xE_ylRC,Chris Bush,,Works great! So much faster than queueing in store!,0,5,2018-02-08 21:20:04,Thanks for the review Chris. Really glad to hear you like BPme. It is definitely quicker than queuing in store. Hopefully you are finding something great to do with the time you have saved. Thanks from the BPme team.,Works great So much faster queueing store,positive,0.01,0.0,0.99,store
15,2018-02-01 04:21:13,gp:AOqpTOFFCZATrnjO0raKuG2bjyHdCFXLSbeagaO9yTqPDhWS9Bt58t_ghIxNldfNqmrLxv_t8fm_IRs1oAl0,Janu Shrestha,1.14.0,Its amazing. The fact that we can link it Nectar is great feature,0,5,,,Its amazing The fact link Nectar great feature,positive,0.0,0.0,1.0,"great feature, fact, Nectar"
16,2018-02-02 03:26:35,gp:AOqpTOF90NFNOaU70_ImAar9aDNx87B4uO7ZDLKkDLFo29pOZsIbmuyu_1m1-spMBaXf8afQXkAGeGDcBsfX,Richard Westell,1.16.1,Issues adding PIN. Issues adding card. Deleted.,0,1,2018-02-02 19:53:04,"Hello Ricardo, we are really sorry to hear you are having some issues with getting your PIN set-up and adding a card to your wallet. If you are able to drop us a quick email to bpmeuk@bp.com with the email address you have used to register for BPme we can arrange to have your account reset which will resolve this issue. Thanks from the BPme team",Issues adding PIN Issues adding card Deleted,negative,0.96,0.03,0.01,"Issues, PIN, card"
17,2018-02-03 16:03:40,gp:AOqpTOHo5MlsBSjvA60c_9RuAztXS-10DGVtnDIsMh2-V7GyRu6IcU9IciDuhr6iw7TkaV6_I-SJglFBb7fS,EIRINI SPYRATOU,1.16.1,Not worked once...keeps rejecting pin even after resets etc...will uninstall,0,1,2018-02-06 16:42:40,"Hello Eirini, we have seen a very small number of instances of PIN resets not working correctly. Logging out of the app and logging back in allows the new PIN to take effect. We are working hard to fix this bug but in the meantime if this doesn't work then please contact us at bpmeuk@bp.com and we can re-set your account. Thanks",Not worked oncekeeps rejecting pin even reset etcwill uninstall,negative,1.0,0.0,0.0,"pin, resets"
18,2018-02-03 20:23:54,gp:AOqpTOE7M5ljtc-4tEUJhjKAzNNikCf70oPSfgbmLHjXpbZGjn5nJ7543MZgwpVPFMDXwGibTAcEVcF6RYba,UMAR ALI,1.16.1,Unable to proceed from from adding a security question and answer,2,1,2018-02-06 16:39:24,"Hello Umar, we are really sorry to hear you are having some issues with getting past the security question set-up. If you are able to drop us a quick email to bpmeuk@bp.com with the email address you have used to register for BPme we can arrange to have your account reset which will rectify the issue. Thanks from the BPme team",Unable proceed adding security question answer,positive,0.39,0.02,0.59,"security question, answer"
19,2018-02-06 02:43:41,gp:AOqpTOHaORfnNukZgYfomFRHDpxccWvRVKbC0RDfPXASzM_kP20gXsenbJqH-Mz-s6tG2-Ghlq7RF3rkVbby,Marc Mawdsley,1.16.1,"All I get is a white screen, if I'm really lucky a black screen, waste of time.",1,1,2018-06-22 20:54:26,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",All I get white screen Im really lucky black screen waste time,negative,0.95,0.0,0.05,"white screen, black screen, time"
20,2018-02-06 02:57:37,gp:AOqpTOEYv0sXaBYQJKjGaeO6ALdi83ibXdRUQ1jYAEEMVs6y_MZ7-JCw9l67EA-IOtFiieznJi2lmTRuzIFX,Alex Borresen,1.16.1,"Worked well, no issues",0,5,,,Worked well issue,positive,0.0,0.0,1.0,issues
21,2018-02-06 19:38:49,gp:AOqpTOHMx42gnJEbCojLbrRRLGEbUHrJY-pUh0jZU19c_l1lW5S6zfnNorzrohqNZrOcyj_tHY8soQ2eeh9l,Cali Giblett,1.16.1,Keep saying my pin password is wrong even though it isn't I reset it and still that same issue. ......,1,1,2018-02-08 21:10:41,"Hello Cali, thanks for your review. We are sorry to hear you are having trouble re-setting your PIN. If you are able to get in touch via bpmeuk@bp.com then our support team will be able to help to resolve this issue. Thanks from the BPme team",Keep saying pin password wrong even though isnt I reset still issue,negative,1.0,0.0,0.0,"pin password, same issue"
22,2018-02-06 19:53:25,gp:AOqpTOH1kUfFvMHK2RmSUsyTiGmPPdEWNLYahz877aZo59c4Vk3Pzl_Ya2300XgGEo48R28J8mKLMRxZieeq,Trev Taylor,1.16.1,Just an edit to my previous review.  Since I have a flip case so the screen goes off.   The app will white screen when you open the app and it'll sit like it forever but close the flap so the screen goes off immediately after starting up the app.   Then the app will start normally.,1,2,2018-06-22 20:54:11,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Just edit previous review Since I flip case screen go The app white screen open app itll sit like forever close flap screen go immediately starting app Then app start normally,positive,0.1,0.43,0.47,"previous review, flip case, edit, screen, app, flap"
23,2018-02-07 01:16:11,gp:AOqpTOFyhEljYh3H7glHXoDeLGYPs1mNn2dAkpygEyiUVqlf-DXznRivURCYLlr_rNjw4_be-z7FLm-la8RV,Lawrence Scott,1.16.1,"Can't link to Android Pay as payment method, as I use different cards to pay for fuel",1,3,2018-06-22 20:54:00,"Hi, we are constantly working to add new payment methods to the BPme app. If you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Cant link Android Pay payment method I use different card pay fuel,negative,0.75,0.24,0.01,"Android Pay, payment method, different cards, fuel"
24,2018-02-07 07:16:30,gp:AOqpTOFTdJ606_fl0Qbc3o8XfjMeTym3GlRoC3XMWRpxftIfRm3mM4tV7knrd3wofXYAMphJDIMHi2W9L_9h,Lee Scott,1.16.1,Will the option of adding a bp fuel card as payment be an option in future updates?,1,3,2018-02-08 00:43:32,"Hello Lee, thanks for your review. I am pleased to say that the BPme team are busy right now enabling the BP Plus fuel card for use within BPme. This feature will be available later on this year and we will be communicating this out directly with our Fuel Card customer Fleet Managers. Thanks from the BPme team",Will option adding bp fuel card payment option future update,neutral,0.0,0.99,0.01,"bp fuel card, future updates, option, payment"
25,2018-02-08 02:43:52,gp:AOqpTOGFvi4fNNGhCJ8WQkLrz3kutTZR86klYHK4dNeOoFb2FKCofphOYDW2Fcx8jG83L4M1saRGwxvShLoL,Kenny Laing,,Very easy to set up and use. The support team is very knowledgeable and will quickly sort out any issues.,1,5,,,Very easy set use The support team knowledgeable quickly sort issue,positive,0.0,0.03,0.97,"support team, issues"
26,2018-02-08 05:44:12,gp:AOqpTOHxSHyLVd0NXyUPnoWmXuLR4yL_eH2PYkQAQdkh8OrpV4D_Bb-ehinO-td_AL_D-Wp3542ADJ8JMytL,Dominic Whalley,1.16.1,"Please add under your refine list ""bunker"" like your old app other than that it's a decent app and until the bunker is added i will keep it at 3 stars",0,3,2018-02-08 21:07:50,"Hi Dominic, thanks for the review. We have passed your suggestion on to our development team so keep an eye out for updates to the station finder service as part of an upcoming release. Thanks from the BPme team",Please add refine list bunker like old app decent app bunker added keep star,positive,0.02,0.06,0.92,"refine list, old app, decent app, bunker, 3 stars"
27,2018-02-10 03:57:39,gp:AOqpTOH7wtJm8SKS5_P4hAhWT8e9obXmbN-g5fYIVpccwTKVLHXQJcFAO4L-D0rJGPHCLind59BLOtLGifYm,Benjamin White,1.17.1,Only gave this 2 stars as it keeps saying my Nectar password or number is incorrect when it is not. If I can't claim Nectar via the app there is no point using it. Gutted,4,2,2018-06-22 20:53:47,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Only gave star keep saying Nectar password number incorrect If I cant claim Nectar via app point using Gutted,negative,1.0,0.0,0.0,"Nectar password, 2 stars, number, app, point"
28,2018-02-12 21:11:36,gp:AOqpTOFW61IhWeYuCf9l5cOv8NfiUUBUpf2ZCE3-wAcAUNfdMwRAlcA_5wvvU_i5saaqhRIUOhU_TaUKy80j,Jason,,Won't let me lol in said my account is deactivated I only used it once and it wouldn't let me log in. Total waste of time,0,1,2018-02-13 16:55:07,"Hello Jason, thanks for your review. We are sorry you are having problems getting access to BPme. If you are able to contact us on bpmeuk@bp.com our security team will investigate your account and determine what needs to be done to get you account unlocked. Thanks from the BPme team",Wont let lol said account deactivated I used wouldnt let log Total waste time,negative,0.98,0.0,0.02,"Total waste, account, time"
29,2018-02-13 04:40:50,gp:AOqpTOG6GvEPu3w45UmOYEJ_RnATfnaOfQbnZevNxLSBHRv73_BVVrKsiR5dkHSSvWazHc3fUGyAG3xV6HLd,rajan shah,,It's not working at all,0,1,2018-02-13 16:54:43,"Hello Rajan, thanks for your review. We are sorry to hear you are having troubles getting BPme to work. If you are able to send us a mail to bpmeuk@bp.com with some more details of the issues you are experiencing then our technical team would be happy to look into these issues in more detail. Thanks from the BPme team",Its working,negative,0.97,0.03,0.0,
30,2018-02-13 04:46:15,gp:AOqpTOFjKzELml9WGgwhJHZqvSK8T4LH05ROl_NJw135hIukScK79YyhsErqe0DjxJHJCMRwjc8HZmvkwd7v,A Google user,1.17.1,Couldn't be easier!,0,5,2018-02-14 21:06:48,Thanks for your review! Really glad you like the experience. Thanks from the BPme team,Couldnt easier,negative,0.99,0.0,0.01,
31,2018-02-15 01:47:20,gp:AOqpTOHIZ0ZrjXXqTUXJd-OGx25ELeVazRxB_tVeVnKF34CbhC3P80tPxStwgob-ObsDQZAEoi5yalj_3hNC,Roger Lydford,1.17.1,this app is not working on my phone.  I have downloaded it 3 times and still not working. its stuck on security question.   I'm still stuck.there.,0,1,2018-02-14 21:06:13,"Hello Roger, thanks for your review. We are sorry to hear you are experiencing problems using BPme. If you are able to contact us on bpmeuk@bp.com to confirm the email address you have used to register for BPme we will reset your account which will resolve this issue. Thanks from the BPme team.",app working phone I downloaded time still working stuck security question Im still stuckthere,negative,0.96,0.03,0.01,"security question, app, phone"
32,2018-02-15 16:30:55,gp:AOqpTOEdLGsTP7dnCZfjN6RR_qqe2zh3EA-E-S9UsqxzBSu5xHOoMwofFdTm91_ZPXqMbhlxuAQnDPJkAdOU,David Shaw,1.17.1,"Absolutely useless.. Had problems setting up account and the finder does not state wether the station has a HGV lane or not.. The old version was way, way better.",1,1,2018-06-22 20:53:37,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Absolutely useless Had problem setting account finder state wether station HGV lane The old version way way better,mixed,0.53,0.0,0.47,"HGV lane, old version, problems, account, finder, station"
33,2018-02-16 03:48:29,gp:AOqpTOEg15zGS7Xp8X_YLfxqaLDEWEDxhqOKXTsXix11sv5-quJUaWjf0R72j03HIQ_hu3XN_jdeeKhGBg2J,A Google user,1.17.1,"Great idea for those with mobility issues, kids in the car, dont want to join the queue behind twenty people doing a weeks shopping whilst one cashier is working and four other staff are pondering the crisp display or having a chat in the sandwich aisle or pretending to do vital paperwork relating to the days sales of lukewarm costa coffee but if you can't add some UK bank payment cards, including in my case a Barclays Company MasterCard (so not exactly rare I would imagine) you may as well dump the app. If you're having a problem with some UK banks (seemingly Barclays is one of them) then don't release and advertise the app until you've sorted it. Oh, and maybe explain to the staff that the reason you fitted six tills is so that when there's a queue half way round the store, they can maybe go help the one person that's actually serving customers.",2,1,2018-06-22 20:53:29,"Hi, we are constantly working to add new payment methods to the BPme app. If you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Great idea mobility issue kid car dont want join queue behind twenty people week shopping whilst one cashier working four staff pondering crisp display chat sandwich aisle pretending vital paperwork relating day sale lukewarm costa coffee cant add UK bank payment card including case Barclays Company MasterCard exactly rare I would imagine may well dump app If youre problem UK bank seemingly Barclays one dont release advertise app youve sorted Oh maybe explain staff reason fitted six till there queue half way round store maybe go help one person thats actually serving customer,mixed,0.5,0.01,0.49,"UK bank payment cards, lukewarm costa coffee, four other staff, Barclays Company MasterCard, UK banks, Great idea, mobility issues, twenty people, one cashier, crisp display, sandwich aisle, vital paperwork, six tills, one person, kids, queue, weeks, shopping, chat, days, sales, case, app, problem, reason, store, customers"
34,2018-02-17 01:56:26,gp:AOqpTOGukYzSiuncWclrEMBBsXNrVVZ-cf9s1aO77bY5X1gfuncj9xFAv1gEJsE2NKDCgLUdwQJ_iInXtkwu,A Google user,1.17.1,Got stuck at the security question and wouldn't let me move on. Tried reinstalling to no avail. Pity would have been handy!!!,0,1,2018-02-19 19:45:55,"Hello there, thanks for your review and sorry to hear you are having some trouble getting BPme set-up on your phone. If you are able to get in touch with us at bpmeuk@bp.com confirming the email address you used to create your account we can re-set your account which will resolve this issue. Thanks from the BPme team",Got stuck security question wouldnt let move Tried reinstalling avail Pity would handy,negative,0.93,0.0,0.07,"security question, Got, avail, Pity"
35,2018-02-19 01:33:38,gp:AOqpTOHS1R51SABn8spcJ6WBouoOBKA4M7fu8qGODUk7C2F3yVrrUDcOPj69Bx6UkdnkINRMR79eB86_2PX4,Gus Glen,1.17.1,"Useless. Can't even register as it won't let me get past the ""security question"" page. I select my question and it just sticks there.  Fix your glitches and I'll maybe try again in a few months.",1,1,2018-02-19 19:43:43,"Hello Gus, thanks for taking the time to review the app and apologies for the issues you are facing. If you are able to get in touch with us at bpmeuk@bp.com with details of the email account you used to create your account we can reset your account which will rectify this issue. Thanks from the BPme team",Useless Cant even register wont let get past security question page I select question stick Fix glitch Ill maybe try month,mixed,0.66,0.02,0.32,"security question"" page, glitches, months"
36,2018-02-19 02:31:46,gp:AOqpTOErs6RVk6hnN3DuQDs0C0nWabf0chh3DjIeUL1TNM7XSKnb5Cg5a3enKEx6Nl4_7ja9B5wBkXquN2Es,A Google user,,shell customer,0,5,,,shell customer,neutral,0.02,0.96,0.02,shell customer
37,2018-02-19 02:38:02,gp:AOqpTOEhx0Rrj0EKNkZF6iWNEsh_hy8zC56jmjgfKtUVe7mTkw1cEf8BFS7Y3mq8dlGfD4_O9PmX3O9TBeL1,nigel ostler,1.17.1,"I would be very careful when using this app.Initially all went well, received an email receit within seconds of purchasing fuel, app showed record of fuel purchase and loaded nectar points to card, Great I think, no queuing to pay for me and off I drive.Two days later I've got the police at my door telling me I have driven off without paying for my fuel.  Mortified. In fairness to the app I was able to show proof I had paid for my fuel, but really, do you want the police visiting every time you pay for fuel with this app I won't use it again",7,2,2018-02-19 19:42:24,"Hello Nigel, thanks for your review. We are really sorry to hear about your experience of using BPme. Are you able to get in touch with us via bpmeuk@bp.com with some more details about which station you purchased fuel from and we can look into why the store registered this as a drive-off. Once again we are sorry for the distress caused.",I would careful using appInitially went well received email receit within second purchasing fuel app showed record fuel purchase loaded nectar point card Great I think queuing pay I driveTwo day later Ive got police door telling I driven without paying fuel Mortified In fairness app I able show proof I paid fuel really want police visiting every time pay fuel app I wont use,mixed,0.51,0.1,0.39,"email receit, nectar points, fuel purchase, app, seconds, record, card, police, door, fairness, proof"
38,2018-02-20 03:15:11,gp:AOqpTOHWuwSSheqVjYkQMhBk9fCa9qKSP8FvjYAjzY3PjOJ0kIwFL1cdYYENOlccZPuHx7Cp7pQXR0_DIJwv,A Google user,1.17.1,Idea of the app is good but when I filled up I got charged £29.50 when I asked for £30 then after couple of days there's a charge for £30 on bank account which my account went over now I two transactions of £60 just held in my account as pending more than a week. Problem with the app is every time if I want to fill £30 fuel to my car I need to have a £60 in my account. Until they sort this problem out I'm not going to use this app or not recommending to anybody else.,1,2,2018-06-22 20:52:37,"Hi, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. Don't worry, you will only be charged for the total amount of fuel dispensed. The whole process can take up to 10 days, depending on your bank. ^AB",Idea app good I filled I got charged I asked couple day there charge bank account account went I two transaction held account pending week Problem app every time I want fill fuel car I need account Until sort problem Im going use app recommending anybody else,negative,0.92,0.06,0.02,"two transactions, a week, bank account, Idea, app, couple, days, charge, Problem, £30 fuel, car"
39,2018-02-20 03:31:41,gp:AOqpTOGCUnkqCeSW_Yp7kxU__kF8CZzPcoyDe-ILLzWitL9uZzDfhSkpApsXYWQgeXBciIQ0MPk6x7V9ZRPh,martin stenhouse,1.17.1,Excellent app..use this constanly now..5 stars,0,5,2018-03-02 01:10:46,"Hi Martin, thanks for your review. Really glad you like the app! Hope you have found something good to do with all of the time you are saving by not having to queue up in store! From the BPme team.",Excellent appuse constanly star,positive,0.0,0.0,1.0,"Excellent app, 5 stars"
40,2018-02-20 07:13:19,gp:AOqpTOGoCr_a3X1FfEk35b6ZzXfyHvFYykfETYHxqI6V9UoIZ8MjT7BDw_w0O7wH3KeDywW9_PpFq_uXRYvH,Satinder Ahluwalia,1.17.1,Installed and just can't login so pointless,0,1,2018-06-22 20:52:16,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Installed cant login pointless,negative,0.53,0.01,0.46,
41,2018-02-20 08:06:14,gp:AOqpTOEA0e8FmrjDqWnkGJ20sa-VYek6Ws8CGWtKQ5rBFpXzgaZ-RYGlIa9bz76xoqfntZ7ntskbCU5Dq5DU,Smergal,1.17.1,Had issues with PIN to start with but BPme support resolved this after about a week of waiting. When set up and working it's really very good and hassle free. Receipts get emailed so doing monthly accounts is easy.,3,4,2018-02-13 16:52:29,"Hello Drew, Thanks for your review. If you are able to contact us at bpmeuk@bp.com with details of the email address you have used to register for BPme and we can reset your wallet account which will resolve this issue. Thanks from the BPme team",Had issue PIN start BPme support resolved week waiting When set working really good hassle free Receipts get emailed monthly account easy,positive,0.02,0.06,0.92,"BPme support, monthly accounts, issues, PIN, week, waiting, Receipts"
42,2018-02-21 05:19:37,gp:AOqpTOGhb_RMcnn5k9aW3On_HYyw-CfOaw8RdYvVjBKd9sdhhMLbYF0CtaF_s2-t1HQPlWMT7JQxhNEwcbd_,Colin Peel,1.17.1,"Setup initially ok and registered my payment cards but it kept saying the password for two separate Nectar cards were wrong...I know they are not as I use a password manager! Have seen other references for the same issue, so will not use if card cannot be linked!!!",0,2,2018-03-02 01:09:47,"Hello Colin, thanks for your review. We are really sorry to hear you are having trouble adding your Nectar card to BPme. We are working closely with the Nectar team to understand why a small number of users are having their passwords declined. As soon as we have an update we will let you know. Thanks from the BPme team.",Setup initially ok registered payment card kept saying password two separate Nectar card wrongI know I use password manager Have seen reference issue use card cannot linked,negative,0.78,0.2,0.02,"two separate Nectar cards, payment cards, other references, same issue, password manager, Setup"
43,2018-02-24 19:48:34,gp:AOqpTOFYMeP7kUAUCDcINsVX_WunmIHWQvNQ46JeC4r6O9r1nnZmUQwysxcH8Bc6vEUSkX4tE3yldYsibIX1,A Google user,,Slow loading so deleted it,0,2,2018-06-22 20:52:09,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",Slow loading deleted,negative,0.98,0.02,0.0,Slow loading
