,date,userName,isEdited,title,review,rating,developerResponse,review_basic_clean,sentiment,negative confidence score,neutral confidence score,positive confidence score
12,2020-02-04 20:19:40,Yygsg.325,False,Multitankcard,Unfortunately no Multitankcard possible. Then you miss out on a lot of lease riders... 🤷🏽 ♂️,1,"{'id': 13308691, 'body': 'Vooralsnog ondersteunt deze app van BP alleen de BP Tankpas van BP en uiteraard alle andere consumenten betaalmethoden zoals iDEAL en credit cards. Wij onderzoeken de mogelijkheden om ook andere tankpassen toe te voegen in de toekomst.', 'modified': '2020-02-05T12:13:01Z'}",Unfortunately Multitankcard possible Then miss lot lease rider,negative,0.97,0.01,0.02
13,2020-02-04 21:40:20,Buis83,False,"Not interesting for lease drivers, missed opportunity","App looks fine only don't understand that not all fuel cards were taken with them during the development. It remains strange that you pay klan with an MTC at the counter, but adding these types of debit cards in the app is put on hold. Missed opportunity which also allows you to whistle to the extra action freebees to spare. Great app for individuals I think.",2,"{'id': 13308694, 'body': 'Bedankt voor je reactie, we nemen deze feedback zeker mee! ', 'modified': '2020-02-05T12:13:24Z'}",App look fine dont understand fuel card taken development It remains strange pay klan MTC counter adding type debit card app put hold Missed opportunity also allows whistle extra action freebee spare Great app individual I think,mixed,0.72,0.02,0.26
14,2020-02-05 00:44:27,melkkoe63,False,despairing,"Nice to promote the app, especially with 1000 extra freebees. I'd like to! What is not said is that the majority of BP stations do not participate in the app!. So it doesn't work, and by the time I can maybe join in around here, that Freebees action is already over. Thanks BP, I'll get that 1,500 liters of ultimate 98 a year somewhere from now on. Also saves me 5 cents a liter. Sounds stupid, but this is the umpteenth time BP has let me down.",1,"{'id': 13308715, 'body': 'Op ruim 85% van alle bemande BP stations is BPme beschikbaar. In de app kun je gemakkelijk en snel zien welke stations deelnemen! ', 'modified': '2020-02-05T12:14:11Z'}",Nice promote app especially extra freebee Id like What said majority BP station participate app So doesnt work time I maybe join around Freebees action already Thanks BP Ill get liter ultimate year somewhere Also save cent liter Sounds stupid umpteenth time BP let,mixed,0.51,0.1,0.39
15,2020-02-05 12:28:57,Toramanli,False,Malfunctioning app.,"What a malfunctioning app, indicates many errors.",1,"{'id': 13398076, 'body': 'Helaas hebben wij op 5 februari een korte wereldwijde storing gehad, inmiddels kun je weer inloggen en gebruik maken van BPme! ', 'modified': '2020-02-10T12:49:11Z'}",What malfunctioning app indicates many error,negative,1.0,0.0,0.0
16,2020-02-05 13:29:11,KvMidde,False,Login not possible,"Unable to log in to the app, after entering my password I will return to the home screen. In addition, it is a pity that you cannot pay with a travel card fuel card, I still get little out of it.",2,"{'id': 13315829, 'body': 'Helaas hebben wij vandaag een technische storing gehad, deze is inmiddels verholpen', 'modified': '2020-02-05T19:01:10Z'}",Unable log app entering password I return home screen In addition pity cannot pay travel card fuel card I still get little,negative,0.99,0.01,0.0
17,2020-02-05 16:22:05,GianguiG,False,Very bad,Incredible. Commercials all over the places to use the App and then you can not even log in. Very weird,1,"{'id': 13398075, 'body': 'Helaas hebben wij op 5 februari een korte wereldwijde storing gehad, inmiddels kun je weer inloggen en gebruik maken van BPme! ', 'modified': '2020-02-10T12:49:05Z'}",Incredible Commercials place use App even log Very weird,mixed,0.65,0.02,0.33
18,2020-02-05 16:53:34,BirdyLV,False,Login impossible,"After 3 attempts in vain login attempts, incl. created a new password, I stopped. It is not possible to log in to the app.",1,,After attempt vain login attempt incl created new password I stopped It possible log app,negative,0.89,0.11,0.0
19,2020-02-05 17:43:08,snekdnem🔪,False,worthless,"Basically the app of my dreams. Exactly what I was looking for. However, logging in is impossible. Keeps coming back on login screen😓",1,,Basically app dream Exactly I looking However logging impossible Keeps coming back login screen,mixed,0.5,0.16,0.34
20,2020-02-05 17:55:45,X-bolla,False,Hmmm,"Enthusiastically downloaded the app. Is quite convenient for me as a disabled person, saves walking to the shop / cash register. App installed, after 3 attempts to create account finally succeeded. Then I can't get back in. After filling in login details, I immediately get a login screen again. After several attempts, try app off. Back on it. log in. Same problem. Maybe offered to customers too soon...?. By the way, filling in completely every time is very annoying. There are plenty of apps where you can log in with login code or fingerprint, so easy... (if I can, my mistake but I can't get in as mentioned... 🤯)",1,"{'id': 13398054, 'body': 'Je kunt je registreren met mailadres en wachtwoord, als je voor de eerste keer inlogt kun je een 4-cijferige inlogcode kiezen of gebruik maken van je vingerafdruk. Kijk voor meer informatie op: https://www.bp.com/nl_nl/netherlands/home/producten-en-services/bpme/bpme-voor-ios.html', 'modified': '2020-02-10T12:48:23Z'}",Enthusiastically downloaded app Is quite convenient disabled person save walking shop cash register App installed attempt create account finally succeeded Then I cant get back After filling login detail I immediately get login screen After several attempt try app Back log Same problem Maybe offered customer soon By way filling completely every time annoying There plenty apps log login code fingerprint easy I mistake I cant get mentioned,mixed,0.77,0.05,0.18
21,2020-02-05 18:00:27,Voor met Nas,False,Not logging in,Registration and login very unclear. It seems punctuation marks are not allowed. Logging into the app results in returning to home screen. I'm going to stay in a barrel.,2,"{'id': 13398023, 'body': 'Vervelend om te horen, we helpen je graag op weg! https://www.bp.com/nl_nl/netherlands/home/producten-en-services/bpme/bpme-voor-ios.html ', 'modified': '2020-02-10T12:47:26Z'}",Registration login unclear It seems punctuation mark allowed Logging app result returning home screen Im going stay barrel,negative,0.91,0.07,0.02
22,2020-02-05 21:10:47,GAWSneakerz,False,Ideal for the private,"I never write reviews, but this app really makes refueling a lot better. Put the credit card on it and go with that banana!",5,"{'id': 13398006, 'body': 'Goed om te horen, app aan, tanken en gaan! ', 'modified': '2020-02-10T12:46:51Z'}",I never write review app really make refueling lot better Put credit card go banana,positive,0.26,0.03,0.71
23,2020-02-06 17:16:04,AyrtonYesse,False,Not working app properly,"Used this morning and paid double. At first, the pump numbers didn't work. He indicated at pump in Oirschot that I could refuel at pump numbers 5 to 10, in reality we have pump 1 to M 8. Then refueled and paid at pump 5. I picked up a snack and then it turned out that the refuelling had not been paid to the cash register and had been debited from my account. Also no mail and on the app there is nothing. Idea was good, too bad it doesn't work.",1,"{'id': 13397982, 'body': 'Wat vervelend om te horen dat de betaling niet goed is verlopen, het geld wordt uiteraard automatisch teruggestort. Bij vragen kun je altijd even contact opnemen met: 0800 – 2727270', 'modified': '2020-02-10T12:45:53Z'}",Used morning paid double At first pump number didnt work He indicated pump Oirschot I could refuel pump number reality pump M Then refueled paid pump I picked snack turned refuelling paid cash register debited account Also mail app nothing Idea good bad doesnt work,negative,0.94,0.05,0.01
24,2020-02-06 19:05:27,valentijnll,False,Unfortunately not working on iPhone 6s,"Unfortunately, this app does not work on the iPhone 6s.",1,"{'id': 14491079, 'body': 'Beste valentijnII, BPme werkt ook op de iPhone 6s hoor! Zou je het nog eens willen proberen, met onze nieuwste update?', 'modified': '2020-04-06T13:50:52Z'}",Unfortunately app work iPhone,negative,1.0,0.0,0.0
25,2020-02-08 18:51:23,Fidopup,False,Can't find a gas station,"Installed, location facilities are on, also for this app, but the app can't find a single BP petrol station, even if you're next to it... What good is this going to do you?",1,"{'id': 13397955, 'body': 'We horen graag bij welk station je deze problemen hebt ondervonden? In het menu ""stations"" zie je alle deelnemende stations en in het menu ""tanken""  herkent de app normaal gesproken automatisch op welk station je bent. Wij zijn te bereiken op: 0800 – 2727270', 'modified': '2020-02-10T12:44:46Z'}",Installed location facility also app app cant find single BP petrol station even youre next What good going,negative,0.56,0.28,0.16
26,2020-02-09 09:38:35,Hend 5,False,Scan debit card,Scanning of the debit card is not possible.,1,"{'id': 13397916, 'body': 'Je kunt een credit card scannen of de cijfers handmatig toevoegen. Van iDEAL kun je uiteraard direct gebruik maken! ', 'modified': '2020-02-10T12:43:42Z'}",Scanning debit card possible,negative,1.0,0.0,0.0
27,2020-02-10 13:08:53,dvxxxxxx78,True,Get used to it but works fine,"It takes some getting used to the first time, but after that it works fine. By default you initially pay 150 euros, the overpaid amount was already in my account the next day. However, you can adjust this amount and the next time I reduced the amount. As a suggestion for a new version: I would like to see an overview of my saved Freebees, or possibly a link to my account on the Freebees website, which is a lot more user-friendly. Developer response supplement:. I understand how it works, it's more that a full synchronization or integration of the Freebees into BPMe would make it even clearer. For example, I can see whether the processing of bonuses for extra Freebees is also well processed. For me as a customer, one app per company where I am a customer is enough.",5,"{'id': 13315848, 'body': 'In het menu ""acties"" kun je je FreeBees-saldo vinden en bij ""account"" als je BPme transacties incl. gespaarde FreeBees. Voor alle FreeBees-transacties, ook die buiten BPme om, moet je inderdaad inloggen op freebees.nl. Bedankt voor je feedback! ', 'modified': '2020-02-05T19:03:20Z'}",It take getting used first time work fine By default initially pay euro overpaid amount already account next day However adjust amount next time I reduced amount As suggestion new version I would like see overview saved Freebees possibly link account Freebees website lot userfriendly Developer response supplement I understand work full synchronization integration Freebees BPMe would make even clearer For example I see whether processing bonus extra Freebees also well processed For customer one app per company I customer enough,mixed,0.35,0.01,0.64
28,2020-02-11 05:43:42,Nico Brandsen,False,You can't log in,"After having been in contact several times by phone, logging in is still not possible. Apparently, bp doesn't know how the App works either. Too bad.",1,"{'id': 13742305, 'body': 'Bedankt voor het downloaden van de App en dat je eerder al contact hebt opgenomen met de klantenservice. Er zijn geen technische problemen met inloggen bekend bij ons, je kunt er altijd nog voor kiezen ter verduidelijking print screens te mailen naar-> consumentenservice@bp.com', 'modified': '2020-02-27T14:48:17Z'}",After contact several time phone logging still possible Apparently bp doesnt know App work either Too bad,negative,0.96,0.04,0.0
29,2020-02-11 13:34:10,pharmalogics,False,Error message: pump cannot be released,After the payment I received the message that the pump cannot be released. I still had to walk into the store to pay there too. This happened to me twice. I hope that this issue will be resolved as soon as possible,1,"{'id': 13742464, 'body': 'Bedankt voor het downloaden van de App en het posten van een comment. Jammer dat het niet lukte een transactie te verrichten. Schroom niet contact op te nemen met de klantenservice -> 0800-2727270', 'modified': '2020-02-27T14:57:13Z'}",After payment I received message pump cannot released I still walk store pay This happened twice I hope issue resolved soon possible,mixed,0.73,0.01,0.26
30,2020-02-11 14:49:44,zaka165,True,App works,"App unstable, buttons not working. Update; was malfunction. App works",4,"{'id': 13308669, 'body': 'Als je belt met 0800 – 2727270 helpen we je graag verder!', 'modified': '2020-02-05T12:11:27Z'}",App unstable button working Update malfunction App work,negative,1.0,0.0,0.0
31,2020-02-12 06:59:11,Tessa'71,False,Not being able to determine an amount yourself,"The conditions state that you can determine an amount yourself to refuel, but that is not the case. I could only refuel for 150,- now I know I can get that back but find 150,- a lot to bet.",1,"{'id': 13554983, 'body': 'Hoi Tessa, je kunt kiezen voor een volle tank wat 150 euro is maar je kunt er ook voor kiezen om dit uit te zetten en zelf je bedrag bepalen', 'modified': '2020-02-18T10:03:33Z'}",The condition state determine amount refuel case I could refuel I know I get back find lot bet,neutral,0.18,0.8,0.02
32,2020-02-13 20:43:47,Dennis _NL,False,Worthless development effort,What a waste of digital space. Starts with impossible registration process with a not correct responding app. I gave up and deleted.,1,"{'id': 13555010, 'body': 'Sad to hear, we are happy to help you! Please contact us via 0800 – 2727270 ', 'modified': '2020-02-18T10:04:23Z'}",What waste digital space Starts impossible registration process correct responding app I gave deleted,negative,1.0,0.0,0.0
33,2020-02-14 02:16:50,toverniesl,False,Registering is not possible,You have to have a very long password but after trying 6x it still didn't work out. bad.,1,"{'id': 13555047, 'body': 'Het wachtwoord moet uit minimaal 8 tekens bestaan waarvan 1 hoofdletter, 1 kleine letter, 1 cijfer en 1 speciaal teken. Als je belt met 0800 – 2727270 helpen we je graag verder!', 'modified': '2020-02-18T10:05:39Z'}",You long password trying x still didnt work bad,negative,1.0,0.0,0.0
34,2020-02-16 14:15:02,Willem vd L,False,fast!!,Wonderfully fast and easy!! No cash or anything. A godsend though!👍,5,"{'id': 13555071, 'body': 'Bedankt Willem! ', 'modified': '2020-02-18T10:06:55Z'}",Wonderfully fast easy No cash anything A godsend though,positive,0.0,0.0,1.0
35,2020-02-16 16:10:09,Appspoor,False,Super,"Work ideally, scan credit card and click on a full tank.",5,"{'id': 13555090, 'body': 'BPme, de makkelijkste manier om voor brandstof te betalen! :) ', 'modified': '2020-02-18T10:07:38Z'}",Work ideally scan credit card click full tank,positive,0.0,0.01,0.99
36,2020-02-17 12:43:54,rhimaR72,False,What a pity,hello. 2 dots. 1st due to not working the system I have nicely missed out on my bonus of 10 euros welcome. Always had to pay with the pass instead of with the app. Today finally had a pump that worked but of course the offer was already gone. 2nd please make a button to close the app. I have it on Apple and now have to close the app via open apps. Would be more convenient to place an X somewhere. regards,2,"{'id': 14288885, 'body': 'De aanbieding van 10euro extra FreeBees is nog geldig tot en met 12 mei en deze FreeBees ontvang je automatisch als je met BPme hebt betaald. Misgelopen FreeBees worden vergoed via de FreeBees-klantenservice. \n\nBedankt voor je tip omtrent het sluiten van de app! ', 'modified': '2020-03-27T14:09:49Z'}",hello dot st due working system I nicely missed bonus euro welcome Always pay pas instead app Today finally pump worked course offer already gone nd please make button close app I Apple close app via open apps Would convenient place X somewhere regard,mixed,0.39,0.15,0.46
37,2020-02-19 17:19:46,Daphne S.,False,"IDeal doesn't work, you won't see that until the money's off","What a lousy app. First used with IDeal, after logging into my banking app, a pop-up appears from BP that something has gone wrong and no money has been written off. Then another try and the same report. Separately logged in to my bank app and nice that the money has been debited 2 times. And I was able to pay again because I hadn't refueled yet so all in all three times as much money spent for 1 tank. Customer service BP called, who confirmed that there are problems with iDeal. Don't launch that app yet!!",1,"{'id': 13669950, 'body': 'Hoi Daphne, vervelend dat je problemen met iDEAL hebt ondervonden. Deze zijn inmiddels verholpen! ', 'modified': '2020-02-24T14:22:41Z'}",What lousy app First used IDeal logging banking app popup appears BP something gone wrong money written Then another try report Separately logged bank app nice money debited time And I able pay I hadnt refueled yet three time much money spent tank Customer service BP called confirmed problem iDeal Dont launch app yet,negative,0.86,0.06,0.08
38,2020-02-20 21:29:46,Beek1960,False,Fill in the amount in advance?,Good initiative. but.... Tapping in advance for how much you want to refuel is not convenient. I always fill up a full tank.,3,"{'id': 13669990, 'body': 'Hoi! Als je met een creditcard wilt betalen kun je voor een volle tank kiezen. Wil je met iDEAL betalen dan vragen we je het bedrag te kiezen met een maximum van 150euro, dit moet genoeg zijn voor een volle tank! ', 'modified': '2020-02-24T14:24:13Z'}",Good initiative Tapping advance much want refuel convenient I always fill full tank,mixed,0.5,0.0,0.5
39,2020-02-21 10:49:18,DigiBeet1999,False,Money taken again,"Tried again today to pay with the app. Last time €150 disentanged me from my account taken by bp. Now again, 10€ tried as a test BP Kerkhof in The Hague. Money taken from my account by BP but the pump was not released. Shop manager had a vague story about reservation and then the blame lies with ABNAmro and not bi Bp. Yes nonsense BP it's your app!!!! And my money. Stupid app!! Now I'm really throwing it off!",1,"{'id': 14288871, 'body': 'Beste Digibeet1999, wat vervelend dat het proces verstoord is geraakt. Met BPme betaal je (een zelf gekozen maximaal bedrag) vooruit, waarna het restant binnen 48u wordt teruggestort. Ditzelfde geldt voor transacties die zijn verstoord door bijv. een falende internetverbinding. Als je verder met ons in contact wilt komen kun je altijd contact opnemen via: consumentenservice@bp.com', 'modified': '2020-03-27T14:09:01Z'}",Tried today pay app Last time disentanged account taken bp Now tried test BP Kerkhof The Hague Money taken account BP pump released Shop manager vague story reservation blame lie ABNAmro bi Bp Yes nonsense BP app And money Stupid app Now Im really throwing,negative,0.85,0.14,0.01
40,2020-02-22 14:57:45,Bramd89,False,Outrageously bad,"Just had to pay double because the app didn't work, but made me pay 100 euros in advance. The developers should be ashamed of such a crappy app. Not worth the one star yet.",1,"{'id': 13670008, 'body': 'Wat vervelend om te horen dat je problemen hebt ervaren Bram! Het geld wordt automatisch binnen 48uur teruggestort. Excuses voor het ongemak. ', 'modified': '2020-02-24T14:24:50Z'}",Just pay double app didnt work made pay euro advance The developer ashamed crappy app Not worth one star yet,negative,1.0,0.0,0.0
41,2020-02-22 23:42:19,Denn38,False,location,"I thought I'm going to try the app, nice concept but the location doesn't work 100% for me when I'm at the pump the app can't indicate that I can choose a pump number or that I'm at a pump at all when I can see this in the indicated folder. Can this be fixed otherwise that app is a bit pointless🤷🏼 ♂️",2,"{'id': 13670019, 'body': 'Wat vervelend dat je geen pomp kan selecteren. Zou je contact op willen nemen met de klantenservice (0800 – 2727270) en aangeven welk station het betreft? Dan zorgen wij ervoor dat het zo spoedig mogelijk wordt opgelost. ', 'modified': '2020-02-24T14:25:32Z'}",I thought Im going try app nice concept location doesnt work Im pump app cant indicate I choose pump number Im pump I see indicated folder Can fixed otherwise app bit pointless,negative,1.0,0.0,0.0
42,2020-02-24 10:36:11,e-Ric Ii,False,1st use disappointing.,"App neatly shows which station I'm at. So I choose option 'pump number'. I get the message 'technical problem' with the exhortation 'try again'. Anyway; tried fruitlessly a few times and then upon enquiry in the kiosk it turned out that the app does not work there at all. Then report it; instead of repeating ""try again"" over and over again... 🤬",2,"{'id': 13670127, 'body': 'Helaas is er vandaag een netwerk storing geweest, alle problemen zijn inmiddels opgelost. We hopen dat je nog vaak van BPme gebruik zult maken. ', 'modified': '2020-02-24T14:30:01Z'}",App neatly show station Im So I choose option pump number I get message technical problem exhortation try Anyway tried fruitlessly time upon enquiry kiosk turned app work Then report instead repeating try,negative,0.99,0.01,0.0
43,2020-02-24 14:48:21,..Mark,True,"Knudde, app released far too early","2 x tried to refuel at 2 different pumps, 3x cash collection by BPme succeeds, but no fuel, money after 3 days not back...... After calling money received back after 6 and 4 days. App released way too soon!! Are still teething problems in.....",1,"{'id': 13555053, 'body': 'Wat vervelend om te horen! Als je belt met 0800 – 2727270 helpen we je graag verder!', 'modified': '2020-02-18T10:05:57Z'}",x tried refuel different pump x cash collection BPme succeeds fuel money day back After calling money received back day App released way soon Are still teething problem,negative,0.94,0.05,0.01
44,2020-02-29 11:13:57,burgjaap,False,"Handy, I didn't think so!","According to the app, you have to stay in the car and pay first. Then you get into a barrel, you are €50 poorer and the pump is not released. The app recommends trying again, another €50 poorer and still unable to refuel. There are now three cars waiting for the drivers to wonder what the hell I'm doing. Then only refueled for €50. Turns out there's a note on it that the app isn't working!! Then I had to pay for the refuelling. I assume that I will get the €100 paid through the app refunded, but I will never use this app again!",1,,According app stay car pay first Then get barrel poorer pump released The app recommends trying another poorer still unable refuel There three car waiting driver wonder hell Im Then refueled Turns there note app isnt working Then I pay refuelling I assume I get paid app refunded I never use app,negative,0.84,0.15,0.01
45,2020-03-01 11:25:29,Fast Baller,False,Super handy,I have now used the app 4 times and am very satisfied. No more queuing up to pay. The only thing that can be improved is the time it takes before you can start refueling.,4,,I used app time satisfied No queuing pay The thing improved time take start refueling,positive,0.14,0.18,0.68
46,2020-03-02 16:16:18,Juhu10,False,Easy but...,"Nice this app. I think it's a little cumbersome. Perform many operations before you can finally refuel. Check at home if the overpaid has been refunded. I wonder what goes faster, just pay with an employee or with the app.",4,,Nice app I think little cumbersome Perform many operation finally refuel Check home overpaid refunded I wonder go faster pay employee app,mixed,0.66,0.07,0.27
47,2020-03-02 16:31:12,Surfdude69,False,Scanning debit card not working properly,"Scanning payment cards is not working properly. He does not take my ING pass at all and scans my Open Bank Card, but completely wrong. He also does not take manual input. What a pity",1,"{'id': 14289985, 'body': 'Vervelend om te horen dat het niet lukt om een betaalkaart toe te voegen. Wil je contact opnemen met consumentenservice@bp.com zodat we je verder kunnen helpen?', 'modified': '2020-03-27T15:13:23Z'}",Scanning payment card working properly He take ING pas scan Open Bank Card completely wrong He also take manual input What pity,negative,0.98,0.02,0.0
48,2020-03-04 10:34:53,hupie2,False,Much to improve,Of the 7 times it has failed 4 times ... money written off but not being able to refuel,1,"{'id': 14289398, 'body': 'Beste hupie2, wil je contact opnemen met consumentenservice@bp.com, zodat we je verder kunnen helpen?', 'modified': '2020-03-27T14:38:46Z'}",Of time failed time money written able refuel,negative,1.0,0.0,0.0
49,2020-03-04 20:47:49,Erwtensoep69,False,Motorcyclists are not allowed to participate,"As a motorcyclist, I used BPme for the first time this morning. Only after the transaction did I come across the FAQ in the app for transactions. It states that motorcyclists are not allowed to participate due to safety measures. Whether I refuel with my phone in my pocket and pay afterwards or if I do that in advance at the pump. My phone won't disappear overnight. And that while I often see motorists calling while refueling. Very strange. I saw BPme as a solution if you can't pin at the pump. Now I have to take off my helmet before I can get in. Let's go to Shell. That's where I can pin to the pump. A missed opportunity BP.",1,"{'id': 15388106, 'body': 'Beste Erwtensoep69, goed nieuws: het is nu ook voor motorrijders toegestaan om BPme te gebruiken. We zien je graag binnenkort bij een van onze stations!', 'modified': '2020-05-18T10:18:02Z'}",As motorcyclist I used BPme first time morning Only transaction I come across FAQ app transaction It state motorcyclist allowed participate due safety measure Whether I refuel phone pocket pay afterwards I advance pump My phone wont disappear overnight And I often see motorist calling refueling Very strange I saw BPme solution cant pin pump Now I take helmet I get Lets go Shell Thats I pin pump A missed opportunity BP,negative,0.94,0.06,0.0
50,2020-03-05 19:44:07,Wsdretyhhv,False,super. I like it.,cozy...,5,"{'id': 14289189, 'body': 'Dank voor je mooie beoordeling Wsdretyhhv!', 'modified': '2020-03-27T14:27:53Z'}",cozy,positive,0.01,0.01,0.98
51,2020-03-10 15:39:18,Maakbijnaam.a.a.n,False,useless,"The app can't find locations, even if you're already at the pump. For me as a motorcyclist, the app would be useful because I don't want to go in but just want to pay and get out. As someone else pointed out, it was only to Shell.",1,"{'id': 15388270, 'body': ""Beste Maakbijnaam.a.a.n, goed nieuws: het is nu ook voor motorrijders toegestaan om BPme te gebruiken. Als je in de app de filter aanzet voor 'BPme beschikbaar', zie je welke tankstations deelnemen (inmiddels ruim 85%). We zien je graag binnenkort bij een van onze stations!"", 'modified': '2020-05-18T10:22:10Z'}",The app cant find location even youre already pump For motorcyclist app would useful I dont want go want pay get As someone else pointed Shell,negative,0.71,0.17,0.12
52,2020-03-11 19:29:43,Edjuh1975,False,Not working,"first time I was redirected to the payment site neatly was sent back to the BPme app pump could NOT be released try again, so again tried pump can NOT be released, report in the shop get well the hiccups, NO sir there is nothing wrong, so I refueled and but paid cash I come home what do you think 2x 50€ written off , now just written off the same problem again 50€ and again that the pump is not released, I am done with it. Nice if you are sl tight with cash and have to wait 3 days for your money and no longer have pennies for a 2nd refueling.",1,,first time I redirected payment site neatly sent back BPme app pump could NOT released try tried pump NOT released report shop get well hiccup NO sir nothing wrong I refueled paid cash I come home think x written written problem pump released I done Nice sl tight cash wait day money longer penny nd refueling,mixed,0.51,0.0,0.49
