,isEdited,userName,review,developerResponse,title,rating,date
25,False,Hoody47,If you lose your phone or your account is compromised and someone uses this app then you are liable for charges until the following business day.  Lose it on Saturday long weekend you’re liable until Tuesday.,"{'id': 1999418, 'body': 'Hello, \nthanks for flagging your concern to us. We take privacy and security seriously at BP and have a number of safety measures in place to ensure customers are protected.\n\nLike most payment apps, a four-digit pin number or fingerprint ID are required each time you want to use BPme.\nWe suggest keeping your passwords and PIN numbers confidential and secure.', 'modified': '2017-12-12T05:20:11Z'}",Read the terms and conditions,1,2017-12-09 10:17:37
26,False,a$hh,"Great app, but given how hard BP pushes Velocity, it surprises me there's no Velocity functionality in this version. Hope to see it in the future.","{'id': 1999452, 'body': 'Hi there,\nthanks for your feedback, we are happy to hear that!\nFor the initial launch, we introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier, watch this space.', 'modified': '2017-12-12T05:25:13Z'}",No Velocity Functionality,3,2017-12-10 06:43:34
27,False,nicjolley,Fantastic idea and app and great job BP,"{'id': 2242705, 'body': 'Hi Nic, We thank you for your feedback and are pleased that you are happy with our offering.', 'modified': '2018-01-08T23:31:46Z'}",Brilliant,5,2017-12-10 07:54:24
28,False,Amberino67,But what about swiping the velocity card? Where does that fit in? Or we have to go inside and pay and swipe velocity?,"{'id': 1999502, 'body': 'Hi,\nthanks for the feedback, we are thrilled to hear that!\nFor the initial BPme launch, we have introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier, watch this space. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.', 'modified': '2017-12-12T05:28:14Z'}",Great app,4,2017-12-10 09:33:52
29,False,one eyebrow raised,After spending the last 2 years investing in the Velocity Rewards program it seems pointless to start using BPme if I can’t use BP Rewards,"{'id': 1999407, 'body': 'Hi,\nFor the initial BPme launch, we have introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier, watch this space. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.', 'modified': '2017-12-12T05:17:58Z'}",Why not link it to Velocity Rewards?,1,2017-12-10 10:11:06
30,False,VNIYER,I have looked everywhere and don’t seem to find an option to enter Velocity frequent flyer number as you can swipe at the counter to earn points. Well the only other way you could possibly earn points is by using the credit card that is associated.,"{'id': 1999361, 'body': 'Hi,\nFor the initial launch of the app, we introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier, watch this space. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.', 'modified': '2017-12-12T05:05:20Z'}",No option to include Velocity Frequent Flyer number to earn points,3,2017-12-10 12:11:00
31,False,Beachy1221,"Love the concept. Worked great. Just the app is too slow to load. It takes a minute or two sitting in the car for the app to load, select location and then the pump. Each screen taking 10-15 secs to load. 

I had the car behind me beep because I hadn't got out the car yet. 

Please make it faster and this would be great. 

IPhone 7, touch Id enabled","{'id': 2058478, 'body': ""Hi Beachy1221,\nWe're sorry to hear you had this experience and thank you for letting us know. We are looking into this further to understand what causes this. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience and we will pass this on to the developers"", 'modified': '2017-12-18T01:50:17Z'}",Great concept. Slow app,3,2017-12-10 13:29:38
32,False,SteveOL74,How can my credit card be already charged $1 when I haven't even used the app yet!?!,"{'id': 1985359, 'body': 'Hi Steve,\nBPme is free to download, however  as with many mobile payment apps, there is a $1 pre authorisation hold by your financial provider to ensure the payment method is valid. This will be released by your financial provider. The time it takes will vary depending on the card issuer or bank. We suggest you contact your bank directly if you have further questions.', 'modified': '2017-12-11T05:47:46Z'}",Charged $1 and haven't used it yet!?!,1,2017-12-10 14:36:21
33,False,Nljhgh,"Well done to the developers and BP for being at the forefront. Great for parents or people who don’t like to talk to people.

Would love to see fleet card added in the next phase as I have a company car.","{'id': 2242746, 'body': 'Hi there, We thank you for your feedback and are pleased that you are pleased with our offering .Unfortunately the Motorpass/Fleet card isn’t being accepted by BPme at this time, however, will be soon added along with a number of other third party cards in the future.', 'modified': '2018-01-08T23:45:42Z'}",Good Start BP,4,2017-12-11 07:47:05
34,False,8500959,This app is useless without credits for Velocity points.,"{'id': 1999359, 'body': 'Hi there,\nFor the initial BPme launch, we have introduced the fuel payment function to help customers save time. We are planning a whole range of exciting new offers to make our customers lives easier, watch this space. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP.', 'modified': '2017-12-12T05:04:00Z'}",Velocity points please.,1,2017-12-11 11:32:02
35,False,C_Review,"Just downloaded and major kinks in the app. TouchID and pin not working, can’t change email address. Logging in takes too long.","{'id': 1999530, 'body': 'Hi,\nWe really want it to work for you! If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted.', 'modified': '2017-12-12T05:30:50Z'}",Kinks in the app,5,2017-12-11 12:09:40
36,False,Che Che Deluxe,"App stopped responding after pumping fuel. Followed the phone number link in the app for help - the person I reached was clueless, I had to explain what BPme is to them.

The app eventually stated that it’s taking longer than usual to process payment and to leave the station, but the attendant was unconvinced and tried to get me to pay twice.

Don’t waste your time like I did.","{'id': 2022636, 'body': ""Hi there, we're extremely sorry for the experience you received. Could we please ask you to email aucustcare@bp.com with your contact details and site you attempted to use the app as we'd like to look into this further for you."", 'modified': '2017-12-14T00:11:08Z'}",Failed on first use,1,2017-12-11 13:43:54
37,False,thelastname,No option to add velocity card number to earn points. Pretty poor.,"{'id': 2024108, 'body': 'Hi there, \n\nFor the initial BPme launch, we have introduced the fuel payment function to help customers save time. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2017-12-14T03:52:46Z'}",No velocity number,1,2017-12-11 23:59:30
38,False,lorettadee,"BEWARE - I just filled my car at a BP and when I tried to use App I was told it's not available at this station yet. As I had no money with me, I went inside and attempted to pay by credit card (I know my details off by heart) but they wouldn't accept it. I had to leave my phone, drive home to get money and drive back. Don't know why they're advertising something that isn't even working yet.","{'id': 2078707, 'body': 'Hi Loretta, thanks for your review and we are sorry to hear that you had to go back home to get money to pay for your fuel. The app is available at over 500 (and rising) BP stations across the country, and will continue to grow during 2018. If you have not already, please make sure to check the Station Finder in your app to find your nearest BPme enabled station.', 'modified': '2017-12-19T12:05:49Z'}",lorettadee,1,2017-12-12 02:15:54
39,False,Mifstar80,I would love to use this app however I use BP due to their partnership with velocity rewards. Looks like I will still have to go Instore for the time being.,"{'id': 2022624, 'body': ""Hello, you're absolutely right. Your Velocity card cannot be used when paying via BPme. You can however continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. We hope you can enjoy the convenience, ease and time that BPme provides with paying for fuel from the comfort of your car."", 'modified': '2017-12-14T00:07:35Z'}",Looks good but can’t use without velocity integration,4,2017-12-12 08:58:13
40,False,eugeenlerey,This is such a great app but my only issue is that it would’ve been better if the velocity card is linked to the app because I still had to line up to get the points for my velocity card.,"{'id': 2242714, 'body': 'Hi Eugeen, We thank you for your feedback and are pleased that you are happy with our offering. New features and functionality for BPme will be made available in the future.', 'modified': '2018-01-08T23:34:52Z'}",Velocity Frequent Flyer?,4,2017-12-12 11:49:50
41,False,digitalboss,I would like to withdraw the review sent earlier today. Issue has been resolved,"{'id': 2022618, 'body': 'Hello! Great to hear we were able to resolve your issue so quickly, thank you for the follow up review.', 'modified': '2017-12-14T00:05:41Z'}",Withdraw Review,1,2017-12-12 12:37:14
42,False,Womblton,Good start. When velocity is added it might be usable. The station finder showing prices is a bit of a no brainer feature as well,"{'id': 2058449, 'body': 'Hi Wombleton,\nFor the initial BPme launch, we have introduced the fuel payment function to help customers save time and we intend to introduce new features over time. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Unfortunately, at this stage we have no plans to integrate fuel pricing into the app.', 'modified': '2017-12-18T01:48:29Z'}",It’s a start,3,2017-12-12 12:44:11
43,False,jacngeorge,"Fast, simple and convenient","{'id': 2078583, 'body': ""Hi Jacngeoff, thanks for taking the time to review this app. We're so happy to hear that! BPme has been developed to make everyday life for Aussies a little bit easier, so we're glad you can enjoy the benefits."", 'modified': '2017-12-19T11:53:06Z'}",So easy to use!,5,2017-12-12 15:44:20
44,False,Tze96,Should also allow users to include their Velocity membership number to earn points with each transaction.,"{'id': 2058456, 'body': 'Hi there,\nFor the initial BPme launch, we have introduced the fuel payment function to help customers save time and we intend to introduce new features over time. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future', 'modified': '2017-12-18T01:48:50Z'}",Not bad for a first effort,3,2017-12-13 01:58:53
45,False,Mcguyver63,"No option to claim velocity rewards which is the only reason I buy BP anyway.

Also apparently not allowed to use on a motorcycle. Would be nice to not have to remove helmet and pay at the pump.

Fail !!","{'id': 2022609, 'body': ""Hello, you're right about Velocity and motorcycles with BPme. \n\nWhile you cannot use your Velocity card via our BPme app, you can continue to use your Velocity Frequent Flyer card in-store.\n\nWith respect to motorcycles - rules about mobile phone usage outside your vehicle have not changed and remain unacceptable. You can, however, safely use your phone (and BPme) from the comfort of inside your stationary vehicle. Given the nature of a motorcycle, they do not comply with this rule. Please do contact aucustcare@bp.com if you have any further questions on this."", 'modified': '2017-12-14T00:03:54Z'}",No velocity or option for motorcycles,1,2017-12-13 09:50:00
46,False,Jakm74,I set it up on my iPhone sitting on my bed instantly a withdrawal from Docklands Melbourne. Better of walking in shop instead of them just taking money when not even there receiving anything.,"{'id': 2034354, 'body': 'Hi There, \n\nBPme is free to download, however  as with many mobile payment apps, there is a $1 pre authorisation hold by your financial provider to ensure the method is valid. This will be released by your financial provider. The time it takes will vary depending on the card issuer or bank. We suggest you contact your bank directly if you have further questions.', 'modified': '2017-12-14T23:16:29Z'}",Money out,1,2017-12-13 23:20:28
47,False,"Lost in Space, or Melbourne","What’s the point of launching this without Velocity integration?  The people that benefit from this app are the frequent BP users, pretty much all of whom would be swiping their Velocity cards.  If it’s not ready don’t launch it, it gives your valued frequent customers the appearance that they’re not valued after all...","{'id': 2057269, 'body': 'Hi there, \n\nFor our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice.', 'modified': '2017-12-17T23:33:42Z'}",Incomplete and shows how little BP value loyalty,1,2017-12-14 01:17:09
48,False,Benno2727,With no link to Velocity this App serves no purpose. I would suggest releasing and App that is only half developed is pretty stupid!,"{'id': 2034344, 'body': 'Hi Benno2727, \n\nFor our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future.', 'modified': '2017-12-14T23:14:32Z'}",Worthless,1,2017-12-14 12:53:45
49,False,Sandyelkh1979,"I went through the steps to register, but everything time I login, it goes through the security question and PIN number set up again (which I have already done). Once I fill that info in again, it comes back and tells me my email is already registered. Would love to use this app but it just isn’t working.","{'id': 2057264, 'body': 'Hi, \n\nWe really want it to work for you! If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted.\n\nThanks', 'modified': '2017-12-17T23:32:35Z'}",Not working,1,2017-12-14 21:04:12
50,False,DR Brendan,Why release the App and not have it available at the biggest service station in Melbourne???,"{'id': 2036455, 'body': 'Hi There, Thank you for your interest in BPme. The app is available at over 500 (and rising) BP stations across the country, and likely to build to 700+ stations in the new year. To check your nearest BPme enabled station, simply find the nearest BP participating station in the Station Finder.', 'modified': '2017-12-15T05:32:03Z'}",Doesn’t Work,1,2017-12-14 21:30:13
51,False,Djtilto,A great concept but without Velocity Rewards being linked to it utterly useless to me. If they can get that sorted I would definitely use this app regularly.,"{'id': 2057287, 'body': 'Hi there, and thanks for your review. For the initial BPme launch, we have introduced the fuel payment function to help customers save time. BPme is transformational and we are planning a whole range of exciting new offers to make our customers lives easier. You can continue to use your Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP. Watch this space for new BPme features in the future. Thanks again!', 'modified': '2017-12-17T23:36:41Z'}",Needs Velocity Rewards,3,2017-12-14 23:34:39
52,False,steve7154936519,Great app & great for customers except there is noway to collect velocity points through the app. Can’t be hard to implement so clearly the cost of app & lost sales from Instore impulse purchase planned to be offset by removing velocity points. Such a shame - could have been a real winner.,"{'id': 2057249, 'body': 'Hi Steve,\n \nFor our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice.', 'modified': '2017-12-17T23:28:08Z'}",Awesome concept but what about velocity pts,1,2017-12-15 00:35:06
53,False,SmithyL,Would totally use but can’t register motorpass card?,"{'id': 2103382, 'body': 'Hi There, \nThank you for your interest in BPme. Currently you can pay for fuel with Visa, MasterCard, Amex and PayPal. Complimenting this is the BPme for BP Plus Fuel Card app which accepts the BP Plus card. Unfortunately the Motorpass card isn’t being accepted by BPme at this time, however, will be soon added along with a number of other third party cards.', 'modified': '2017-12-21T22:56:26Z'}",Can’t use motorpass??,1,2017-12-15 07:45:43
54,False,sl24au,"Just did setup. Entered AMEX details. I now have notification that I have been charged $1:00, why? Can’t see where I was advised that I would be charged for setup.","{'id': 2057277, 'body': 'Hello, the $1 charge is just a hold by your financial provider to ensure the payment method is valid. The time it takes will vary depending on the card issuer or bank. We suggest you contact your bank directly if you have further questions relating to this.', 'modified': '2017-12-17T23:35:25Z'}",Charged $1:00 for setup. Why,1,2017-12-15 09:33:54
55,False,Macs r coolz,Love the app but it should have support for motorbike riders.,"{'id': 2057325, 'body': 'Hi there, rules about mobile phone usage outside your vehicle have not changed and remain unacceptable. You can, however, safely use your phone (and BPme) from the comfort of inside your stationary vehicle. Given the nature of a motorcycle, they do not comply with this rule. Please do contact aucustcare@bp.com if you have any further questions on this, thank you!', 'modified': '2017-12-17T23:38:55Z'}",Great app but needs motorcycle support,5,2017-12-15 11:46:50
56,False,katenal1109,"I'm in registering progress now, waiting for searching my location and nearest station for 15min, showing ""Hmm. You don't seem to be near station""with grey waiting circle turning on the side.
Grey circle is keep on tuning..I'm keep on looking at it...waiting...now I'm almost hypnotised... help!!!
Then I've found a button 'go to station finder' and clicked it, wow lots of stations near me, so what should I do next?
I still cannot find any button like ""select this station as my station"". Why am I stuck here even I'm quite an intelligent and still young? I 've checked the app privacy/setting for a location configuration. Also I ran the 7eleven fuel app to double check if the phone is problem. 7eleven app works normally.","{'id': 2058344, 'body': ""Hi Katenal1109,\nWe're sorry to hear you had this experience. Our app developers are constantly working behind the scenes to ensure our customers have the best user experience. If you can drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted.\nThanks"", 'modified': '2017-12-18T01:41:26Z'}","Stuck at the ""Select your location""",1,2017-12-16 05:53:38
57,False,R@T666,The main reason I use BP is to get velocity points. Until they add velocity to this app I will not use it.,"{'id': 2057221, 'body': 'Hi There, \nFor our BPme launch, we had always planned on introducing only the fuel payment function to help customers save time. We intend to introduce new features to the app in the future. Customers can continue to use their Velocity Frequent Flyer card in-store to earn and redeem points on fuel and retail purchases at BP until further notice.', 'modified': '2017-12-17T23:20:38Z'}",No Velocity support,1,2017-12-16 22:52:29
58,False,sky999999,Doesn't have Apple Pay its not for me.,"{'id': 2175350, 'body': ""Hi there, \nThis is just the start for BPme and we're constantly looking at ways to improve our customer offer. Keep an eye on the app for more exciting innovations, including payment methods and features in early 2018."", 'modified': '2018-01-01T21:39:12Z'}",No Apple Pay,1,2017-12-17 06:55:51
59,False,EJYX,"can’t login, can’t reset password, just waste time","{'id': 2057458, 'body': ""Hi There,\n\nSorry to hear you've not had a great experience, it seems very strange. In saying that, we have just launched so we expect an occasional issue may pop up – if you could pass along details about what your experience was to aucustcare@bp.com we will look into it for you. Thank you.\n\nThanks"", 'modified': '2017-12-17T23:51:48Z'}",Worst ever,1,2017-12-17 07:21:50
60,False,Holdenboi,"This app has the potential to be great but needs some fine tuning. It’s very slow to get thru the steps to actually fill the car. Once you have filled it, it can take a few minutes to realise you have finished and are ready to leave. As they were busy inside they didn’t accept the payment for a while so I thought it was having issues. If you iron out the kinks and make it more user friendly on both sides and faster it can be great.","{'id': 2058391, 'body': ""Hi Holdenboi,\nWe're sorry to hear you had this experience and thank you for letting us know. If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll help get it sorted."", 'modified': '2017-12-18T01:44:32Z'}",Has Potential,2,2017-12-17 12:31:02
61,False,Missy Belle,Just registering and logging into this app is extremely slow and this was while at home running on WiFi right next to my NBN router. Not really going to be rushing to use this at a busy station in Sydney when walking in a paying by tapping my card will be significantly faster. Need to work on performance improvement and then I’d be all in for this app.,"{'id': 2071864, 'body': ""Hi Missy Belle, BPme has been developed to make your life a little bit easier, but we still  want to ensure your personal details are safe and correct, which is why there are a few steps to registering for BPme, inclusive of the SMS phone verification code as well as email confirmation link when setting up the app. As BPme requires a payment method to be loaded into the app, we want to ensure the security of this information is highly protected. You need to add your PIN every time you open the app and the app automatically locks after 30 minutes of inactivity. If you log out of the app completely, you'll need to put in your password and answer the security question next time you log back in to keep your details secure."", 'modified': '2017-12-19T00:50:04Z'}",App extremely slow,2,2017-12-18 07:37:49
62,False,@Real Fred Smith,Saw an add for this app on TV. Must have spent a fair few dollars on that. Should have spent it on getting the app to work. Falls over every time at the login screen so it’s unusable. It’s maddening that a large business can still produce fundamentally flawed apps.,"{'id': 2071487, 'body': 'Hi Fred, \nWe really want it to work for you! If you drop a note to aucustcare@bp.com with details about what’s not working, we’ll send your insights to the developers and help get it sorted.', 'modified': '2017-12-18T23:14:40Z'}",Madness,1,2017-12-18 09:58:57
