,reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
11,gp:AOqpTOGalNDsnxqLL19OP1PjKdEdqplaxjPyFja046dQvcUCcqQqA_EdmiC9td7fHUGnwNysdy8-4gC_nAur,Dvi Zirafos Plius,"Well, it is not possible to add nectar card as it keeps on saying that pasword or card number is incorrect :( but it is not true, I can easily log in on homes pc or my mobile device. You need to sort it out  this bug!!!",1,1,1.14.0,2018-01-06 22:14:17,Thanks for your review. If you are able to contact us at bpmeuk@bp.com with a few more details one of our technical team would be happy to look into your account in a bit more detail to see what is causing the issue with your Nectar card. Thanks from the BPme team.,2018-01-10 18:33:42
12,gp:AOqpTOFJOYlgse-s7Fgq47Y1hgUxVZqDc2j9wtWL9_A34eF5B8FOxyzUnYOMgzE6unJHwPHvp_IpI_fZJY76,Stuart Moffat,"Worked great!  Signed up online, added nectar card and credit card, went my to local BP Connect today, selected my pump, filled the tank and drove away - Easy and very convenient!",5,3,1.14.0,2018-01-21 03:20:31,,
13,gp:AOqpTOFrkZ2mWwvg9JgH1L5mXhXAvMw-glOyOl2JgjvgUrURrHVfI-dytEYvYTLx9Oz5VqFMNVMHjYHZnSun,Pratheepan Somasundaram,I tried to fuel a fix amount but it stopped before reach that amount,3,0,1.14.0,2018-01-25 04:16:36,Thanks for the review. Currently we are stopping BPme transactions on some sites a small amount (typically &lt;£0.50) short of the requested amount of fuel while we make sure that as many of our pumps as possible can stop on exactly the right amount. We are working to remove this buffer over the coming months. Thanks from the BPme team,2018-02-02 20:06:15
14,gp:AOqpTOHinvy5cACes8ikZrcrz5Zt3dGFfOXl08DVyt15__kckOBkxCOAGXiAyVsadQRUFL8cAY--1xE_ylRC,Chris Bush,Works great! So much faster than queueing in store!,5,0,,2018-01-26 17:07:23,Thanks for the review Chris. Really glad to hear you like BPme. It is definitely quicker than queuing in store. Hopefully you are finding something great to do with the time you have saved. Thanks from the BPme team.,2018-02-08 21:20:04
15,gp:AOqpTOFFCZATrnjO0raKuG2bjyHdCFXLSbeagaO9yTqPDhWS9Bt58t_ghIxNldfNqmrLxv_t8fm_IRs1oAl0,Janu Shrestha,Its amazing. The fact that we can link it Nectar is great feature,5,0,1.14.0,2018-02-01 04:21:13,,
16,gp:AOqpTOF90NFNOaU70_ImAar9aDNx87B4uO7ZDLKkDLFo29pOZsIbmuyu_1m1-spMBaXf8afQXkAGeGDcBsfX,Richard Westell,Issues adding PIN. Issues adding card. Deleted.,1,0,1.16.1,2018-02-02 03:26:35,"Hello Ricardo, we are really sorry to hear you are having some issues with getting your PIN set-up and adding a card to your wallet. If you are able to drop us a quick email to bpmeuk@bp.com with the email address you have used to register for BPme we can arrange to have your account reset which will resolve this issue. Thanks from the BPme team",2018-02-02 19:53:04
17,gp:AOqpTOHo5MlsBSjvA60c_9RuAztXS-10DGVtnDIsMh2-V7GyRu6IcU9IciDuhr6iw7TkaV6_I-SJglFBb7fS,EIRINI SPYRATOU,Not worked once...keeps rejecting pin even after resets etc...will uninstall,1,0,1.16.1,2018-02-03 16:03:40,"Hello Eirini, we have seen a very small number of instances of PIN resets not working correctly. Logging out of the app and logging back in allows the new PIN to take effect. We are working hard to fix this bug but in the meantime if this doesn't work then please contact us at bpmeuk@bp.com and we can re-set your account. Thanks",2018-02-06 16:42:40
18,gp:AOqpTOE7M5ljtc-4tEUJhjKAzNNikCf70oPSfgbmLHjXpbZGjn5nJ7543MZgwpVPFMDXwGibTAcEVcF6RYba,UMAR ALI,Unable to proceed from from adding a security question and answer,1,2,1.16.1,2018-02-03 20:23:54,"Hello Umar, we are really sorry to hear you are having some issues with getting past the security question set-up. If you are able to drop us a quick email to bpmeuk@bp.com with the email address you have used to register for BPme we can arrange to have your account reset which will rectify the issue. Thanks from the BPme team",2018-02-06 16:39:24
19,gp:AOqpTOHaORfnNukZgYfomFRHDpxccWvRVKbC0RDfPXASzM_kP20gXsenbJqH-Mz-s6tG2-Ghlq7RF3rkVbby,Marc Mawdsley,"All I get is a white screen, if I'm really lucky a black screen, waste of time.",1,1,1.16.1,2018-02-06 02:43:41,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:54:26
20,gp:AOqpTOEYv0sXaBYQJKjGaeO6ALdi83ibXdRUQ1jYAEEMVs6y_MZ7-JCw9l67EA-IOtFiieznJi2lmTRuzIFX,Alex Borresen,"Worked well, no issues",5,0,1.16.1,2018-02-06 02:57:37,,
21,gp:AOqpTOHMx42gnJEbCojLbrRRLGEbUHrJY-pUh0jZU19c_l1lW5S6zfnNorzrohqNZrOcyj_tHY8soQ2eeh9l,Cali Giblett,Keep saying my pin password is wrong even though it isn't I reset it and still that same issue. ......,1,1,1.16.1,2018-02-06 19:38:49,"Hello Cali, thanks for your review. We are sorry to hear you are having trouble re-setting your PIN. If you are able to get in touch via bpmeuk@bp.com then our support team will be able to help to resolve this issue. Thanks from the BPme team",2018-02-08 21:10:41
22,gp:AOqpTOH1kUfFvMHK2RmSUsyTiGmPPdEWNLYahz877aZo59c4Vk3Pzl_Ya2300XgGEo48R28J8mKLMRxZieeq,Trev Taylor,Just an edit to my previous review.  Since I have a flip case so the screen goes off.   The app will white screen when you open the app and it'll sit like it forever but close the flap so the screen goes off immediately after starting up the app.   Then the app will start normally.,2,1,1.16.1,2018-02-06 19:53:25,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:54:11
23,gp:AOqpTOFyhEljYh3H7glHXoDeLGYPs1mNn2dAkpygEyiUVqlf-DXznRivURCYLlr_rNjw4_be-z7FLm-la8RV,Lawrence Scott,"Can't link to Android Pay as payment method, as I use different cards to pay for fuel",3,1,1.16.1,2018-02-07 01:16:11,"Hi, we are constantly working to add new payment methods to the BPme app. If you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:54:00
24,gp:AOqpTOFTdJ606_fl0Qbc3o8XfjMeTym3GlRoC3XMWRpxftIfRm3mM4tV7knrd3wofXYAMphJDIMHi2W9L_9h,Lee Scott,Will the option of adding a bp fuel card as payment be an option in future updates?,3,1,1.16.1,2018-02-07 07:16:30,"Hello Lee, thanks for your review. I am pleased to say that the BPme team are busy right now enabling the BP Plus fuel card for use within BPme. This feature will be available later on this year and we will be communicating this out directly with our Fuel Card customer Fleet Managers. Thanks from the BPme team",2018-02-08 00:43:32
25,gp:AOqpTOGFvi4fNNGhCJ8WQkLrz3kutTZR86klYHK4dNeOoFb2FKCofphOYDW2Fcx8jG83L4M1saRGwxvShLoL,Kenny Laing,Very easy to set up and use. The support team is very knowledgeable and will quickly sort out any issues.,5,1,,2018-02-08 02:43:52,,
26,gp:AOqpTOHxSHyLVd0NXyUPnoWmXuLR4yL_eH2PYkQAQdkh8OrpV4D_Bb-ehinO-td_AL_D-Wp3542ADJ8JMytL,Dominic Whalley,"Please add under your refine list ""bunker"" like your old app other than that it's a decent app and until the bunker is added i will keep it at 3 stars",3,0,1.16.1,2018-02-08 05:44:12,"Hi Dominic, thanks for the review. We have passed your suggestion on to our development team so keep an eye out for updates to the station finder service as part of an upcoming release. Thanks from the BPme team",2018-02-08 21:07:50
27,gp:AOqpTOH7wtJm8SKS5_P4hAhWT8e9obXmbN-g5fYIVpccwTKVLHXQJcFAO4L-D0rJGPHCLind59BLOtLGifYm,Benjamin White,Only gave this 2 stars as it keeps saying my Nectar password or number is incorrect when it is not. If I can't claim Nectar via the app there is no point using it. Gutted,2,4,1.17.1,2018-02-10 03:57:39,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:53:47
28,gp:AOqpTOFW61IhWeYuCf9l5cOv8NfiUUBUpf2ZCE3-wAcAUNfdMwRAlcA_5wvvU_i5saaqhRIUOhU_TaUKy80j,Jason,Won't let me lol in said my account is deactivated I only used it once and it wouldn't let me log in. Total waste of time,1,0,,2018-02-12 21:11:36,"Hello Jason, thanks for your review. We are sorry you are having problems getting access to BPme. If you are able to contact us on bpmeuk@bp.com our security team will investigate your account and determine what needs to be done to get you account unlocked. Thanks from the BPme team",2018-02-13 16:55:07
29,gp:AOqpTOG6GvEPu3w45UmOYEJ_RnATfnaOfQbnZevNxLSBHRv73_BVVrKsiR5dkHSSvWazHc3fUGyAG3xV6HLd,rajan shah,It's not working at all,1,0,,2018-02-13 04:40:50,"Hello Rajan, thanks for your review. We are sorry to hear you are having troubles getting BPme to work. If you are able to send us a mail to bpmeuk@bp.com with some more details of the issues you are experiencing then our technical team would be happy to look into these issues in more detail. Thanks from the BPme team",2018-02-13 16:54:43
30,gp:AOqpTOFjKzELml9WGgwhJHZqvSK8T4LH05ROl_NJw135hIukScK79YyhsErqe0DjxJHJCMRwjc8HZmvkwd7v,A Google user,Couldn't be easier!,5,0,1.17.1,2018-02-13 04:46:15,Thanks for your review! Really glad you like the experience. Thanks from the BPme team,2018-02-14 21:06:48
31,gp:AOqpTOHIZ0ZrjXXqTUXJd-OGx25ELeVazRxB_tVeVnKF34CbhC3P80tPxStwgob-ObsDQZAEoi5yalj_3hNC,Roger Lydford,this app is not working on my phone.  I have downloaded it 3 times and still not working. its stuck on security question.   I'm still stuck.there.,1,0,1.17.1,2018-02-15 01:47:20,"Hello Roger, thanks for your review. We are sorry to hear you are experiencing problems using BPme. If you are able to contact us on bpmeuk@bp.com to confirm the email address you have used to register for BPme we will reset your account which will resolve this issue. Thanks from the BPme team.",2018-02-14 21:06:13
32,gp:AOqpTOEdLGsTP7dnCZfjN6RR_qqe2zh3EA-E-S9UsqxzBSu5xHOoMwofFdTm91_ZPXqMbhlxuAQnDPJkAdOU,David Shaw,"Absolutely useless.. Had problems setting up account and the finder does not state wether the station has a HGV lane or not.. The old version was way, way better.",1,1,1.17.1,2018-02-15 16:30:55,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:53:37
33,gp:AOqpTOEg15zGS7Xp8X_YLfxqaLDEWEDxhqOKXTsXix11sv5-quJUaWjf0R72j03HIQ_hu3XN_jdeeKhGBg2J,A Google user,"Great idea for those with mobility issues, kids in the car, dont want to join the queue behind twenty people doing a weeks shopping whilst one cashier is working and four other staff are pondering the crisp display or having a chat in the sandwich aisle or pretending to do vital paperwork relating to the days sales of lukewarm costa coffee but if you can't add some UK bank payment cards, including in my case a Barclays Company MasterCard (so not exactly rare I would imagine) you may as well dump the app. If you're having a problem with some UK banks (seemingly Barclays is one of them) then don't release and advertise the app until you've sorted it. Oh, and maybe explain to the staff that the reason you fitted six tills is so that when there's a queue half way round the store, they can maybe go help the one person that's actually serving customers.",1,2,1.17.1,2018-02-16 03:48:29,"Hi, we are constantly working to add new payment methods to the BPme app. If you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:53:29
34,gp:AOqpTOGukYzSiuncWclrEMBBsXNrVVZ-cf9s1aO77bY5X1gfuncj9xFAv1gEJsE2NKDCgLUdwQJ_iInXtkwu,A Google user,Got stuck at the security question and wouldn't let me move on. Tried reinstalling to no avail. Pity would have been handy!!!,1,0,1.17.1,2018-02-17 01:56:26,"Hello there, thanks for your review and sorry to hear you are having some trouble getting BPme set-up on your phone. If you are able to get in touch with us at bpmeuk@bp.com confirming the email address you used to create your account we can re-set your account which will resolve this issue. Thanks from the BPme team",2018-02-19 19:45:55
35,gp:AOqpTOHS1R51SABn8spcJ6WBouoOBKA4M7fu8qGODUk7C2F3yVrrUDcOPj69Bx6UkdnkINRMR79eB86_2PX4,Gus Glen,"Useless. Can't even register as it won't let me get past the ""security question"" page. I select my question and it just sticks there.  Fix your glitches and I'll maybe try again in a few months.",1,1,1.17.1,2018-02-19 01:33:38,"Hello Gus, thanks for taking the time to review the app and apologies for the issues you are facing. If you are able to get in touch with us at bpmeuk@bp.com with details of the email account you used to create your account we can reset your account which will rectify this issue. Thanks from the BPme team",2018-02-19 19:43:43
36,gp:AOqpTOErs6RVk6hnN3DuQDs0C0nWabf0chh3DjIeUL1TNM7XSKnb5Cg5a3enKEx6Nl4_7ja9B5wBkXquN2Es,A Google user,shell customer,5,0,,2018-02-19 02:31:46,,
37,gp:AOqpTOEhx0Rrj0EKNkZF6iWNEsh_hy8zC56jmjgfKtUVe7mTkw1cEf8BFS7Y3mq8dlGfD4_O9PmX3O9TBeL1,nigel ostler,"I would be very careful when using this app.Initially all went well, received an email receit within seconds of purchasing fuel, app showed record of fuel purchase and loaded nectar points to card, Great I think, no queuing to pay for me and off I drive.Two days later I've got the police at my door telling me I have driven off without paying for my fuel.  Mortified. In fairness to the app I was able to show proof I had paid for my fuel, but really, do you want the police visiting every time you pay for fuel with this app I won't use it again",2,7,1.17.1,2018-02-19 02:38:02,"Hello Nigel, thanks for your review. We are really sorry to hear about your experience of using BPme. Are you able to get in touch with us via bpmeuk@bp.com with some more details about which station you purchased fuel from and we can look into why the store registered this as a drive-off. Once again we are sorry for the distress caused.",2018-02-19 19:42:24
38,gp:AOqpTOHWuwSSheqVjYkQMhBk9fCa9qKSP8FvjYAjzY3PjOJ0kIwFL1cdYYENOlccZPuHx7Cp7pQXR0_DIJwv,A Google user,Idea of the app is good but when I filled up I got charged £29.50 when I asked for £30 then after couple of days there's a charge for £30 on bank account which my account went over now I two transactions of £60 just held in my account as pending more than a week. Problem with the app is every time if I want to fill £30 fuel to my car I need to have a £60 in my account. Until they sort this problem out I'm not going to use this app or not recommending to anybody else.,2,1,1.17.1,2018-02-20 03:15:11,"Hi, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. Don't worry, you will only be charged for the total amount of fuel dispensed. The whole process can take up to 10 days, depending on your bank. ^AB",2018-06-22 20:52:37
39,gp:AOqpTOGCUnkqCeSW_Yp7kxU__kF8CZzPcoyDe-ILLzWitL9uZzDfhSkpApsXYWQgeXBciIQ0MPk6x7V9ZRPh,martin stenhouse,Excellent app..use this constanly now..5 stars,5,0,1.17.1,2018-02-20 03:31:41,"Hi Martin, thanks for your review. Really glad you like the app! Hope you have found something good to do with all of the time you are saving by not having to queue up in store! From the BPme team.",2018-03-02 01:10:46
40,gp:AOqpTOGoCr_a3X1FfEk35b6ZzXfyHvFYykfETYHxqI6V9UoIZ8MjT7BDw_w0O7wH3KeDywW9_PpFq_uXRYvH,Satinder Ahluwalia,Installed and just can't login so pointless,1,0,1.17.1,2018-02-20 07:13:19,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:52:16
41,gp:AOqpTOEA0e8FmrjDqWnkGJ20sa-VYek6Ws8CGWtKQ5rBFpXzgaZ-RYGlIa9bz76xoqfntZ7ntskbCU5Dq5DU,Smergal,Had issues with PIN to start with but BPme support resolved this after about a week of waiting. When set up and working it's really very good and hassle free. Receipts get emailed so doing monthly accounts is easy.,4,3,1.17.1,2018-02-20 08:06:14,"Hello Drew, Thanks for your review. If you are able to contact us at bpmeuk@bp.com with details of the email address you have used to register for BPme and we can reset your wallet account which will resolve this issue. Thanks from the BPme team",2018-02-13 16:52:29
42,gp:AOqpTOGhb_RMcnn5k9aW3On_HYyw-CfOaw8RdYvVjBKd9sdhhMLbYF0CtaF_s2-t1HQPlWMT7JQxhNEwcbd_,Colin Peel,"Setup initially ok and registered my payment cards but it kept saying the password for two separate Nectar cards were wrong...I know they are not as I use a password manager! Have seen other references for the same issue, so will not use if card cannot be linked!!!",2,0,1.17.1,2018-02-21 05:19:37,"Hello Colin, thanks for your review. We are really sorry to hear you are having trouble adding your Nectar card to BPme. We are working closely with the Nectar team to understand why a small number of users are having their passwords declined. As soon as we have an update we will let you know. Thanks from the BPme team.",2018-03-02 01:09:47
43,gp:AOqpTOFYMeP7kUAUCDcINsVX_WunmIHWQvNQ46JeC4r6O9r1nnZmUQwysxcH8Bc6vEUSkX4tE3yldYsibIX1,A Google user,Slow loading so deleted it,2,0,,2018-02-24 19:48:34,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:52:09
44,gp:AOqpTOGWlDX9XrKmwZS1VY15-Kht53axRQrHNRfvoDR2rfg2ipye24Xx7gciFm20Wu56C_rXwqrKpGhVjkfi,Bill Coleman,"This app doesn't work. After successful registration and verification, I tried to use it for the first time but it just gets stuck in an endless loop of asking for a security question followed by ""something's gone wrong, try again"".  Despite efforts from BP Support, I am still unable to access my account.",1,2,1.19.0,2018-03-03 04:59:00,"Hello Bill, we are really sorry to hear you are having problems using BPme. If you are able to send a quick note to bpmeuk@bp.com confirming the email address you used to register then our support team will be able to reset your account which will resolve this issue. Thanks from the BPme team",2018-03-02 01:07:15
45,gp:AOqpTOEX2C9EwrH6PcdZjuCD3M6bCIiq9LXsNRzgueKcMzpqSlYlPEV4m70EGh8Tr2D2yWNCqDl9UvGuRkOI,Neil McKirdy-Deadman,"Haven't used the app yet, but just from signing up I can already see that it would be better if they integrated with Google Pay so I don't have to add my payment card to yet another app :(",3,5,1.19.0,2018-03-03 15:56:47,"Hi,  we are constantly working to add new payment methods to the BPme app. If you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:51:57
46,gp:AOqpTOF16X-16O6Fa90ZDZmTwCR3LWvSqvizdjDzw7caVVwxp6pp-W-oUZ9oD9nwSzQ222aXDH9drhdRleb5,Sohail Chaudhary,"Put diesel for 63 pounds deduct 100 , gone back no body ready to help ...we use app for ease and got loy of problems",1,1,1.19.0,2018-03-06 03:39:00,"Thanks for your review. BPme operates in a similar way to other pay@pump services by pre-authorising the payment prior to unlocking the pump. Any funds pre-authorised are released when the final payment is processed. If you need less than £100 why not use the handy ""Select your fuel amount"" feature in the app to select a more appropriate amount.",2018-03-13 15:55:59
47,gp:AOqpTOGDae1TMF4NKbxGe-R0LEUa6xMe4mFMHhb5JXt6uYARXeYjVlL8GINvwqfc1xZCZs8FrUpxzRXhDBZS,Rob,"Awful tried using it yesterday and it failed, cashier had to come to help and then I was issued with a failure to pay form In front of lots of other customers very embarrassing, cc shows transaction then credit 4 times",1,1,1.19.0,2018-03-07 18:08:57,"Hi there, thanks for your review and sorry to hear you didn't have a great experience with BPme. If you are able to send an email to bpmeuk@bp.com with some details including the station you visited our technical team will look into this for you. Thanks from the BPme team",2018-03-13 15:58:46
48,gp:AOqpTOFFmEQC2dJucBCTz1j88GNu7JzA45O5Pazg2a0RRk-EDWLAE7uLUk-qoz10s3XY_iDhY1CyMlzxftpc,A Google user,All I need to do is find a BP station I have a BP fuel card I don't need the other rubbish,1,0,1.19.0,2018-03-09 19:49:30,"Hi there, thanks for your review. We hope you find the enhanced features in the station finder useful in finding the right BP station for your needs. We will be adding support for BP fuel card in to the app later on this summer so check with your fleet manager for more info here.... Thanks from the BPme team",2018-03-13 15:59:54
49,gp:AOqpTOGxjXwYXnL48P4PeCPrMtBk5sydOSSu0g3lA7oLAuTBzaBrRwwZRzZbv_axeGJb0XAGijsM0MhjgNWd,Simon Brock,"Haven't even managed to add a payment card. Tried manually adding & scanning, the app goes away & thinks about it, then throws an error. Think it might be something to do with additional card security check not working in the background.",2,10,1.19.0,2018-03-10 16:42:53,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:51:27
50,gp:AOqpTOE8Mw7z_Iedq3auEcHDzcxzsp1bBd3IYE1f9fGXe1V2R6hGgjxCPOCWABWdDr0vuOuVMtyK0N0J6SW6,Iyna Butt,Same issues as others. Can't add a card to the app!!!,3,0,1.19.0,2018-03-10 20:10:44,"Hi, is it working now with the latest update? If you've got the latest version and it's still not working, and you wish to speak to someone, please get in touch at BPmeUK@bp.com or call 0800 402402. Thanks, ^AB",2018-06-22 20:51:15
51,gp:AOqpTOFth3sow_W-N5rXoVH4b0wy15z_BmeyKvcwHy5DdzdhGtJ8mnqxc_pQwcPTFbuEiHoJtZc6RxE8HLf2,peter chapple,"App works fine, payment sucks! I used this app for the second time on the 4th March, used the full tank option, which holds £100 from your card to pay for the fuel. The £57 I spent cleared from my account a day later, but 7 days later the other £100 still hasn't been released back to my bank! Thanks BP! won't be using this app anymore!",1,4,1.19.0,2018-03-11 16:57:03,"Hi, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. Don't worry, you will only be charged for the total amount of fuel dispensed. The whole process can take up to 10 days, depending on your bank. ^AB",2018-06-22 20:51:04
52,gp:AOqpTOF4d_uURfcS0wJ1IJy08fhtXHMc0dr5OM5gchy01EDVJBddYZ9P0wYUXkM6tVsD7Jd5MPF9HL8YU8vY,A Google user,Great concept but it's taking 8 days to cancel the £100 pre approved payment from my bank account each time I fill up despite the actual payment clearing. If I fill up twice a week then that's £200 sitting pre approved. Can't understand why cancelling the pre-approved amount doesn't happen the moment the actual funds are taken. Didn't use the app yesterday for this reason.,3,6,1.19.0,2018-03-16 18:16:27,"Hi, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. Don't worry, you will only be charged for the total amount of fuel dispensed. The whole process can take up to 10 days, depending on your bank. ^AB",2018-06-22 20:50:58
53,gp:AOqpTOEUoqL_2FDBb4caU1zWPi5YWm7Xxlny6MTYLhVKFtOM73pmP1-JqqNcv8NQZ1jTwh20VzJf5ubLvMEp,A Google user,"I downloaded this app as I thought this would be more convenient, however the pre authorised charges make it more hassle than it's worth. I read a response from bp on one of the reviews that stated that this won't happen if you used ""the really helpful select an amount option"" however even if you do this they will still take the payment and you will still have the pre authorised amount on you account, so effectively you are  being charged almost double the amount until the pre authorised charged has been released.",1,9,1.19.0,2018-03-17 06:39:49,"Hi, to streamline the payment process, BPme checks with your bank you have available funds for the amount you choose to fill up by (or £100 if you choose to fill your tank)  before authorising the pump. Don't worry, you will only be charged for the total amount of fuel dispensed. The whole process can take up to 10 days, depending on your bank. ^AB",2018-06-22 20:50:52
54,gp:AOqpTOHzAOO8xKAaYSwcu1Xd_3mqttCEQ_1ylAJRifscGmQ-D8T6gQxo0HOGwJbl1bGaaZMqOjtZJH6VQhTk,umar amjad,This app is a joke. It doesn't even work,1,0,1.19.0,2018-03-19 20:49:16,,
